;Cidades;YEAR_MONTH;YEAR;MONTH;QUARTER;Temp_Median_Max;Temp_Median_Min;Temp_Mean_Max;Temp_Mean_Min
2416;Olhao;202105;2021;05;2;22,0;15,0;21,87;15,13
2417;Olhao;202106;2021;06;2;23,0;17,0;22,97;16,87
2418;Olhao;202107;2021;07;3;25,0;19,0;25,52;19,0
2419;Olhao;202108;2021;08;3;26,0;19,0;26,39;19,87
2420;Olhao;202109;2021;09;3;26,0;20,0;26,17;19,83
2421;Olhao;202110;2021;10;4;24,0;19,0;24,26;18,52
2422;Olhao;202111;2021;11;4;20,0;13,5;19,23;13,07
2423;Olhao;202112;2021;12;4;18,0;13,5;18,1;13,1
2424;Oliveira de Azemeis;202101;2021;01;1;13,0;5,0;12,45;5,68
2425;Oliveira de Azemeis;202102;2021;02;1;14,0;9,0;14,61;8,18
2426;Oliveira de Azemeis;202103;2021;03;1;18,0;9,0;18,58;8,58
2427;Oliveira de Azemeis;202104;2021;04;2;20,0;11,0;19,5;10,53
2428;Oliveira de Azemeis;202105;2021;05;2;20,0;11,0;20,32;11,19
2429;Oliveira de Azemeis;202106;2021;06;2;25,0;15,0;23,53;14,4
2430;Oliveira de Azemeis;202107;2021;07;3;25,0;15,0;26,06;15,77
2431;Oliveira de Azemeis;202108;2021;08;3;28,0;16,0;27,97;16,0
2432;Oliveira de Azemeis;202109;2021;09;3;26,0;15,0;26,3;15,13
2433;Oliveira de Azemeis;202110;2021;10;4;23,0;14,0;23,39;13,81
2434;Oliveira de Azemeis;202111;2021;11;4;17,5;8,5;17,4;8,43
2435;Oliveira de Azemeis;202112;2021;12;4;15,5;10,0;15,8;9,83
2436;Oliveira de Frades;202101;2021;01;1;10,0;2,0;9,77;3,39
2437;Oliveira de Frades;202102;2021;02;1;11,0;6,5;11,46;6,32
2438;Oliveira de Frades;202103;2021;03;1;16,0;8,0;16,06;7,58
2439;Oliveira de Frades;202104;2021;04;2;18,0;9,5;17,03;9,2
2440;Oliveira de Frades;202105;2021;05;2;20,0;10,0;19,42;9,87
2441;Oliveira de Frades;202106;2021;06;2;24,5;14,5;23,13;13,57
2442;Oliveira de Frades;202107;2021;07;3;27,0;15,0;26,87;15,03
2443;Oliveira de Frades;202108;2021;08;3;29,0;15,0;29,26;15,42
2444;Oliveira de Frades;202109;2021;09;3;25,0;15,0;25,1;14,37
2445;Oliveira de Frades;202110;2021;10;4;22,0;13,0;21,97;12,94
2446;Oliveira de Frades;202111;2021;11;4;16,0;7,0;15,37;6,87
2447;Oliveira de Frades;202112;2021;12;4;13,5;8,0;13,27;7,7
2448;Oliveira do Bairro;202101;2021;01;1;13,0;5,0;12,87;5,39
2449;Oliveira do Bairro;202102;2021;02;1;14,0;9,0;14,75;7,96
2450;Oliveira do Bairro;202103;2021;03;1;18,0;7,0;18,65;7,94
2451;Oliveira do Bairro;202104;2021;04;2;21,0;10,0;20,1;10,13
2452;Oliveira do Bairro;202105;2021;05;2;22,0;10,0;21,23;10,03
2453;Oliveira do Bairro;202106;2021;06;2;26,0;12,0;24,77;12,87
2454;Oliveira do Bairro;202107;2021;07;3;27,0;14,0;27,71;14,74
2455;Oliveira do Bairro;202108;2021;08;3;30,0;15,0;29,97;14,97
2456;Oliveira do Bairro;202109;2021;09;3;28,0;15,0;27,6;14,97
2457;Oliveira do Bairro;202110;2021;10;4;23,0;14,0;24,29;13,52
2458;Oliveira do Bairro;202111;2021;11;4;18,5;8,5;18,13;8,43
2459;Oliveira do Bairro;202112;2021;12;4;16,0;10,0;16,37;9,63
2460;Oliveira do Hospital;202101;2021;01;1;10,0;-2,0;9,61;-0,03
2461;Oliveira do Hospital;202102;2021;02;1;11,0;4,0;11,68;3,29
2462;Oliveira do Hospital;202103;2021;03;1;16,0;4,0;15,84;3,58
2463;Oliveira do Hospital;202104;2021;04;2;17,5;6,0;17,3;6,1
2464;Oliveira do Hospital;202105;2021;05;2;21,0;7,0;21,03;7,39
2465;Oliveira do Hospital;202106;2021;06;2;26,5;11,5;26,07;11,53
2466;Oliveira do Hospital;202107;2021;07;3;31,0;13,0;30,58;13,39
2467;Oliveira do Hospital;202108;2021;08;3;33,0;14,0;33,0;14,23
2468;Oliveira do Hospital;202109;2021;09;3;27,0;12,0;26,17;12,33
2469;Oliveira do Hospital;202110;2021;10;4;23,0;11,0;22,9;10,55
2470;Oliveira do Hospital;202111;2021;11;4;15,0;4,0;14,5;3,4
2471;Oliveira do Hospital;202112;2021;12;4;13,0;5,0;13,13;4,83
2472;Ourem;202101;2021;01;1;12,0;4,0;12,32;5,35
2473;Ourem;202102;2021;02;1;15,0;8,5;14,61;8,21
2474;Ourem;202103;2021;03;1;18,0;7,0;18,55;7,94
2475;Ourem;202104;2021;04;2;20,0;10,5;19,4;10,3
2476;Ourem;202105;2021;05;2;22,0;11,0;22,06;10,61
2477;Ourem;202106;2021;06;2;26,0;13,0;25,5;13,13
2478;Ourem;202107;2021;07;3;28,0;15,0;28,06;15,16
2479;Ourem;202108;2021;08;3;30,0;15,0;30,26;14,87
2480;Ourem;202109;2021;09;3;29,0;15,0;27,87;15,17
2481;Ourem;202110;2021;10;4;24,0;14,0;24,97;14,06
2482;Ourem;202111;2021;11;4;18,0;8,0;17,6;8,13
2483;Ourem;202112;2021;12;4;16,0;9,5;16,1;9,47
2484;Ourique;202101;2021;01;1;12,0;6,0;11,52;6,16
2485;Ourique;202102;2021;02;1;14,5;10,0;13,89;9,39
2486;Ourique;202103;2021;03;1;16,0;10,0;16,39;9,42
2487;Ourique;202104;2021;04;2;18,0;12,0;18,2;11,87
2488;Ourique;202105;2021;05;2;22,0;12,0;22,61;12,16
2489;Ourique;202106;2021;06;2;24,5;14,5;24,6;14,33
2490;Ourique;202107;2021;07;3;28,0;16,0;28,71;16,71
2491;Ourique;202108;2021;08;3;29,0;17,0;29,94;17,61
2492;Ourique;202109;2021;09;3;28,0;17,0;27,07;16,63
2493;Ourique;202110;2021;10;4;25,0;17,0;24,77;15,84
2494;Ourique;202111;2021;11;4;18,0;11,0;17,63;9,8
2495;Ourique;202112;2021;12;4;16,0;10,5;16,3;10,47
2496;Ovar;202101;2021;01;1;13,0;6,0;12,61;7,06
2497;Ovar;202102;2021;02;1;14,5;10,0;14,79;9,11
2498;Ovar;202103;2021;03;1;17,0;10,0;17,94;10,26
2499;Ovar;202104;2021;04;2;19,0;12,0;18,93;11,73
2500;Ovar;202105;2021;05;2;19,0;12,0;19,39;12,39
2501;Ovar;202106;2021;06;2;22,5;15,5;22,23;15,43
2502;Ovar;202107;2021;07;3;23,0;16,0;24,39;16,68
2503;Ovar;202108;2021;08;3;25,0;17,0;25,71;17,19
2504;Ovar;202109;2021;09;3;24,0;16,0;24,7;16,2
2505;Ovar;202110;2021;10;4;23,0;15,0;22,48;14,97
2506;Ovar;202111;2021;11;4;17,0;10,0;17,2;9,63
2507;Ovar;202112;2021;12;4;16,0;11,0;15,83;10,7
2508;Pacos de Ferreira;202101;2021;01;1;12,0;5,0;11,42;4,97
2509;Pacos de Ferreira;202102;2021;02;1;14,0;9,0;13,68;7,46
2510;Pacos de Ferreira;202103;2021;03;1;17,0;8,0;18,03;8,23
2511;Pacos de Ferreira;202104;2021;04;2;19,5;10,0;19,13;10,2
2512;Pacos de Ferreira;202105;2021;05;2;20,0;10,0;20,68;10,87
2513;Pacos de Ferreira;202106;2021;06;2;25,5;15,0;24,77;14,37
2514;Pacos de Ferreira;202107;2021;07;3;28,0;16,0;28,19;16,32
2515;Pacos de Ferreira;202108;2021;08;3;29,0;17,0;30,19;16,61
2516;Pacos de Ferreira;202109;2021;09;3;27,0;15,0;26,57;15,13
2517;Pacos de Ferreira;202110;2021;10;4;23,0;14,0;22,81;13,29
2518;Pacos de Ferreira;202111;2021;11;4;16,0;7,0;15,9;7,33
2519;Pacos de Ferreira;202112;2021;12;4;14,0;8,0;14,0;8,03
2520;Palmela;202101;2021;01;1;13,0;7,0;12,77;7,61
2521;Palmela;202102;2021;02;1;15,5;11,0;15,25;10,71
2522;Palmela;202103;2021;03;1;17,0;9,0;17,68;9,77
2523;Palmela;202104;2021;04;2;19,0;13,0;19,0;12,23
2524;Palmela;202105;2021;05;2;23,0;13,0;22,61;13,1
2525;Palmela;202106;2021;06;2;25,0;15,0;24,77;15,0
2526;Palmela;202107;2021;07;3;28,0;16,0;28,0;16,26
2527;Palmela;202108;2021;08;3;28,0;17,0;28,87;16,61
2528;Palmela;202109;2021;09;3;27,5;17,0;27,0;17,37
2529;Palmela;202110;2021;10;4;26,0;16,0;25,84;16,13
2530;Palmela;202111;2021;11;4;20,0;11,0;19,13;10,83
2531;Palmela;202112;2021;12;4;18,0;11,0;17,57;11,53
2532;Pampilhosa da Serra;202101;2021;01;1;12,0;3,0;12,35;4,42
2533;Pampilhosa da Serra;202102;2021;02;1;14,5;8,0;14,79;8,07
2534;Pampilhosa da Serra;202103;2021;03;1;18,0;7,0;18,71;7,19
2535;Pampilhosa da Serra;202104;2021;04;2;21,0;10,0;20,03;9,73
2536;Pampilhosa da Serra;202105;2021;05;2;22,0;11,0;21,61;10,19
2537;Pampilhosa da Serra;202106;2021;06;2;26,5;13,0;25,4;12,93
2538;Pampilhosa da Serra;202107;2021;07;3;28,0;14,0;28,45;14,58
2539;Pampilhosa da Serra;202108;2021;08;3;31,0;14,0;30,97;14,23
2540;Pampilhosa da Serra;202109;2021;09;3;28,0;14,0;27,7;14,57
2541;Pampilhosa da Serra;202110;2021;10;4;25,0;13,0;24,74;13,03
2542;Pampilhosa da Serra;202111;2021;11;4;19,0;7,5;17,9;7,27
2543;Pampilhosa da Serra;202112;2021;12;4;16,0;9,0;16,17;8,9
2544;Paredes;202101;2021;01;1;8,0;-2,0;8,29;-0,61
2545;Paredes;202102;2021;02;1;10,5;3,0;10,5;2,79
2546;Paredes;202103;2021;03;1;15,0;2,0;15,29;1,94
2547;Paredes;202104;2021;04;2;16,0;6,0;16,47;5,03
2548;Paredes;202105;2021;05;2;20,0;6,0;19,39;6,39
2549;Paredes;202106;2021;06;2;25,0;11,0;24,87;10,77
2550;Paredes;202107;2021;07;3;30,0;13,0;29,87;12,58
2551;Paredes;202108;2021;08;3;32,0;13,0;31,84;13,19
2552;Paredes;202109;2021;09;3;24,0;12,0;23,93;12,17
2553;Paredes;202110;2021;10;4;20,0;9,0;20,13;8,71
2554;Paredes;202111;2021;11;4;13,5;3,0;12,83;2,83
2555;Paredes;202112;2021;12;4;11,0;3,5;10,87;3,67
2556;Paredes de Coura;202101;2021;01;1;12,0;3,0;11,97;3,71
2557;Paredes de Coura;202102;2021;02;1;13,0;7,0;13,71;6,39
2558;Paredes de Coura;202103;2021;03;1;17,0;6,0;18,19;6,68
2559;Paredes de Coura;202104;2021;04;2;19,0;9,5;19,17;9,07
2560;Paredes de Coura;202105;2021;05;2;20,0;9,0;20,29;8,77
2561;Paredes de Coura;202106;2021;06;2;25,0;11,5;24,53;11,93
2562;Paredes de Coura;202107;2021;07;3;28,0;13,0;27,58;13,06
2563;Paredes de Coura;202108;2021;08;3;31,0;14,0;30,13;14,1
2564;Paredes de Coura;202109;2021;09;3;27,0;13,5;26,5;13,37
2565;Paredes de Coura;202110;2021;10;4;22,0;13,0;22,87;12,1
2566;Paredes de Coura;202111;2021;11;4;17,5;7,0;16,9;7,17
2567;Paredes de Coura;202112;2021;12;4;15,0;9,0;14,43;8,67
2568;Pedrogao Grande;202101;2021;01;1;12,0;3,0;12,35;4,42
2569;Pedrogao Grande;202102;2021;02;1;14,5;8,0;14,79;8,07
2570;Pedrogao Grande;202103;2021;03;1;18,0;7,0;18,71;7,19
2571;Pedrogao Grande;202104;2021;04;2;21,0;10,0;20,03;9,73
2572;Pedrogao Grande;202105;2021;05;2;22,0;11,0;21,61;10,19
2573;Pedrogao Grande;202106;2021;06;2;26,5;13,0;25,4;12,93
2574;Pedrogao Grande;202107;2021;07;3;28,0;14,0;28,45;14,58
2575;Pedrogao Grande;202108;2021;08;3;31,0;14,0;30,97;14,23
2576;Pedrogao Grande;202109;2021;09;3;28,0;14,0;27,7;14,57
2577;Pedrogao Grande;202110;2021;10;4;25,0;13,0;24,74;13,03
2578;Pedrogao Grande;202111;2021;11;4;19,0;7,5;17,9;7,27
2579;Pedrogao Grande;202112;2021;12;4;16,0;9,0;16,17;8,9
2580;Penacova;202101;2021;01;1;12,0;3,0;12,35;4,42
2581;Penacova;202102;2021;02;1;14,5;8,0;14,79;8,07
2582;Penacova;202103;2021;03;1;18,0;7,0;18,71;7,19
2583;Penacova;202104;2021;04;2;21,0;10,0;20,03;9,73
2584;Penacova;202105;2021;05;2;22,0;11,0;21,61;10,19
2585;Penacova;202106;2021;06;2;26,5;13,0;25,4;12,93
2586;Penacova;202107;2021;07;3;28,0;14,0;28,45;14,58
2587;Penacova;202108;2021;08;3;31,0;14,0;30,97;14,23
2588;Penacova;202109;2021;09;3;28,0;14,0;27,7;14,57
2589;Penacova;202110;2021;10;4;25,0;13,0;24,74;13,03
2590;Penacova;202111;2021;11;4;19,0;7,5;17,9;7,27
2591;Penacova;202112;2021;12;4;16,0;9,0;16,17;8,9
2592;Penafiel;202101;2021;01;1;12,0;5,0;11,42;4,97
2593;Penafiel;202102;2021;02;1;14,0;9,0;13,68;7,46
2594;Penafiel;202103;2021;03;1;17,0;8,0;18,03;8,23
2595;Penafiel;202104;2021;04;2;19,5;10,0;19,13;10,2
2596;Penafiel;202105;2021;05;2;20,0;10,0;20,68;10,87
2597;Penafiel;202106;2021;06;2;25,5;15,0;24,77;14,37
2598;Penafiel;202107;2021;07;3;28,0;16,0;28,19;16,32
2599;Penafiel;202108;2021;08;3;29,0;17,0;30,19;16,61
2600;Penafiel;202109;2021;09;3;27,0;15,0;26,57;15,13
2601;Penafiel;202110;2021;10;4;23,0;14,0;22,81;13,29
2602;Penafiel;202111;2021;11;4;16,0;7,0;15,9;7,33
2603;Penafiel;202112;2021;12;4;14,0;8,0;14,0;8,03
2604;Penalva do Castelo;202101;2021;01;1;10,0;1,0;10,23;2,84
2605;Penalva do Castelo;202102;2021;02;1;12,0;6,0;12,04;5,43
2606;Penalva do Castelo;202103;2021;03;1;16,0;6,0;16,68;5,87
2607;Penalva do Castelo;202104;2021;04;2;19,0;8,5;18,03;8,2
2608;Penalva do Castelo;202105;2021;05;2;21,0;9,0;20,84;9,23
2609;Penalva do Castelo;202106;2021;06;2;27,0;13,0;25,33;13,17
2610;Penalva do Castelo;202107;2021;07;3;30,0;14,0;29,65;14,39
2611;Penalva do Castelo;202108;2021;08;3;32,0;15,0;32,23;14,74
2612;Penalva do Castelo;202109;2021;09;3;26,0;14,0;26,07;13,97
2613;Penalva do Castelo;202110;2021;10;4;22,0;12,0;22,26;11,84
2614;Penalva do Castelo;202111;2021;11;4;15,0;6,0;15,03;5,83
2615;Penalva do Castelo;202112;2021;12;4;13,5;7,0;13,4;7,0
2616;Penamacor;202101;2021;01;1;10,0;1,0;9,58;1,32
2617;Penamacor;202102;2021;02;1;12,0;4,0;11,57;4,25
2618;Penamacor;202103;2021;03;1;16,0;4,0;16,13;3,71
2619;Penamacor;202104;2021;04;2;17,0;7,0;17,2;6,23
2620;Penamacor;202105;2021;05;2;22,0;8,0;21,58;8,1
2621;Penamacor;202106;2021;06;2;28,0;12,5;26,4;12,07
2622;Penamacor;202107;2021;07;3;31,0;14,0;31,29;14,1
2623;Penamacor;202108;2021;08;3;33,0;15,0;33,1;14,9
2624;Penamacor;202109;2021;09;3;26,0;12,0;25,53;12,6
2625;Penamacor;202110;2021;10;4;23,0;11,0;22,97;10,74
2626;Penamacor;202111;2021;11;4;15,5;4,0;14,27;4,3
2627;Penamacor;202112;2021;12;4;13,0;6,0;12,9;5,4
2628;Penedono;202101;2021;01;1;9,0;2,0;8,77;3,03
2629;Penedono;202102;2021;02;1;12,0;7,0;11,43;6,11
2630;Penedono;202103;2021;03;1;16,0;6,0;16,13;6,39
2631;Penedono;202104;2021;04;2;17,0;9,0;17,47;8,67
2632;Penedono;202105;2021;05;2;20,0;9,0;20,03;9,68
2633;Penedono;202106;2021;06;2;26,0;14,0;25,07;13,97
2634;Penedono;202107;2021;07;3;29,0;16,0;28,9;15,81
2635;Penedono;202108;2021;08;3;31,0;16,0;30,9;16,61
2636;Penedono;202109;2021;09;3;25,0;15,0;25,0;15,17
2637;Penedono;202110;2021;10;4;20,0;13,0;21,06;12,55
2638;Penedono;202111;2021;11;4;14,0;6,0;13,77;6,4
2639;Penedono;202112;2021;12;4;12,0;7,0;11,9;6,97
2640;Penela;202101;2021;01;1;12,0;3,0;12,35;4,42
2641;Penela;202102;2021;02;1;14,5;8,0;14,79;8,07
2642;Penela;202103;2021;03;1;18,0;7,0;18,71;7,19
2643;Penela;202104;2021;04;2;21,0;10,0;20,03;9,73
2644;Penela;202105;2021;05;2;22,0;11,0;21,61;10,19
2645;Penela;202106;2021;06;2;26,5;13,0;25,4;12,93
2646;Penela;202107;2021;07;3;28,0;14,0;28,45;14,58
2647;Penela;202108;2021;08;3;31,0;14,0;30,97;14,23
2648;Penela;202109;2021;09;3;28,0;14,0;27,7;14,57
2649;Penela;202110;2021;10;4;25,0;13,0;24,74;13,03
2650;Penela;202111;2021;11;4;19,0;7,5;17,9;7,27
2651;Penela;202112;2021;12;4;16,0;9,0;16,17;8,9
2652;Peniche;202101;2021;01;1;13,0;6,0;12,58;7,26
2653;Peniche;202102;2021;02;1;15,0;10,5;14,86;9,61
2654;Peniche;202103;2021;03;1;16,0;9,0;16,55;9,71
2655;Peniche;202104;2021;04;2;18,0;12,0;18,37;11,83
2656;Peniche;202105;2021;05;2;19,0;13,0;19,0;12,94
2657;Peniche;202106;2021;06;2;20,5;15,0;20,97;14,87
2658;Peniche;202107;2021;07;3;22,0;16,0;22,68;16,16
2659;Peniche;202108;2021;08;3;23,0;16,0;23,94;16,26
2660;Peniche;202109;2021;09;3;25,0;17,0;24,97;16,97
2661;Peniche;202110;2021;10;4;22,0;16,0;23,13;15,68
2662;Peniche;202111;2021;11;4;18,0;11,0;17,73;10,6
2663;Peniche;202112;2021;12;4;17,0;12,0;16,73;11,5
2664;Peso da Regua;202101;2021;01;1;9,0;2,0;8,77;3,03
2665;Peso da Regua;202102;2021;02;1;12,0;7,0;11,43;6,11
2666;Peso da Regua;202103;2021;03;1;16,0;6,0;16,13;6,39
2667;Peso da Regua;202104;2021;04;2;17,0;9,0;17,47;8,67
2668;Peso da Regua;202105;2021;05;2;20,0;9,0;20,03;9,68
2669;Peso da Regua;202106;2021;06;2;26,0;14,0;25,07;13,97
2670;Peso da Regua;202107;2021;07;3;29,0;16,0;28,9;15,81
2671;Peso da Regua;202108;2021;08;3;31,0;16,0;30,9;16,61
2672;Peso da Regua;202109;2021;09;3;25,0;15,0;25,0;15,17
2673;Peso da Regua;202110;2021;10;4;20,0;13,0;21,06;12,55
2674;Peso da Regua;202111;2021;11;4;14,0;6,0;13,77;6,4
2675;Peso da Regua;202112;2021;12;4;12,0;7,0;11,9;6,97
2676;Pinhel;202101;2021;01;1;7,0;-1,0;6,81;-0,1
2677;Pinhel;202102;2021;02;1;10,0;4,0;9,79;3,39
2678;Pinhel;202103;2021;03;1;14,0;4,0;13,81;3,9
2679;Pinhel;202104;2021;04;2;15,5;6,5;15,27;5,87
2680;Pinhel;202105;2021;05;2;19,0;7,0;18,87;7,29
2681;Pinhel;202106;2021;06;2;25,0;11,5;23,8;11,63
2682;Pinhel;202107;2021;07;3;28,0;13,0;28,87;12,94
2683;Pinhel;202108;2021;08;3;31,0;13,0;30,87;14,0
2684;Pinhel;202109;2021;09;3;24,0;13,0;23,77;13,43
2685;Pinhel;202110;2021;10;4;21,0;10,0;19,97;10,03
2686;Pinhel;202111;2021;11;4;12,5;3,0;11,4;3,5
2687;Pinhel;202112;2021;12;4;10,0;5,5;11,03;5,27
2688;Pombal;202101;2021;01;1;13,0;7,0;12,87;8,06
2689;Pombal;202102;2021;02;1;15,5;11,5;15,07;11,07
2690;Pombal;202103;2021;03;1;17,0;11,0;17,06;10,65
2691;Pombal;202104;2021;04;2;19,0;13,0;18,57;12,33
2692;Pombal;202105;2021;05;2;24,0;14,0;23,13;13,97
2693;Pombal;202106;2021;06;2;26,0;16,0;25,13;16,23
2694;Pombal;202107;2021;07;3;29,0;17,0;28,9;17,77
2695;Pombal;202108;2021;08;3;30,0;19,0;29,81;19,42
2696;Pombal;202109;2021;09;3;29,0;19,0;27,9;18,5
2697;Pombal;202110;2021;10;4;25,0;18,0;25,45;17,13
2698;Pombal;202111;2021;11;4;19,0;12,0;18,63;11,07
2699;Pombal;202112;2021;12;4;17,0;11,5;17,5;11,33
2700;Ponta Delgada;202101;2021;01;1;16,0;12,0;15,84;12,26
2701;Ponta Delgada;202102;2021;02;1;15,0;11,0;14,89;11,04
2702;Ponta Delgada;202103;2021;03;1;16,0;13,0;15,71;12,61
2703;Ponta Delgada;202104;2021;04;2;17,0;15,0;17,17;14,17
2704;Ponta Delgada;202105;2021;05;2;18,0;16,0;18,26;15,52
2705;Ponta Delgada;202106;2021;06;2;21,0;17,0;20,5;17,37
2706;Ponta Delgada;202107;2021;07;3;22,0;20,0;22,29;19,61
2707;Ponta Delgada;202108;2021;08;3;24,0;21,0;23,84;20,48
2708;Ponta Delgada;202109;2021;09;3;23,0;20,0;23,13;20,27
2709;Ponta Delgada;202110;2021;10;4;22,0;20,0;22,13;19,97
2710;Ponta Delgada;202111;2021;11;4;20,0;18,0;19,73;17,77
2711;Ponta Delgada;202112;2021;12;4;18,0;15,0;17,63;15,4
2712;Ponta do Sol;202101;2021;01;1;13,0;8,0;13,0;8,35
2713;Ponta do Sol;202102;2021;02;1;14,5;9,0;13,57;9,25
2714;Ponta do Sol;202103;2021;03;1;13,0;9,0;13,19;8,65
2715;Ponta do Sol;202104;2021;04;2;15,0;11,0;15,33;10,83
2716;Ponta do Sol;202105;2021;05;2;17,0;12,0;18,03;12,23
2717;Ponta do Sol;202106;2021;06;2;19,0;13,0;19,0;12,5
2718;Ponta do Sol;202107;2021;07;3;25,0;18,0;24,19;17,65
2719;Ponta do Sol;202108;2021;08;3;23,0;16,0;23,39;17,0
2720;Ponta do Sol;202109;2021;09;3;22,0;16,0;21,93;16,2
2721;Ponta do Sol;202110;2021;10;4;21,0;15,0;21,13;15,68
2722;Ponta do Sol;202111;2021;11;4;17,0;13,0;16,4;13,13
2723;Ponta do Sol;202112;2021;12;4;15,0;12,0;15,43;12,3
2724;Ponte da Barca;202101;2021;01;1;12,0;3,0;11,97;3,71
2725;Ponte da Barca;202102;2021;02;1;13,0;7,0;13,71;6,39
2726;Ponte da Barca;202103;2021;03;1;17,0;6,0;18,19;6,68
2727;Ponte da Barca;202104;2021;04;2;19,0;9,5;19,17;9,07
2728;Ponte da Barca;202105;2021;05;2;20,0;9,0;20,29;8,77
2729;Ponte da Barca;202106;2021;06;2;25,0;11,5;24,53;11,93
2730;Ponte da Barca;202107;2021;07;3;28,0;13,0;27,58;13,06
2731;Ponte da Barca;202108;2021;08;3;31,0;14,0;30,13;14,1
2732;Ponte da Barca;202109;2021;09;3;27,0;13,5;26,5;13,37
2733;Ponte da Barca;202110;2021;10;4;22,0;13,0;22,87;12,1
2734;Ponte da Barca;202111;2021;11;4;17,5;7,0;16,9;7,17
2735;Ponte da Barca;202112;2021;12;4;15,0;9,0;14,43;8,67
2736;Ponte de Lima;202101;2021;01;1;12,0;3,0;11,97;3,71
2737;Ponte de Lima;202102;2021;02;1;13,0;7,0;13,71;6,39
2738;Ponte de Lima;202103;2021;03;1;17,0;6,0;18,19;6,68
2739;Ponte de Lima;202104;2021;04;2;19,0;9,5;19,17;9,07
2740;Ponte de Lima;202105;2021;05;2;20,0;9,0;20,29;8,77
2741;Ponte de Lima;202106;2021;06;2;25,0;11,5;24,53;11,93
2742;Ponte de Lima;202107;2021;07;3;28,0;13,0;27,58;13,06
2743;Ponte de Lima;202108;2021;08;3;31,0;14,0;30,13;14,1
2744;Ponte de Lima;202109;2021;09;3;27,0;13,5;26,5;13,37
2745;Ponte de Lima;202110;2021;10;4;22,0;13,0;22,87;12,1
2746;Ponte de Lima;202111;2021;11;4;17,5;7,0;16,9;7,17
2747;Ponte de Lima;202112;2021;12;4;15,0;9,0;14,43;8,67
2748;Ponte de Sor;202101;2021;01;1;12,0;3,0;12,45;4,35
2749;Ponte de Sor;202102;2021;02;1;16,0;8,0;15,0;8,0
2750;Ponte de Sor;202103;2021;03;1;19,0;7,0;19,35;7,52
2751;Ponte de Sor;202104;2021;04;2;20,0;10,0;20,33;10,1
2752;Ponte de Sor;202105;2021;05;2;25,0;11,0;24,42;10,61
2753;Ponte de Sor;202106;2021;06;2;30,0;13,0;28,73;13,07
2754;Ponte de Sor;202107;2021;07;3;31,0;14,0;31,97;14,71
2755;Ponte de Sor;202108;2021;08;3;33,0;14,0;34,19;14,55
2756;Ponte de Sor;202109;2021;09;3;29,0;15,0;28,6;15,43
2757;Ponte de Sor;202110;2021;10;4;27,0;14,0;26,16;14,26
2758;Ponte de Sor;202111;2021;11;4;18,0;9,0;17,7;8,2
2759;Ponte de Sor;202112;2021;12;4;17,0;9,0;16,63;9,17
2760;Portalegre;202101;2021;01;1;12,0;3,0;12,45;4,35
2761;Portalegre;202102;2021;02;1;12,5;7,0;12,11;6,46
2762;Portalegre;202103;2021;03;1;15,0;7,0;15,81;7,13
2763;Portalegre;202104;2021;04;2;20,0;10,0;20,33;10,1
2764;Portalegre;202105;2021;05;2;25,0;11,0;24,42;10,61
2765;Portalegre;202106;2021;06;2;30,0;13,0;28,73;13,07
2766;Portalegre;202107;2021;07;3;32,0;15,0;31,77;16,61
2767;Portalegre;202108;2021;08;3;33,0;18,0;33,29;18,03
2768;Portalegre;202109;2021;09;3;29,0;15,0;28,6;15,43
2769;Portalegre;202110;2021;10;4;27,0;14,0;26,16;14,26
2770;Portalegre;202111;2021;11;4;18,0;9,0;17,7;8,2
2771;Portalegre;202112;2021;12;4;17,0;9,0;16,63;9,17
2772;Portel;202101;2021;01;1;12,0;3,0;11,9;4,48
2773;Portel;202102;2021;02;1;15,5;8,0;14,61;7,86
2774;Portel;202103;2021;03;1;17,0;7,0;17,52;7,03
2775;Portel;202104;2021;04;2;20,5;10,0;19,97;9,5
2776;Portel;202105;2021;05;2;25,0;10,0;25,39;10,68
2777;Portel;202106;2021;06;2;30,5;14,0;29,67;13,93
2778;Portel;202107;2021;07;3;34,0;15,0;34,1;15,55
2779;Portel;202108;2021;08;3;34,0;16,0;35,26;16,1
2780;Portel;202109;2021;09;3;29,5;16,0;29,4;16,47
2781;Portel;202110;2021;10;4;27,0;15,0;26,9;15,0
2782;Portel;202111;2021;11;4;18,0;9,0;17,6;8,13
2783;Portel;202112;2021;12;4;16,5;9,0;16,9;8,73
2784;Portimao;202101;2021;01;1;14,0;8,0;14,06;9,03
2785;Portimao;202102;2021;02;1;16,0;12,0;15,82;11,86
2786;Portimao;202103;2021;03;1;18,0;11,0;17,45;10,68
2787;Portimao;202104;2021;04;2;19,0;13,0;18,97;13,43
2788;Portimao;202105;2021;05;2;23,0;14,0;22,52;13,71
2789;Portimao;202106;2021;06;2;24,5;16,0;24,07;15,53
2790;Portimao;202107;2021;07;3;27,0;17,0;26,9;16,74
2791;Portimao;202108;2021;08;3;28,0;17,0;28,26;17,81
2792;Portimao;202109;2021;09;3;28,0;18,0;27,6;18,2
2793;Portimao;202110;2021;10;4;25,0;17,0;25,39;17,03
2794;Portimao;202111;2021;11;4;20,0;12,5;19,53;12,03
2795;Portimao;202112;2021;12;4;18,0;13,0;18,1;12,4
2796;Porto;202101;2021;01;1;13,0;7,0;12,65;8,29
2797;Porto;202102;2021;02;1;14,0;11,0;14,5;10,04
