;Cidades;YEAR_MONTH;YEAR;MONTH;QUARTER;Temp_Median_Max;Temp_Median_Min;Temp_Mean_Max;Temp_Mean_Min
2021;Melgaco;202106;2021;06;2;20,0;14,0;19,9;13,4
2022;Melgaco;202107;2021;07;3;20,0;15,0;20,97;14,71
2023;Melgaco;202108;2021;08;3;22,0;15,0;22,52;15,19
2024;Melgaco;202109;2021;09;3;22,0;15,0;22,37;15,13
2025;Melgaco;202110;2021;10;4;20,0;14,0;20,0;13,68
2026;Melgaco;202111;2021;11;4;16,5;9,0;15,97;8,97
2027;Melgaco;202112;2021;12;4;14,0;10,0;14,37;9,87
2028;Mertola;202101;2021;01;1;13,0;4,0;12,52;5,26
2029;Mertola;202102;2021;02;1;16,5;9,0;15,43;9,04
2030;Mertola;202103;2021;03;1;18,0;8,0;18,23;7,81
2031;Mertola;202104;2021;04;2;21,0;11,0;20,93;10,9
2032;Mertola;202105;2021;05;2;27,0;12,0;26,74;12,23
2033;Mertola;202106;2021;06;2;31,0;15,5;30,2;15,27
2034;Mertola;202107;2021;07;3;34,0;16,0;34,19;17,03
2035;Mertola;202108;2021;08;3;35,0;18,0;35,13;18,0
2036;Mertola;202109;2021;09;3;30,0;18,0;29,87;18,03
2037;Mertola;202110;2021;10;4;28,0;16,0;27,58;16,32
2038;Mertola;202111;2021;11;4;19,0;10,0;18,5;9,33
2039;Mertola;202112;2021;12;4;17,0;10,0;17,7;9,77
2040;Mesao Frio;202101;2021;01;1;12,0;5,0;11,42;4,97
2041;Mesao Frio;202102;2021;02;1;14,0;9,0;13,68;7,46
2042;Mesao Frio;202103;2021;03;1;17,0;8,0;18,03;8,23
2043;Mesao Frio;202104;2021;04;2;19,5;10,0;19,13;10,2
2044;Mesao Frio;202105;2021;05;2;20,0;10,0;20,68;10,87
2045;Mesao Frio;202106;2021;06;2;25,5;15,0;24,77;14,37
2046;Mesao Frio;202107;2021;07;3;28,0;16,0;28,19;16,32
2047;Mesao Frio;202108;2021;08;3;29,0;17,0;30,19;16,61
2048;Mesao Frio;202109;2021;09;3;27,0;15,0;26,57;15,13
2049;Mesao Frio;202110;2021;10;4;23,0;14,0;22,81;13,29
2050;Mesao Frio;202111;2021;11;4;16,0;7,0;15,9;7,33
2051;Mesao Frio;202112;2021;12;4;14,0;8,0;14,0;8,03
2052;Mira;202101;2021;01;1;13,0;5,0;12,65;5,68
2053;Mira;202102;2021;02;1;15,0;9,0;15,04;8,89
2054;Mira;202103;2021;03;1;17,0;8,0;18,03;8,35
2055;Mira;202104;2021;04;2;20,0;11,0;19,53;10,8
2056;Mira;202105;2021;05;2;21,0;12,0;20,42;11,29
2057;Mira;202106;2021;06;2;24,0;14,0;23,57;14,07
2058;Mira;202107;2021;07;3;25,0;15,0;25,74;15,35
2059;Mira;202108;2021;08;3;27,0;15,0;27,97;15,0
2060;Mira;202109;2021;09;3;27,0;15,5;26,8;15,47
2061;Mira;202110;2021;10;4;23,0;14,0;23,74;13,74
2062;Mira;202111;2021;11;4;18,5;9,0;17,7;8,5
2063;Mira;202112;2021;12;4;17,0;10,0;16,53;9,93
2064;Miranda do Corvo;202101;2021;01;1;12,0;3,0;12,35;4,42
2065;Miranda do Corvo;202102;2021;02;1;14,5;8,0;14,79;8,07
2066;Miranda do Corvo;202103;2021;03;1;18,0;7,0;18,71;7,19
2067;Miranda do Corvo;202104;2021;04;2;21,0;10,0;20,03;9,73
2068;Miranda do Corvo;202105;2021;05;2;22,0;11,0;21,61;10,19
2069;Miranda do Corvo;202106;2021;06;2;26,5;13,0;25,4;12,93
2070;Miranda do Corvo;202107;2021;07;3;28,0;14,0;28,45;14,58
2071;Miranda do Corvo;202108;2021;08;3;31,0;14,0;30,97;14,23
2072;Miranda do Corvo;202109;2021;09;3;28,0;14,0;27,7;14,57
2073;Miranda do Corvo;202110;2021;10;4;25,0;13,0;24,74;13,03
2074;Miranda do Corvo;202111;2021;11;4;19,0;7,5;17,9;7,27
2075;Miranda do Corvo;202112;2021;12;4;16,0;9,0;16,17;8,9
2076;Miranda do Douro;202101;2021;01;1;8,0;-1,0;8,19;1,19
2077;Miranda do Douro;202102;2021;02;1;11,5;5,0;11,21;4,61
2078;Miranda do Douro;202103;2021;03;1;15,0;4,0;15,61;3,74
2079;Miranda do Douro;202104;2021;04;2;17,0;7,0;16,93;6,23
2080;Miranda do Douro;202105;2021;05;2;21,0;8,0;20,19;8,35
2081;Miranda do Douro;202106;2021;06;2;25,5;13,0;25,9;12,8
2082;Miranda do Douro;202107;2021;07;3;30,0;15,0;30,32;14,87
2083;Miranda do Douro;202108;2021;08;3;32,0;15,0;32,26;15,06
2084;Miranda do Douro;202109;2021;09;3;24,0;14,0;24,77;14,4
2085;Miranda do Douro;202110;2021;10;4;21,0;10,0;20,68;10,65
2086;Miranda do Douro;202111;2021;11;4;14,0;4,0;13,23;4,57
2087;Miranda do Douro;202112;2021;12;4;12,0;5,5;11,57;5,53
2088;Mirandela;202101;2021;01;1;9,0;-1,0;9,74;0,19
2089;Mirandela;202102;2021;02;1;12,0;4,0;11,86;3,46
2090;Mirandela;202103;2021;03;1;17,0;2,0;16,68;2,19
2091;Mirandela;202104;2021;04;2;18,0;5,5;17,97;5,6
2092;Mirandela;202105;2021;05;2;21,0;7,0;20,87;6,52
2093;Mirandela;202106;2021;06;2;26,5;11,0;26,03;10,53
2094;Mirandela;202107;2021;07;3;30,0;11,0;30,45;11,9
2095;Mirandela;202108;2021;08;3;34,0;12,0;33,48;11,77
2096;Mirandela;202109;2021;09;3;26,0;12,0;25,97;11,57
2097;Mirandela;202110;2021;10;4;21,0;9,0;21,77;8,84
2098;Mirandela;202111;2021;11;4;15,0;3,0;14,57;3,23
2099;Mirandela;202112;2021;12;4;12,5;4,5;12,37;4,53
2100;Mogadouro;202101;2021;01;1;10,0;-2,0;9,61;-0,03
2101;Mogadouro;202102;2021;02;1;11,0;4,0;11,68;3,29
2102;Mogadouro;202103;2021;03;1;16,0;4,0;15,84;3,58
2103;Mogadouro;202104;2021;04;2;17,5;6,0;17,3;6,1
2104;Mogadouro;202105;2021;05;2;21,0;7,0;21,03;7,39
2105;Mogadouro;202106;2021;06;2;26,5;11,5;26,07;11,53
2106;Mogadouro;202107;2021;07;3;31,0;13,0;30,58;13,39
2107;Mogadouro;202108;2021;08;3;33,0;14,0;33,0;14,23
2108;Mogadouro;202109;2021;09;3;27,0;12,0;26,17;12,33
2109;Mogadouro;202110;2021;10;4;23,0;11,0;22,9;10,55
2110;Mogadouro;202111;2021;11;4;15,0;4,0;14,5;3,4
2111;Mogadouro;202112;2021;12;4;13,0;5,0;13,13;4,83
2112;Moimenta da Beira;202101;2021;01;1;9,0;2,0;8,77;3,03
2113;Moimenta da Beira;202102;2021;02;1;12,0;7,0;11,43;6,11
2114;Moimenta da Beira;202103;2021;03;1;16,0;6,0;16,13;6,39
2115;Moimenta da Beira;202104;2021;04;2;17,0;9,0;17,47;8,67
2116;Moimenta da Beira;202105;2021;05;2;20,0;9,0;20,03;9,68
2117;Moimenta da Beira;202106;2021;06;2;26,0;14,0;25,07;13,97
2118;Moimenta da Beira;202107;2021;07;3;29,0;16,0;28,9;15,81
2119;Moimenta da Beira;202108;2021;08;3;31,0;16,0;30,9;16,61
2120;Moimenta da Beira;202109;2021;09;3;25,0;15,0;25,0;15,17
2121;Moimenta da Beira;202110;2021;10;4;20,0;13,0;21,06;12,55
2122;Moimenta da Beira;202111;2021;11;4;14,0;6,0;13,77;6,4
2123;Moimenta da Beira;202112;2021;12;4;12,0;7,0;11,9;6,97
2124;Moita;202101;2021;01;1;14,0;8,0;13,19;7,84
2125;Moita;202102;2021;02;1;16,0;11,0;15,61;10,71
2126;Moita;202103;2021;03;1;17,0;10,0;17,74;10,23
2127;Moita;202104;2021;04;2;19,5;13,0;19,33;13,13
2128;Moita;202105;2021;05;2;23,0;14,0;22,29;13,74
2129;Moita;202106;2021;06;2;25,0;16,0;24,63;15,8
2130;Moita;202107;2021;07;3;27,0;17,0;26,84;17,1
2131;Moita;202108;2021;08;3;28,0;17,0;28,29;17,19
2132;Moita;202109;2021;09;3;28,0;18,0;27,33;17,83
2133;Moita;202110;2021;10;4;25,0;17,0;24,81;16,48
2134;Moita;202111;2021;11;4;20,0;12,0;18,77;11,4
2135;Moita;202112;2021;12;4;18,0;12,0;17,73;12,13
2136;Moncao;202101;2021;01;1;12,0;5,0;12,03;6,19
2137;Moncao;202102;2021;02;1;13,0;10,0;13,75;8,89
2138;Moncao;202103;2021;03;1;16,0;9,0;16,32;8,87
2139;Moncao;202104;2021;04;2;17,5;11,5;17,13;10,97
2140;Moncao;202105;2021;05;2;17,0;11,0;17,61;11,03
2141;Moncao;202106;2021;06;2;20,0;14,0;20,57;13,93
2142;Moncao;202107;2021;07;3;22,0;15,0;22,29;14,9
2143;Moncao;202108;2021;08;3;23,0;16,0;23,61;15,71
2144;Moncao;202109;2021;09;3;23,0;16,0;22,9;15,47
2145;Moncao;202110;2021;10;4;21,0;15,0;21,13;14,42
2146;Moncao;202111;2021;11;4;17,0;9,5;16,77;9,83
2147;Moncao;202112;2021;12;4;15,0;11,0;15,13;10,67
2148;Monchique;202101;2021;01;1;12,0;6,0;11,52;6,16
2149;Monchique;202102;2021;02;1;14,5;10,0;13,89;9,39
2150;Monchique;202103;2021;03;1;16,0;10,0;16,39;9,42
2151;Monchique;202104;2021;04;2;18,0;12,0;18,2;11,87
2152;Monchique;202105;2021;05;2;22,0;12,0;22,61;12,16
2153;Monchique;202106;2021;06;2;24,5;14,5;24,6;14,33
2154;Monchique;202107;2021;07;3;28,0;16,0;28,71;16,71
2155;Monchique;202108;2021;08;3;29,0;17,0;29,94;17,61
2156;Monchique;202109;2021;09;3;28,0;17,0;27,07;16,63
2157;Monchique;202110;2021;10;4;25,0;17,0;24,77;15,84
2158;Monchique;202111;2021;11;4;18,0;11,0;17,63;9,8
2159;Monchique;202112;2021;12;4;16,0;10,5;16,3;10,47
2160;Mondim de Basto;202101;2021;01;1;11,0;2,0;10,48;3,1
2161;Mondim de Basto;202102;2021;02;1;12,0;6,5;12,14;6,18
2162;Mondim de Basto;202103;2021;03;1;16,0;6,0;16,87;5,94
2163;Mondim de Basto;202104;2021;04;2;18,0;8,5;17,57;8,17
2164;Mondim de Basto;202105;2021;05;2;19,0;9,0;19,52;9,06
2165;Mondim de Basto;202106;2021;06;2;25,0;13,0;24,2;13,03
2166;Mondim de Basto;202107;2021;07;3;29,0;14,0;28,06;14,32
2167;Mondim de Basto;202108;2021;08;3;31,0;14,0;30,61;14,58
2168;Mondim de Basto;202109;2021;09;3;25,5;14,0;25,3;13,67
2169;Mondim de Basto;202110;2021;10;4;21,0;12,0;21,87;11,74
2170;Mondim de Basto;202111;2021;11;4;16,0;6,0;15,3;6,03
2171;Mondim de Basto;202112;2021;12;4;13,5;7,0;13,1;7,33
2172;Monforte;202101;2021;01;1;10,0;3,0;9,29;3,39
2173;Monforte;202102;2021;02;1;12,5;7,0;12,11;6,46
2174;Monforte;202103;2021;03;1;15,0;7,0;15,81;7,13
2175;Monforte;202104;2021;04;2;17,5;10,0;17,57;9,93
2176;Monforte;202105;2021;05;2;23,0;11,0;22,42;11,58
2177;Monforte;202106;2021;06;2;28,5;15,5;27,63;15,23
2178;Monforte;202107;2021;07;3;32,0;15,0;31,77;16,61
2179;Monforte;202108;2021;08;3;33,0;18,0;33,29;18,03
2180;Monforte;202109;2021;09;3;27,0;16,0;26,83;16,83
2181;Monforte;202110;2021;10;4;25,0;15,0;24,1;14,97
2182;Monforte;202111;2021;11;4;15,0;8,0;15,2;7,73
2183;Monforte;202112;2021;12;4;14,0;8,0;14,33;7,7
2184;Montalegre;202101;2021;01;1;9,0;-1,0;9,74;0,19
2185;Montalegre;202102;2021;02;1;12,0;4,0;11,86;3,46
2186;Montalegre;202103;2021;03;1;17,0;2,0;16,68;2,19
2187;Montalegre;202104;2021;04;2;18,0;5,5;17,97;5,6
2188;Montalegre;202105;2021;05;2;21,0;7,0;20,87;6,52
2189;Montalegre;202106;2021;06;2;26,5;11,0;26,03;10,53
2190;Montalegre;202107;2021;07;3;30,0;11,0;30,45;11,9
2191;Montalegre;202108;2021;08;3;34,0;12,0;33,48;11,77
2192;Montalegre;202109;2021;09;3;26,0;12,0;25,97;11,57
2193;Montalegre;202110;2021;10;4;21,0;9,0;21,77;8,84
2194;Montalegre;202111;2021;11;4;15,0;3,0;14,57;3,23
2195;Montalegre;202112;2021;12;4;12,5;4,5;12,37;4,53
2196;Montemor-o-Novo;202101;2021;01;1;13,0;3,0;12,52;4,58
2197;Montemor-o-Novo;202102;2021;02;1;16,0;8,0;15,21;7,93
2198;Montemor-o-Novo;202103;2021;03;1;18,0;7,0;18,39;7,03
2199;Montemor-o-Novo;202104;2021;04;2;21,0;10,0;20,6;10,0
2200;Montemor-o-Novo;202105;2021;05;2;25,0;10,0;25,13;10,32
2201;Montemor-o-Novo;202106;2021;06;2;30,0;13,0;29,13;13,07
2202;Montemor-o-Novo;202107;2021;07;3;33,0;14,0;33,48;14,32
2203;Montemor-o-Novo;202108;2021;08;3;34,0;15,0;35,03;14,97
2204;Montemor-o-Novo;202109;2021;09;3;30,0;16,0;29,93;15,87
2205;Montemor-o-Novo;202110;2021;10;4;28,0;14,0;27,68;14,55
2206;Montemor-o-Novo;202111;2021;11;4;19,0;8,0;18,63;8,0
2207;Montemor-o-Novo;202112;2021;12;4;17,0;9,0;17,57;9,03
2208;Montemor-o-Velho;202101;2021;01;1;13,0;7,0;12,42;7,13
2209;Montemor-o-Velho;202102;2021;02;1;15,0;10,5;14,61;10,18
2210;Montemor-o-Velho;202103;2021;03;1;16,0;10,0;16,45;10,03
2211;Montemor-o-Velho;202104;2021;04;2;18,0;13,0;17,77;12,33
2212;Montemor-o-Velho;202105;2021;05;2;18,0;13,0;18,16;12,71
2213;Montemor-o-Velho;202106;2021;06;2;19,5;15,0;20,13;14,7
2214;Montemor-o-Velho;202107;2021;07;3;21,0;16,0;21,65;16,06
2215;Montemor-o-Velho;202108;2021;08;3;23,0;16,0;22,97;16,19
2216;Montemor-o-Velho;202109;2021;09;3;24,0;17,0;23,97;17,03
2217;Montemor-o-Velho;202110;2021;10;4;21,0;16,0;21,84;15,48
2218;Montemor-o-Velho;202111;2021;11;4;18,0;11,0;17,6;10,87
2219;Montemor-o-Velho;202112;2021;12;4;16,5;12,0;16,37;11,77
2220;Montijo;202101;2021;01;1;14,0;8,0;13,19;7,84
2221;Montijo;202102;2021;02;1;16,0;11,0;15,61;10,71
2222;Montijo;202103;2021;03;1;17,0;10,0;17,74;10,23
2223;Montijo;202104;2021;04;2;19,5;13,0;19,33;13,13
2224;Montijo;202105;2021;05;2;23,0;14,0;22,29;13,74
2225;Montijo;202106;2021;06;2;25,0;16,0;24,63;15,8
2226;Montijo;202107;2021;07;3;27,0;17,0;26,84;17,1
2227;Montijo;202108;2021;08;3;28,0;17,0;28,29;17,19
2228;Montijo;202109;2021;09;3;28,0;18,0;27,33;17,83
2229;Montijo;202110;2021;10;4;25,0;17,0;24,81;16,48
2230;Montijo;202111;2021;11;4;20,0;12,0;18,77;11,4
2231;Montijo;202112;2021;12;4;18,0;12,0;17,73;12,13
2232;Mora;202101;2021;01;1;13,0;3,0;12,52;4,58
2233;Mora;202102;2021;02;1;16,0;8,0;15,21;7,93
2234;Mora;202103;2021;03;1;18,0;7,0;18,39;7,03
2235;Mora;202104;2021;04;2;21,0;10,0;20,6;10,0
2236;Mora;202105;2021;05;2;25,0;10,0;25,13;10,32
2237;Mora;202106;2021;06;2;30,0;13,0;29,13;13,07
2238;Mora;202107;2021;07;3;33,0;14,0;33,48;14,32
2239;Mora;202108;2021;08;3;34,0;15,0;35,03;14,97
2240;Mora;202109;2021;09;3;30,0;16,0;29,93;15,87
2241;Mora;202110;2021;10;4;28,0;14,0;27,68;14,55
2242;Mora;202111;2021;11;4;19,0;8,0;18,63;8,0
2243;Mora;202112;2021;12;4;17,0;9,0;17,57;9,03
2244;Mortagua;202101;2021;01;1;10,0;2,0;9,77;3,39
2245;Mortagua;202102;2021;02;1;11,0;6,5;11,46;6,32
2246;Mortagua;202103;2021;03;1;16,0;8,0;16,06;7,58
2247;Mortagua;202104;2021;04;2;18,0;9,5;17,03;9,2
2248;Mortagua;202105;2021;05;2;20,0;10,0;19,42;9,87
2249;Mortagua;202106;2021;06;2;24,5;14,5;23,13;13,57
2250;Mortagua;202107;2021;07;3;27,0;15,0;26,87;15,03
2251;Mortagua;202108;2021;08;3;29,0;15,0;29,26;15,42
2252;Mortagua;202109;2021;09;3;25,0;15,0;25,1;14,37
2253;Mortagua;202110;2021;10;4;22,0;13,0;21,97;12,94
2254;Mortagua;202111;2021;11;4;16,0;7,0;15,37;6,87
2255;Mortagua;202112;2021;12;4;13,5;8,0;13,27;7,7
2256;Moura;202101;2021;01;1;12,0;5,0;12,19;5,48
2257;Moura;202102;2021;02;1;15,0;9,0;14,68;8,71
2258;Moura;202103;2021;03;1;16,0;8,0;17,39;8,23
2259;Moura;202104;2021;04;2;19,0;11,0;18,8;10,43
2260;Moura;202105;2021;05;2;20,0;11,0;19,87;10,74
2261;Moura;202106;2021;06;2;31,0;15,5;30,2;15,27
2262;Moura;202107;2021;07;3;24,0;15,0;24,61;15,06
2263;Moura;202108;2021;08;3;35,0;18,0;35,13;18,0
2264;Moura;202109;2021;09;3;26,0;15,0;25,83;15,43
2265;Moura;202110;2021;10;4;23,0;14,0;23,48;14,35
2266;Moura;202111;2021;11;4;18,0;9,0;17,43;9,07
2267;Moura;202112;2021;12;4;16,5;11,0;16,2;10,37
2268;Mourao;202101;2021;01;1;13,0;6,0;12,29;7,55
2269;Mourao;202102;2021;02;1;14,0;11,0;13,75;10,14
2270;Mourao;202103;2021;03;1;15,0;10,0;15,81;10,0
2271;Mourao;202104;2021;04;2;16,0;13,0;16,73;11,77
2272;Mourao;202105;2021;05;2;16,0;12,0;16,61;12,42
2273;Mourao;202106;2021;06;2;18,5;14,0;19,0;14,1
2274;Mourao;202107;2021;07;3;19,0;16,0;20,29;16,23
2275;Mourao;202108;2021;08;3;21,0;17,0;21,13;17,03
2276;Mourao;202109;2021;09;3;22,0;17,0;21,9;16,67
2277;Mourao;202110;2021;10;4;20,0;16,0;20,55;15,77
2278;Mourao;202111;2021;11;4;17,0;11,0;16,77;11,23
2279;Mourao;202112;2021;12;4;15,0;12,0;15,5;11,9
2280;Murca;202101;2021;01;1;9,0;2,0;8,77;3,03
2281;Murca;202102;2021;02;1;12,0;7,0;11,43;6,11
2282;Murca;202103;2021;03;1;16,0;6,0;16,13;6,39
2283;Murca;202104;2021;04;2;17,0;9,0;17,47;8,67
2284;Murca;202105;2021;05;2;20,0;9,0;20,03;9,68
2285;Murca;202106;2021;06;2;26,0;14,0;25,07;13,97
2286;Murca;202107;2021;07;3;29,0;16,0;28,9;15,81
2287;Murca;202108;2021;08;3;31,0;16,0;30,9;16,61
2288;Murca;202109;2021;09;3;25,0;15,0;25,0;15,17
2289;Murca;202110;2021;10;4;20,0;13,0;21,06;12,55
2290;Murca;202111;2021;11;4;14,0;6,0;13,77;6,4
2291;Murca;202112;2021;12;4;12,0;7,0;11,9;6,97
2292;Murtosa;202101;2021;01;1;13,0;6,0;12,52;6,74
2293;Murtosa;202102;2021;02;1;14,5;10,0;14,71;9,25
2294;Murtosa;202103;2021;03;1;17,0;9,0;17,23;9,48
2295;Murtosa;202104;2021;04;2;19,0;12,0;18,57;11,5
2296;Murtosa;202105;2021;05;2;19,0;12,0;18,65;12,23
2297;Murtosa;202106;2021;06;2;21,5;15,0;21,1;14,9
2298;Murtosa;202107;2021;07;3;22,0;16,0;23,0;15,9
2299;Murtosa;202108;2021;08;3;24,0;16,0;24,0;16,16
2300;Murtosa;202109;2021;09;3;24,5;16,0;24,37;16,13
2301;Murtosa;202110;2021;10;4;22,0;15,0;21,97;14,71
2302;Murtosa;202111;2021;11;4;17,5;10,0;17,23;9,9
2303;Murtosa;202112;2021;12;4;16,0;11,0;16,37;11,07
2304;Nazare;202101;2021;01;1;12,0;6,0;12,19;6,26
2305;Nazare;202102;2021;02;1;14,5;10,0;14,64;9,21
2306;Nazare;202103;2021;03;1;16,0;8,0;16,65;8,81
2307;Nazare;202104;2021;04;2;18,5;11,0;18,53;11,33
2308;Nazare;202105;2021;05;2;19,0;12,0;19,0;12,1
2309;Nazare;202106;2021;06;2;21,0;14,0;21,23;14,33
2310;Nazare;202107;2021;07;3;22,0;16,0;22,84;15,77
2311;Nazare;202108;2021;08;3;24,0;16,0;24,13;16,06
2312;Nazare;202109;2021;09;3;24,0;17,0;24,8;16,53
2313;Nazare;202110;2021;10;4;22,0;15,0;23,0;15,06
2314;Nazare;202111;2021;11;4;18,0;10,0;17,47;9,9
2315;Nazare;202112;2021;12;4;16,0;11,0;16,2;11,1
2316;Nelas;202101;2021;01;1;10,0;1,0;10,23;2,84
2317;Nelas;202102;2021;02;1;12,0;6,0;12,04;5,43
2318;Nelas;202103;2021;03;1;16,0;6,0;16,68;5,87
2319;Nelas;202104;2021;04;2;19,0;8,5;18,03;8,2
2320;Nelas;202105;2021;05;2;21,0;9,0;20,84;9,23
2321;Nelas;202106;2021;06;2;27,0;13,0;25,33;13,17
2322;Nelas;202107;2021;07;3;30,0;14,0;29,65;14,39
2323;Nelas;202108;2021;08;3;32,0;15,0;32,23;14,74
2324;Nelas;202109;2021;09;3;26,0;14,0;26,07;13,97
2325;Nelas;202110;2021;10;4;22,0;12,0;22,26;11,84
2326;Nelas;202111;2021;11;4;15,0;6,0;15,03;5,83
2327;Nelas;202112;2021;12;4;13,5;7,0;13,4;7,0
2328;Nisa;202101;2021;01;1;10,0;3,0;9,29;3,39
2329;Nisa;202102;2021;02;1;12,5;7,0;12,11;6,46
2330;Nisa;202103;2021;03;1;15,0;7,0;15,81;7,13
2331;Nisa;202104;2021;04;2;17,5;10,0;17,57;9,93
2332;Nisa;202105;2021;05;2;23,0;11,0;22,42;11,58
2333;Nisa;202106;2021;06;2;28,5;15,5;27,63;15,23
2334;Nisa;202107;2021;07;3;32,0;15,0;31,77;16,61
2335;Nisa;202108;2021;08;3;33,0;18,0;33,29;18,03
2336;Nisa;202109;2021;09;3;27,0;16,0;26,83;16,83
2337;Nisa;202110;2021;10;4;25,0;15,0;24,1;14,97
2338;Nisa;202111;2021;11;4;15,0;8,0;15,2;7,73
2339;Nisa;202112;2021;12;4;14,0;8,0;14,33;7,7
2340;Nordeste;202101;2021;01;1;16,0;12,0;15,84;12,26
2341;Nordeste;202102;2021;02;1;15,0;11,0;14,89;11,04
2342;Nordeste;202103;2021;03;1;16,0;13,0;15,71;12,61
2343;Nordeste;202104;2021;04;2;17,0;15,0;17,17;14,17
2344;Nordeste;202105;2021;05;2;18,0;16,0;18,26;15,52
2345;Nordeste;202106;2021;06;2;21,0;17,0;20,5;17,37
2346;Nordeste;202107;2021;07;3;22,0;20,0;22,29;19,61
2347;Nordeste;202108;2021;08;3;24,0;21,0;23,84;20,48
2348;Nordeste;202109;2021;09;3;23,0;20,0;23,13;20,27
2349;Nordeste;202110;2021;10;4;22,0;20,0;22,13;19,97
2350;Nordeste;202111;2021;11;4;20,0;18,0;19,73;17,77
2351;Nordeste;202112;2021;12;4;18,0;15,0;17,63;15,4
2352;Odemira;202101;2021;01;1;12,0;6,0;11,52;6,16
2353;Odemira;202102;2021;02;1;14,5;10,0;13,89;9,39
2354;Odemira;202103;2021;03;1;16,0;10,0;16,39;9,42
2355;Odemira;202104;2021;04;2;18,0;12,0;18,2;11,87
2356;Odemira;202105;2021;05;2;22,0;12,0;22,61;12,16
2357;Odemira;202106;2021;06;2;24,5;14,5;24,6;14,33
2358;Odemira;202107;2021;07;3;28,0;16,0;28,71;16,71
2359;Odemira;202108;2021;08;3;29,0;17,0;29,94;17,61
2360;Odemira;202109;2021;09;3;28,0;17,0;27,07;16,63
2361;Odemira;202110;2021;10;4;25,0;17,0;24,77;15,84
2362;Odemira;202111;2021;11;4;18,0;11,0;17,63;9,8
2363;Odemira;202112;2021;12;4;16,0;10,5;16,3;10,47
2364;Odivelas;202101;2021;01;1;14,0;8,0;13,13;8,52
2365;Odivelas;202102;2021;02;1;16,0;11,5;15,57;10,79
2366;Odivelas;202103;2021;03;1;17,0;10,0;17,81;10,52
2367;Odivelas;202104;2021;04;2;19,0;13,0;19,07;12,63
2368;Odivelas;202105;2021;05;2;22,0;14,0;21,65;13,71
2369;Odivelas;202106;2021;06;2;24,0;16,0;23,73;16,0
2370;Odivelas;202107;2021;07;3;25,0;17,0;25,81;17,35
2371;Odivelas;202108;2021;08;3;27,0;18,0;27,13;17,81
2372;Odivelas;202109;2021;09;3;27,0;18,0;26,93;18,13
2373;Odivelas;202110;2021;10;4;25,0;17,0;24,68;16,97
2374;Odivelas;202111;2021;11;4;20,0;12,0;18,7;11,6
2375;Odivelas;202112;2021;12;4;17,0;12,0;17,2;12,17
2376;Oeiras;202101;2021;01;1;14,0;9,0;13,68;9,52
2377;Oeiras;202102;2021;02;1;16,0;12,0;15,61;11,46
2378;Oeiras;202103;2021;03;1;18,0;11,0;17,77;11,32
2379;Oeiras;202104;2021;04;2;18,5;14,0;18,73;13,57
2380;Oeiras;202105;2021;05;2;20,0;15,0;20,48;14,35
2381;Oeiras;202106;2021;06;2;21,5;16,0;22,07;16,27
2382;Oeiras;202107;2021;07;3;23,0;18,0;23,81;17,74
2383;Oeiras;202108;2021;08;3;24,0;18,0;24,71;17,9
2384;Oeiras;202109;2021;09;3;26,0;18,5;25,63;18,47
2385;Oeiras;202110;2021;10;4;23,0;17,0;23,48;17,29
2386;Oeiras;202111;2021;11;4;19,5;12,0;18,9;12,43
2387;Oeiras;202112;2021;12;4;17,0;13,0;17,2;12,77
2388;Oeste;202101;2021;01;1;-1,0;-5,0;-0,74;-5,06
2389;Oeste;202102;2021;02;1;-3,0;-9,0;-2,86;-8,39
2390;Oeste;202103;2021;03;1;2,0;-2,0;1,39;-2,13
2391;Oeste;202104;2021;04;2;4,5;2,0;5,0;1,33
2392;Oeste;202105;2021;05;2;11,0;7,0;10,32;6,06
2393;Oeste;202106;2021;06;2;18,0;13,0;18,2;13,5
2394;Oeste;202107;2021;07;3;30,0;25,0;29,61;25,19
2395;Oeste;202108;2021;08;3;19,0;15,0;18,03;13,58
2396;Oeste;202109;2021;09;3;13,0;10,0;13,47;10,33
2397;Oeste;202110;2021;10;4;30,0;24,0;29,61;24,52
2398;Oeste;202111;2021;11;4;7,0;5,5;6,27;4,63
2399;Oeste;202112;2021;12;4;28,0;24,0;28,37;24,1
2400;Oleiros;202101;2021;01;1;8,0;-2,0;8,29;-0,61
2401;Oleiros;202102;2021;02;1;10,5;3,0;10,5;2,79
2402;Oleiros;202103;2021;03;1;15,0;2,0;15,29;1,94
2403;Oleiros;202104;2021;04;2;16,0;6,0;16,47;5,03
2404;Oleiros;202105;2021;05;2;20,0;6,0;19,39;6,39
2405;Oleiros;202106;2021;06;2;25,0;11,0;24,87;10,77
2406;Oleiros;202107;2021;07;3;30,0;13,0;29,87;12,58
2407;Oleiros;202108;2021;08;3;32,0;13,0;31,84;13,19
2408;Oleiros;202109;2021;09;3;24,0;12,0;23,93;12,17
2409;Oleiros;202110;2021;10;4;20,0;9,0;20,13;8,71
2410;Oleiros;202111;2021;11;4;13,5;3,0;12,83;2,83
2411;Oleiros;202112;2021;12;4;11,0;3,5;10,87;3,67
2412;Olhao;202101;2021;01;1;13,0;10,0;13,65;9,87
2413;Olhao;202102;2021;02;1;16,0;13,0;15,57;12,39
2414;Olhao;202103;2021;03;1;17,0;12,0;16,61;12,39
2415;Olhao;202104;2021;04;2;18,0;14,0;18,13;13,9
