Regiao,municipio,total_dias,dias_bons,dias_aceitaveis,dias_marginais,extremos,percentual_extremos,calor_extremo,frio_extremo,chuva_extrema,neve,uv_extremo,media_score,media_maxtemp,media_mintemp,media_totalSnow_cm,media_sunHour,media_uvIndex,media_FeelsLikeC,media_HeatIndexC,media_WindChillC,media_humidity,media_precipMM,media_tempC,classificacao_geral
Centro,Meda,"366,00","76,00","32,00","258,00","36,00","9,84","5,00","29,00","2,00","0,00","0,00","39,02","18,09","8,24","0,00","9,18","3,46","11,64","12,73","11,67","70,34","2,37","18,09",Marginal
Centro,Mira,"366,00","166,00","17,00","183,00","8,00","2,19","2,00","0,00","6,00","0,00","0,00","56,75","20,99","11,56","0,00","9,26","4,00","15,18","15,89","15,17","75,65","3,37","20,99",Aceitável
Centro,Miranda do Corvo,"366,00","133,00","39,00","194,00","16,00","4,37","11,00","0,00","5,00","0,00","0,00","51,79","21,96","10,96","0,00","9,21","3,99","15,33","15,83","15,30","74,24","3,37","21,96",Aceitável
Centro,Montemor-o-Velho,"366,00","168,00","18,00","180,00","4,00","1,09","0,00","0,00","4,00","0,00","0,00","57,56","18,99","13,07","0,00","9,29","3,96","15,13","15,98","15,12","78,13","3,37","18,99",Aceitável
Centro,Mortagua,"366,00","104,00","33,00","229,00","19,00","5,19","8,00","1,00","10,00","0,00","1,00","45,29","19,47","10,08","0,00","9,03","3,77","13,67","14,33","13,64","72,73","4,50","19,47",Marginal
Centro,Murtosa,"366,00","179,00","18,00","169,00","5,00","1,37","0,00","0,00","5,00","0,00","0,00","59,17","19,39","12,42","0,00","9,18","3,94","14,97","15,73","14,95","76,39","3,93","19,39",Aceitável
Centro,Nazare,"366,00","169,00","16,00","181,00","1,00","0,27","1,00","0,00","0,00","0,00","0,00","57,64","19,52","12,70","0,00","9,03","3,87","15,11","15,90","15,09","77,56","2,82","19,52",Aceitável
Centro,Nelas,"366,00","93,00","32,00","241,00","21,00","5,74","14,00","1,00","6,00","0,00","0,00","43,06","20,54","9,92","0,00","9,14","3,87","14,03","14,64","14,03","71,06","3,29","20,54",Marginal
Centro,Obidos,"366,00","178,00","15,00","173,00","2,00","0,55","0,00","0,00","2,00","0,00","0,00","59,47","19,51","12,98","0,00","9,22","3,95","15,20","16,08","15,19","77,99","2,80","19,51",Aceitável
Centro,Oleiros,"366,00","116,00","34,00","216,00","17,00","4,64","6,00","0,00","11,00","0,00","0,00","48,17","20,84","10,61","0,00","9,01","3,95","14,83","15,31","14,77","72,68","4,59","20,84",Marginal
Centro,Oliveira de Frades,"366,00","104,00","33,00","229,00","19,00","5,19","8,00","1,00","10,00","0,00","1,00","45,29","19,47","10,08","0,00","9,04","3,77","13,67","14,33","13,64","72,73","4,50","19,47",Marginal
Centro,Oliveira do Bairro,"366,00","157,00","26,00","183,00","14,00","3,83","6,00","1,00","7,00","0,00","0,00","55,57","21,64","11,26","0,00","9,26","4,04","15,41","15,96","15,39","73,69","3,76","21,64",Aceitável
Centro,Oliveira do Hospital,"366,00","71,00","31,00","264,00","46,00","12,57","4,00","33,00","7,00","9,00","0,00","37,66","17,46","7,49","0,08","9,13","3,34","11,20","12,07","11,20","70,17","4,44","17,46",Marginal
Centro,Ourem,"366,00","132,00","37,00","197,00","14,00","3,83","11,00","0,00","3,00","0,00","0,00","51,71","21,43","11,22","0,00","9,19","3,93","15,01","15,66","14,98","74,11","2,73","21,43",Aceitável
Centro,Ovar,"366,00","164,00","29,00","173,00","3,00","0,82","0,00","0,00","3,00","0,00","0,00","58,32","19,69","12,32","0,00","9,20","4,01","15,19","15,84","15,16","71,79","3,95","19,69",Aceitável
Centro,Pampilhosa da Serra,"366,00","133,00","39,00","194,00","16,00","4,37","11,00","0,00","5,00","0,00","0,00","51,79","21,96","10,96","0,00","9,19","3,99","15,33","15,83","15,30","74,24","3,37","21,96",Aceitável
Centro,Pedrogao Grande,"366,00","133,00","39,00","194,00","16,00","4,37","11,00","0,00","5,00","0,00","0,00","51,79","21,96","10,96","0,00","9,19","3,99","15,33","15,83","15,30","74,24","3,37","21,96",Aceitável
Centro,Penacova,"366,00","133,00","39,00","194,00","16,00","4,37","11,00","0,00","5,00","0,00","0,00","51,79","21,96","10,96","0,00","9,21","3,99","15,33","15,83","15,30","74,24","3,37","21,96",Aceitável
Centro,Penalva do Castelo,"366,00","93,00","32,00","241,00","21,00","5,74","14,00","1,00","6,00","0,00","0,00","43,06","20,54","9,92","0,00","9,16","3,87","14,03","14,64","14,03","71,06","3,29","20,54",Marginal
Centro,Penamacor,"366,00","75,00","26,00","265,00","44,00","12,02","24,00","11,00","9,00","0,00","1,00","39,81","20,53","9,21","0,00","9,10","3,83","13,71","14,33","13,74","67,95","3,63","20,53",Marginal
Centro,Penela,"366,00","133,00","39,00","194,00","16,00","4,37","11,00","0,00","5,00","0,00","0,00","51,79","21,96","10,96","0,00","9,20","3,99","15,33","15,83","15,30","74,24","3,37","21,96",Aceitável
Centro,Peniche,"366,00","178,00","15,00","173,00","2,00","0,55","0,00","0,00","2,00","0,00","0,00","59,47","19,51","12,98","0,00","9,24","3,95","15,20","16,08","15,19","77,99","2,80","19,51",Aceitável
Centro,Pinhel,"366,00","76,00","32,00","258,00","36,00","9,84","5,00","29,00","2,00","0,00","0,00","39,04","18,09","8,24","0,00","9,16","3,46","11,64","12,73","11,67","70,34","2,37","18,09",Marginal
Centro,Pombal,"366,00","149,00","26,00","191,00","8,00","2,19","5,00","0,00","3,00","0,00","0,00","54,31","21,60","11,04","0,00","9,18","3,91","15,18","15,79","15,17","75,24","3,01","21,60",Aceitável
Centro,Porto de Mos,"366,00","169,00","16,00","181,00","1,00","0,27","1,00","0,00","0,00","0,00","0,00","57,64","19,52","12,70","0,00","9,02","3,87","15,11","15,90","15,09","77,56","2,82","19,52",Aceitável
Centro,Proenca-a-Nova,"366,00","83,00","32,00","251,00","50,00","13,66","45,00","3,00","2,00","0,00","4,00","42,58","22,42","11,19","0,00","9,48","4,22","15,78","16,31","15,82","65,43","2,79","22,42",Marginal
Centro,Sabugal,"366,00","76,00","32,00","258,00","36,00","9,84","5,00","29,00","2,00","0,00","0,00","39,04","18,09","8,24","0,00","9,12","3,46","11,64","12,73","11,67","70,34","2,37","18,09",Marginal
Centro,Santa Comba Dao,"366,00","104,00","33,00","229,00","19,00","5,19","8,00","1,00","10,00","0,00","1,00","45,29","19,47","10,08","0,00","9,03","3,77","13,67","14,33","13,64","72,73","4,50","19,47",Marginal
Centro,Sao Pedro do Sul,"366,00","93,00","32,00","241,00","21,00","5,74","14,00","1,00","6,00","0,00","0,00","43,06","20,54","9,92","0,00","9,15","3,87","14,03","14,64","14,03","71,06","3,29","20,54",Marginal
Centro,Sardoal,"366,00","136,00","18,00","212,00","5,00","1,37","0,00","0,00","5,00","0,00","0,00","53,99","18,21","13,30","0,00","8,94","3,96","15,15","15,84","15,11","75,19","3,81","18,21",Aceitável
Centro,Satao,"366,00","93,00","32,00","241,00","21,00","5,74","14,00","1,00","6,00","0,00","0,00","43,06","20,54","9,92","0,00","9,17","3,87","14,03","14,64","14,03","71,06","3,29","20,54",Marginal
Centro,Seia,"366,00","71,00","31,00","264,00","46,00","12,57","4,00","33,00","7,00","9,00","0,00","37,66","17,46","7,49","0,08","9,12","3,34","11,20","12,07","11,20","70,17","4,44","17,46",Marginal
Centro,Serta,"366,00","123,00","31,00","212,00","24,00","6,56","20,00","0,00","4,00","0,00","1,00","50,66","22,62","11,80","0,00","9,25","4,20","15,99","16,56","15,93","71,81","2,68","22,62",Aceitável
Centro,Sever do Vouga,"366,00","143,00","33,00","190,00","16,00","4,37","1,00","0,00","15,00","0,00","0,00","53,83","20,72","11,63","0,00","9,14","4,02","15,29","15,80","15,26","71,65","4,98","20,72",Aceitável
Centro,Sobral de Monte Agraco,"366,00","180,00","14,00","172,00","4,00","1,09","2,00","0,00","2,00","0,00","0,00","59,88","20,78","12,49","0,00","9,30","3,97","15,44","16,30","15,43","76,89","2,74","20,78",Aceitável
Centro,Soure,"366,00","149,00","26,00","191,00","8,00","2,19","5,00","0,00","3,00","0,00","0,00","54,29","21,60","11,04","0,00","9,17","3,91","15,18","15,79","15,17","75,24","3,01","21,60",Aceitável
Centro,Tabua,"366,00","104,00","33,00","229,00","19,00","5,19","8,00","1,00","10,00","0,00","1,00","45,29","19,47","10,08","0,00","9,02","3,77","13,67","14,33","13,64","72,73","4,50","19,47",Marginal
Centro,Tomar,"366,00","123,00","31,00","212,00","24,00","6,56","20,00","0,00","4,00","0,00","1,00","50,69","22,62","11,80","0,00","9,26","4,20","15,99","16,56","15,93","71,81","2,68","22,62",Aceitável
Centro,Tondela,"366,00","104,00","33,00","229,00","19,00","5,19","8,00","1,00","10,00","0,00","1,00","45,29","19,47","10,08","0,00","9,03","3,77","13,67","14,33","13,64","72,73","4,50","19,47",Marginal
Centro,Torres Novas,"366,00","125,00","38,00","203,00","27,00","7,38","22,00","0,00","5,00","0,00","1,00","51,34","22,90","11,72","0,00","9,23","4,22","16,06","16,61","16,01","71,96","2,86","22,90",Aceitável
Centro,Torres Vedras,"366,00","180,00","14,00","172,00","4,00","1,09","2,00","0,00","2,00","0,00","0,00","59,88","20,78","12,49","0,00","9,31","3,97","15,44","16,30","15,43","76,89","2,74","20,78",Aceitável
Centro,Trancoso,"366,00","100,00","34,00","232,00","21,00","5,74","11,00","2,00","8,00","0,00","0,00","45,05","20,45","10,22","0,00","9,07","3,87","14,48","14,98","14,44","72,09","4,24","20,45",Marginal
Centro,Vagos,"366,00","179,00","18,00","169,00","5,00","1,37","0,00","0,00","5,00","0,00","0,00","59,17","19,39","12,42","0,00","9,17","3,94","14,97","15,73","14,95","76,39","3,93","19,39",Aceitável
Centro,Vila Nova da Barquinha,"366,00","125,00","38,00","203,00","27,00","7,38","22,00","0,00","5,00","0,00","1,00","51,34","22,90","11,72","0,00","9,22","4,22","16,06","16,61","16,01","71,96","2,86","22,90",Aceitável
Centro,Vila Nova de Paiva,"366,00","93,00","32,00","241,00","21,00","5,74","14,00","1,00","6,00","0,00","0,00","43,06","20,54","9,92","0,00","9,18","3,87","14,03","14,64","14,03","71,06","3,29","20,54",Marginal
Centro,Vila Nova de Poiares,"366,00","90,00","36,00","240,00","13,00","3,55","9,00","1,00","3,00","0,00","0,00","44,48","19,82","10,68","0,00","9,05","3,87","14,32","14,81","14,31","65,66","2,77","19,82",Marginal
Centro,Vila Velha de Rodao,"366,00","83,00","32,00","251,00","50,00","13,66","45,00","3,00","2,00","0,00","4,00","42,58","22,42","11,19","0,00","9,46","4,22","15,78","16,31","15,82","65,43","2,79","22,42",Marginal
Centro,Vila de Rei,"366,00","146,00","37,00","183,00","10,00","2,73","8,00","0,00","2,00","0,00","0,00","56,76","21,87","12,71","0,00","9,60","4,22","16,11","16,76","16,08","72,35","2,25","21,87",Aceitável
Centro,Viseu,"366,00","93,00","32,00","241,00","21,00","5,74","14,00","1,00","6,00","0,00","0,00","43,06","20,54","9,92","0,00","9,15","3,87","14,03","14,64","14,03","71,06","3,29","20,54",Marginal
Centro,Vouzela,"366,00","104,00","33,00","229,00","19,00","5,19","8,00","1,00","10,00","0,00","1,00","45,29","19,47","10,08","0,00","9,04","3,77","13,67","14,33","13,64","72,73","4,50","19,47",Marginal
Norte,Alfandega da Fe,"366,00","79,00","33,00","254,00","41,00","11,20","11,00","30,00","0,00","0,00","0,00","41,92","19,49","8,87","0,00","9,46","3,66","12,87","13,71","12,92","65,54","2,00","19,49",Marginal
Norte,Alijo,"366,00","90,00","36,00","240,00","13,00","3,55","9,00","1,00","3,00","0,00","0,00","44,48","19,82","10,68","0,00","9,07","3,87","14,32","14,81","14,31","65,66","2,77","19,82",Marginal
Norte,Amarante,"366,00","111,00","31,00","224,00","28,00","7,65","17,00","2,00","9,00","0,00","0,00","46,55","21,62","10,17","0,00","8,97","3,95","14,99","15,50","14,93","72,24","4,41","21,62",Marginal
Norte,Amares,"366,00","104,00","36,00","226,00","25,00","6,83","9,00","0,00","16,00","0,00","0,00","45,78","20,74","10,55","0,00","9,04","3,97","14,93","15,41","14,84","73,08","5,08","20,74",Marginal
Norte,Arcos de Valdevez,"366,00","126,00","36,00","204,00","17,00","4,64","3,00","0,00","14,00","0,00","0,00","49,56","20,72","11,00","0,00","8,86","3,97","15,10","15,66","15,02","74,70","5,01","20,72",Marginal
Norte,Armamar,"366,00","90,00","36,00","240,00","13,00","3,55","9,00","1,00","3,00","0,00","0,00","44,48","19,82","10,68","0,00","9,05","3,87","14,32","14,81","14,31","65,66","2,77","19,82",Marginal
Norte,Arouca,"366,00","155,00","52,00","159,00","5,00","1,37","1,00","0,00","4,00","0,00","0,00","61,28","21,70","14,93","0,00","10,15","4,65","18,14","18,71","17,88","68,50","2,21","21,70",Bom
Norte,Baiao,"366,00","106,00","58,00","202,00","13,00","3,55","10,00","0,00","3,00","0,00","3,00","50,13","21,22","12,38","0,00","9,88","4,19","15,79","16,40","15,73","70,44","2,53","21,22",Aceitável
Norte,Barcelos,"366,00","147,00","34,00","185,00","10,00","2,73","0,00","0,00","10,00","0,00","0,00","54,07","20,37","11,41","0,00","9,06","4,00","15,13","15,73","15,05","74,93","4,61","20,37",Aceitável
Norte,Boticas,"366,00","100,00","12,00","254,00","49,00","13,39","22,00","25,00","2,00","0,00","0,00","42,56","20,73","8,53","0,00","9,00","3,68","13,60","14,03","13,63","70,71","2,27","20,73",Marginal
Norte,Braga,"366,00","116,00","34,00","216,00","17,00","4,64","6,00","0,00","11,00","0,00","0,00","48,17","20,84","10,61","0,00","9,02","3,95","14,83","15,31","14,77","72,68","4,59","20,84",Marginal
Norte,Braganca,"366,00","81,00","27,00","258,00","43,00","11,75","8,00","34,00","1,00","0,00","0,00","40,40","19,38","7,80","0,00","9,13","3,54","12,43","13,19","12,48","68,15","2,17","19,38",Marginal
Norte,Cabeceiras de Basto,"366,00","104,00","27,00","235,00","25,00","6,83","7,00","5,00","13,00","0,00","0,00","44,83","19,89","9,81","0,00","8,97","3,77","13,86","14,45","13,82","72,47","4,64","19,89",Marginal
Norte,Caminha,"366,00","146,00","18,00","202,00","8,00","2,19","0,00","0,00","8,00","0,00","0,00","53,97","18,56","12,38","0,00","9,06","3,95","14,61","15,50","14,58","77,49","4,24","18,56",Aceitável
Norte,Carrazeda de Ansiaes,"366,00","90,00","36,00","240,00","13,00","3,55","9,00","1,00","3,00","0,00","0,00","44,48","19,82","10,68","0,00","9,04","3,87","14,32","14,81","14,31","65,66","2,77","19,82",Marginal
Norte,Castelo de Paiva,"366,00","100,00","34,00","232,00","21,00","5,74","11,00","2,00","8,00","0,00","0,00","45,05","20,45","10,22","0,00","9,07","3,87","14,48","14,98","14,44","72,09","4,24","20,45",Marginal
Norte,Celorico de Basto,"366,00","111,00","31,00","224,00","28,00","7,65","17,00","2,00","9,00","0,00","0,00","46,55","21,62","10,17","0,00","8,98","3,95","14,99","15,50","14,93","72,24","4,41","21,62",Marginal
Norte,Chaves,"366,00","100,00","12,00","254,00","49,00","13,39","22,00","25,00","2,00","0,00","0,00","42,56","20,73","8,53","0,00","8,99","3,68","13,60","14,03","13,63","70,71","2,27","20,73",Marginal
