municipio,ano,mes,tci,tci_anual,tempC_media,humidity_media,maxtempC_media,humidity_max_media,precipMM_total,sunHour_media,windspeedKmph_media
"('Alentejo', 'Ponte de Sor')","2.025,00","5,00","58,50","43,04","24,94","67,03","24,94","67,03","52,40","10,81","10,32"
"('Alentejo', 'Ponte de Sor')","2.025,00","6,00","32,00","43,04","33,20","54,90","33,20","54,90","2,60","13,57","11,90"
"('Alentejo', 'Portalegre')","2.024,00","6,00","60,00","41,46","24,00","63,00","24,00","63,00","0,70","12,00","12,00"
"('Alentejo', 'Portalegre')","2.024,00","7,00","32,00","41,46","33,26","43,23","33,26","43,23","2,00","13,52","9,42"
"('Alentejo', 'Portalegre')","2.024,00","8,00","32,00","41,46","34,26","40,87","34,26","40,87","0,30","13,90","8,71"
"('Alentejo', 'Portalegre')","2.024,00","9,00","60,00","41,46","26,80","49,97","26,80","49,97","17,00","10,63","9,47"
"('Alentejo', 'Portalegre')","2.024,00","10,00","52,50","41,46","20,06","75,13","20,06","75,13","144,90","6,90","11,71"
"('Alentejo', 'Portalegre')","2.024,00","11,00","45,00","41,46","17,13","77,73","17,13","77,73","58,00","7,73","9,30"
"('Alentejo', 'Portalegre')","2.024,00","12,00","32,00","41,46","12,90","73,90","12,90","73,90","11,40","9,13","7,48"
"('Alentejo', 'Portalegre')","2.025,00","1,00","24,50","41,46","11,97","81,13","11,97","81,13","171,90","5,81","11,23"
"('Alentejo', 'Portalegre')","2.025,00","2,00","36,00","41,46","13,07","82,89","13,07","82,89","40,20","6,86","7,29"
"('Alentejo', 'Portalegre')","2.025,00","3,00","23,50","41,46","12,77","85,97","12,77","85,97","160,20","4,87","12,19"
"('Alentejo', 'Portalegre')","2.025,00","4,00","43,00","41,46","17,30","80,17","17,30","80,17","109,80","8,07","10,47"
"('Alentejo', 'Portalegre')","2.025,00","5,00","58,50","41,46","22,58","64,90","22,58","64,90","54,90","11,29","8,26"
"('Alentejo', 'Portalegre')","2.025,00","6,00","40,00","41,46","32,20","45,90","32,20","45,90","14,70","13,30","7,77"
"('Alentejo', 'Portel')","2.024,00","6,00","57,00","41,38","26,00","61,00","26,00","61,00","0,60","9,00","16,00"
"('Alentejo', 'Portel')","2.024,00","7,00","32,00","41,38","34,65","46,94","34,65","46,94","1,70","13,71","13,35"
"('Alentejo', 'Portel')","2.024,00","8,00","32,00","41,38","35,42","46,61","35,42","46,61","0,00","13,94","13,94"
"('Alentejo', 'Portel')","2.024,00","9,00","48,00","41,38","28,87","53,43","28,87","53,43","13,40","10,60","13,47"
"('Alentejo', 'Portel')","2.024,00","10,00","53,50","41,38","22,61","73,19","22,61","73,19","123,30","7,48","14,23"
"('Alentejo', 'Portel')","2.024,00","11,00","45,00","41,38","19,37","74,90","19,37","74,90","57,40","7,67","11,77"
"('Alentejo', 'Portel')","2.024,00","12,00","38,50","41,38","15,26","71,77","15,26","71,77","18,60","8,71","11,48"
"('Alentejo', 'Portel')","2.025,00","1,00","32,50","41,38","14,48","80,06","14,48","80,06","158,80","5,97","14,00"
"('Alentejo', 'Portel')","2.025,00","2,00","35,00","41,38","15,21","82,04","15,21","82,04","61,50","6,71","10,32"
"('Alentejo', 'Portel')","2.025,00","3,00","29,50","41,38","15,13","86,03","15,13","86,03","221,50","5,61","15,29"
"('Alentejo', 'Portel')","2.025,00","4,00","43,00","41,38","19,13","79,73","19,13","79,73","113,70","7,50","13,37"
"('Alentejo', 'Portel')","2.025,00","5,00","60,00","41,38","24,29","65,19","24,29","65,19","28,70","11,06","12,48"
"('Alentejo', 'Portel')","2.025,00","6,00","32,00","41,38","33,43","49,00","33,43","49,00","2,80","12,93","13,13"
"('Alentejo', 'Redondo')","2.024,00","6,00","57,00","41,38","26,00","61,00","26,00","61,00","0,60","9,00","16,00"
"('Alentejo', 'Redondo')","2.024,00","7,00","32,00","41,38","34,65","46,94","34,65","46,94","1,70","13,71","13,35"
"('Alentejo', 'Redondo')","2.024,00","8,00","32,00","41,38","35,42","46,61","35,42","46,61","0,00","13,97","13,94"
"('Alentejo', 'Redondo')","2.024,00","9,00","48,00","41,38","28,87","53,43","28,87","53,43","13,40","10,60","13,47"
"('Alentejo', 'Redondo')","2.024,00","10,00","53,50","41,38","22,61","73,19","22,61","73,19","123,30","7,48","14,23"
"('Alentejo', 'Redondo')","2.024,00","11,00","45,00","41,38","19,37","74,90","19,37","74,90","57,40","7,67","11,77"
"('Alentejo', 'Redondo')","2.024,00","12,00","38,50","41,38","15,26","71,77","15,26","71,77","18,60","8,71","11,48"
"('Alentejo', 'Redondo')","2.025,00","1,00","32,50","41,38","14,48","80,06","14,48","80,06","158,80","5,97","14,00"
"('Alentejo', 'Redondo')","2.025,00","2,00","35,00","41,38","15,21","82,04","15,21","82,04","61,50","6,71","10,32"
"('Alentejo', 'Redondo')","2.025,00","3,00","29,50","41,38","15,13","86,03","15,13","86,03","221,50","5,61","15,29"
"('Alentejo', 'Redondo')","2.025,00","4,00","43,00","41,38","19,13","79,73","19,13","79,73","113,70","7,47","13,37"
"('Alentejo', 'Redondo')","2.025,00","5,00","60,00","41,38","24,29","65,19","24,29","65,19","28,70","11,06","12,48"
"('Alentejo', 'Redondo')","2.025,00","6,00","32,00","41,38","33,43","49,00","33,43","49,00","2,80","12,93","13,13"
"('Alentejo', 'Reguengos de Monsaraz')","2.024,00","6,00","57,00","41,38","26,00","61,00","26,00","61,00","0,60","9,00","16,00"
"('Alentejo', 'Reguengos de Monsaraz')","2.024,00","7,00","32,00","41,38","34,65","46,94","34,65","46,94","1,70","13,71","13,35"
"('Alentejo', 'Reguengos de Monsaraz')","2.024,00","8,00","32,00","41,38","35,42","46,61","35,42","46,61","0,00","13,97","13,94"
"('Alentejo', 'Reguengos de Monsaraz')","2.024,00","9,00","48,00","41,38","28,87","53,43","28,87","53,43","13,40","10,60","13,47"
"('Alentejo', 'Reguengos de Monsaraz')","2.024,00","10,00","53,50","41,38","22,61","73,19","22,61","73,19","123,30","7,48","14,23"
"('Alentejo', 'Reguengos de Monsaraz')","2.024,00","11,00","45,00","41,38","19,37","74,90","19,37","74,90","57,40","7,70","11,77"
"('Alentejo', 'Reguengos de Monsaraz')","2.024,00","12,00","38,50","41,38","15,26","71,77","15,26","71,77","18,60","8,71","11,48"
"('Alentejo', 'Reguengos de Monsaraz')","2.025,00","1,00","32,50","41,38","14,48","80,06","14,48","80,06","158,80","5,97","14,00"
"('Alentejo', 'Reguengos de Monsaraz')","2.025,00","2,00","35,00","41,38","15,21","82,04","15,21","82,04","61,50","6,71","10,32"
"('Alentejo', 'Reguengos de Monsaraz')","2.025,00","3,00","29,50","41,38","15,13","86,03","15,13","86,03","221,50","5,61","15,29"
"('Alentejo', 'Reguengos de Monsaraz')","2.025,00","4,00","43,00","41,38","19,13","79,73","19,13","79,73","113,70","7,47","13,37"
"('Alentejo', 'Reguengos de Monsaraz')","2.025,00","5,00","60,00","41,38","24,29","65,19","24,29","65,19","28,70","11,06","12,48"
"('Alentejo', 'Reguengos de Monsaraz')","2.025,00","6,00","32,00","41,38","33,43","49,00","33,43","49,00","2,80","12,93","13,13"
"('Alentejo', 'Rio Maior')","2.024,00","6,00","60,00","45,54","21,00","80,00","21,00","80,00","3,00","12,00","12,00"
"('Alentejo', 'Rio Maior')","2.024,00","7,00","57,00","45,54","23,61","79,03","23,61","79,03","18,20","12,90","15,74"
"('Alentejo', 'Rio Maior')","2.024,00","8,00","57,00","45,54","23,45","81,29","23,45","81,29","4,90","12,52","19,26"
"('Alentejo', 'Rio Maior')","2.024,00","9,00","57,00","45,54","22,63","72,53","22,63","72,53","15,10","10,63","16,73"
"('Alentejo', 'Rio Maior')","2.024,00","10,00","49,50","45,54","21,26","80,06","21,26","80,06","132,90","6,68","15,52"
"('Alentejo', 'Rio Maior')","2.024,00","11,00","44,00","45,54","19,33","76,77","19,33","76,77","62,60","7,77","14,50"
"('Alentejo', 'Rio Maior')","2.024,00","12,00","35,50","45,54","15,61","72,16","15,61","72,16","21,00","8,81","15,10"
"('Alentejo', 'Rio Maior')","2.025,00","1,00","29,50","45,54","15,16","78,77","15,16","78,77","180,10","5,55","18,35"
"('Alentejo', 'Rio Maior')","2.025,00","2,00","34,00","45,54","15,43","80,54","15,43","80,54","91,00","6,68","12,29"
"('Alentejo', 'Rio Maior')","2.025,00","3,00","29,50","45,54","15,16","81,03","15,16","81,03","274,90","6,39","17,45"
"('Alentejo', 'Rio Maior')","2.025,00","4,00","38,50","45,54","18,30","80,40","18,30","80,40","164,70","8,17","16,47"
"('Alentejo', 'Rio Maior')","2.025,00","5,00","43,50","45,54","19,87","76,97","19,87","76,97","50,80","10,74","15,16"
"('Alentejo', 'Rio Maior')","2.025,00","6,00","57,00","45,54","24,10","76,33","24,10","76,33","6,90","13,50","15,40"
"('Alentejo', 'Salvaterra de Magos')","2.024,00","6,00","57,00","45,31","25,00","67,00","25,00","67,00","2,80","9,00","15,00"
"('Alentejo', 'Salvaterra de Magos')","2.024,00","7,00","45,00","45,31","29,84","64,23","29,84","64,23","10,40","13,84","16,00"
"('Alentejo', 'Salvaterra de Magos')","2.024,00","8,00","45,00","45,31","29,84","66,71","29,84","66,71","0,10","13,55","19,48"
"('Alentejo', 'Salvaterra de Magos')","2.024,00","9,00","57,00","45,31","26,47","62,83","26,47","62,83","21,80","10,93","16,23"
"('Alentejo', 'Salvaterra de Magos')","2.024,00","10,00","55,00","45,31","22,65","74,84","22,65","74,84","115,00","8,00","14,71"
"('Alentejo', 'Salvaterra de Magos')","2.024,00","11,00","44,00","45,31","19,87","76,43","19,87","76,43","75,70","7,97","11,00"
"('Alentejo', 'Salvaterra de Magos')","2.024,00","12,00","38,50","45,31","15,68","72,94","15,68","72,94","9,00","8,55","11,68"
"('Alentejo', 'Salvaterra de Magos')","2.025,00","1,00","32,50","45,31","15,26","78,65","15,26","78,65","176,10","5,97","14,84"
"('Alentejo', 'Salvaterra de Magos')","2.025,00","2,00","36,00","45,31","15,89","80,21","15,89","80,21","54,70","6,71","10,50"
"('Alentejo', 'Salvaterra de Magos')","2.025,00","3,00","29,50","45,31","15,81","80,65","15,81","80,65","208,10","5,81","15,52"
"('Alentejo', 'Salvaterra de Magos')","2.025,00","4,00","43,00","45,31","18,97","77,97","18,97","77,97","111,50","8,37","14,47"
"('Alentejo', 'Salvaterra de Magos')","2.025,00","5,00","58,50","45,31","22,84","70,16","22,84","70,16","33,40","11,58","13,58"
"('Alentejo', 'Salvaterra de Magos')","2.025,00","6,00","48,00","45,31","28,87","63,23","28,87","63,23","4,20","13,67","14,97"
"('Alentejo', 'Santarem')","2.024,00","6,00","58,50","46,15","25,00","66,00","25,00","66,00","0,60","8,00","14,00"
"('Alentejo', 'Santarem')","2.024,00","7,00","40,00","46,15","31,74","61,23","31,74","61,23","6,80","13,65","13,19"
"('Alentejo', 'Santarem')","2.024,00","8,00","40,00","46,15","32,26","62,10","32,26","62,10","0,00","13,52","13,74"
"('Alentejo', 'Santarem')","2.024,00","9,00","48,00","46,15","27,90","59,50","27,90","59,50","23,00","10,57","13,20"
"('Alentejo', 'Santarem')","2.024,00","10,00","53,50","46,15","23,29","74,52","23,29","74,52","127,00","7,39","13,10"
"('Alentejo', 'Santarem')","2.024,00","11,00","55,00","46,15","20,33","75,20","20,33","75,20","100,70","7,67","11,20"
"('Alentejo', 'Santarem')","2.024,00","12,00","46,50","46,15","16,03","72,39","16,03","72,39","16,00","8,77","10,52"
"('Alentejo', 'Santarem')","2.025,00","1,00","32,50","46,15","15,45","79,06","15,45","79,06","198,50","5,90","12,97"
"('Alentejo', 'Santarem')","2.025,00","2,00","44,00","46,15","16,00","80,46","16,00","80,46","51,90","6,29","9,29"
"('Alentejo', 'Santarem')","2.025,00","3,00","40,50","46,15","16,39","81,29","16,39","81,29","208,70","5,61","14,29"
"('Alentejo', 'Santarem')","2.025,00","4,00","43,00","46,15","19,97","77,87","19,97","77,87","112,60","7,70","12,90"
"('Alentejo', 'Santarem')","2.025,00","5,00","58,50","46,15","23,94","68,94","23,94","68,94","45,00","11,48","11,52"
"('Alentejo', 'Santarem')","2.025,00","6,00","40,00","46,15","31,13","60,17","31,13","60,17","3,20","13,93","13,07"
"('Alentejo', 'Santiago do Cacem')","2.024,00","6,00","45,00","45,27","19,00","81,00","19,00","81,00","0,00","13,00","16,00"
"('Alentejo', 'Santiago do Cacem')","2.024,00","7,00","57,00","45,27","20,90","78,23","20,90","78,23","2,00","13,68","18,58"
"('Alentejo', 'Santiago do Cacem')","2.024,00","8,00","57,00","45,27","21,06","78,71","21,06","78,71","0,00","13,71","20,81"
"('Alentejo', 'Santiago do Cacem')","2.024,00","9,00","57,00","45,27","20,20","75,90","20,20","75,90","7,80","11,27","17,93"
"('Alentejo', 'Santiago do Cacem')","2.024,00","10,00","52,00","45,27","20,48","80,00","20,48","80,00","98,80","8,48","17,87"
"('Alentejo', 'Santiago do Cacem')","2.024,00","11,00","42,00","45,27","19,60","74,27","19,60","74,27","42,20","8,13","16,30"
"('Alentejo', 'Santiago do Cacem')","2.024,00","12,00","43,50","45,27","16,42","68,26","16,42","68,26","8,50","8,94","17,06"
"('Alentejo', 'Santiago do Cacem')","2.025,00","1,00","29,50","45,27","15,84","76,26","15,84","76,26","163,90","6,45","22,42"
"('Alentejo', 'Santiago do Cacem')","2.025,00","2,00","34,00","45,27","15,36","78,29","15,36","78,29","54,30","7,54","15,86"
"('Alentejo', 'Santiago do Cacem')","2.025,00","3,00","29,50","45,27","15,32","78,84","15,32","78,84","277,00","5,97","23,48"
"('Alentejo', 'Santiago do Cacem')","2.025,00","4,00","40,00","45,27","17,70","77,87","17,70","77,87","95,90","8,50","20,03"
"('Alentejo', 'Santiago do Cacem')","2.025,00","5,00","45,00","45,27","19,32","74,26","19,32","74,26","12,80","11,81","17,71"
"('Alentejo', 'Santiago do Cacem')","2.025,00","6,00","57,00","45,27","23,20","74,50","23,20","74,50","1,00","13,80","16,70"
"('Alentejo', 'Serpa')","2.024,00","6,00","45,00","40,88","28,00","62,00","28,00","62,00","0,00","11,00","16,00"
"('Alentejo', 'Serpa')","2.024,00","7,00","32,00","40,88","35,16","45,16","35,16","45,16","1,50","13,71","13,39"
"('Alentejo', 'Serpa')","2.024,00","8,00","32,00","40,88","35,61","45,13","35,61","45,13","0,00","13,81","13,29"
"('Alentejo', 'Serpa')","2.024,00","9,00","48,00","40,88","29,47","53,40","29,47","53,40","8,80","10,93","12,77"
"('Alentejo', 'Serpa')","2.024,00","10,00","55,00","40,88","23,06","70,74","23,06","70,74","106,80","8,45","13,90"
"('Alentejo', 'Serpa')","2.024,00","11,00","45,00","40,88","19,90","73,20","19,90","73,20","55,40","7,87","12,03"
"('Alentejo', 'Serpa')","2.024,00","12,00","38,50","40,88","15,90","69,90","15,90","69,90","8,40","8,39","10,32"
"('Alentejo', 'Serpa')","2.025,00","1,00","32,50","40,88","15,19","78,52","15,19","78,52","146,80","6,26","13,29"
"('Alentejo', 'Serpa')","2.025,00","2,00","36,00","40,88","15,93","81,00","15,93","81,00","57,90","6,93","10,32"
"('Alentejo', 'Serpa')","2.025,00","3,00","32,50","40,88","15,68","85,19","15,68","85,19","232,30","5,84","14,68"
"('Alentejo', 'Serpa')","2.025,00","4,00","43,00","40,88","19,87","77,03","19,87","77,03","98,30","7,87","13,30"
"('Alentejo', 'Serpa')","2.025,00","5,00","60,00","40,88","25,55","61,42","25,55","61,42","15,70","11,65","12,87"
"('Alentejo', 'Serpa')","2.025,00","6,00","32,00","40,88","34,20","46,07","34,20","46,07","4,50","13,07","13,27"
"('Alentejo', 'Sines')","2.024,00","6,00","45,00","45,27","19,00","81,00","19,00","81,00","0,00","13,00","16,00"
"('Alentejo', 'Sines')","2.024,00","7,00","57,00","45,27","20,90","78,23","20,90","78,23","2,00","13,74","18,58"
"('Alentejo', 'Sines')","2.024,00","8,00","57,00","45,27","21,06","78,71","21,06","78,71","0,00","13,68","20,81"
"('Alentejo', 'Sines')","2.024,00","9,00","57,00","45,27","20,20","75,90","20,20","75,90","7,80","11,27","17,93"
"('Alentejo', 'Sines')","2.024,00","10,00","52,00","45,27","20,48","80,00","20,48","80,00","98,80","8,48","17,87"
"('Alentejo', 'Sines')","2.024,00","11,00","42,00","45,27","19,60","74,27","19,60","74,27","42,20","8,13","16,30"
"('Alentejo', 'Sines')","2.024,00","12,00","43,50","45,27","16,42","68,26","16,42","68,26","8,50","8,94","17,06"
"('Alentejo', 'Sines')","2.025,00","1,00","29,50","45,27","15,84","76,26","15,84","76,26","163,90","6,45","22,42"
"('Alentejo', 'Sines')","2.025,00","2,00","34,00","45,27","15,36","78,29","15,36","78,29","54,30","7,54","15,86"
"('Alentejo', 'Sines')","2.025,00","3,00","29,50","45,27","15,32","78,84","15,32","78,84","277,00","5,94","23,48"
"('Alentejo', 'Sines')","2.025,00","4,00","40,00","45,27","17,70","77,87","17,70","77,87","95,90","8,50","20,03"
"('Alentejo', 'Sines')","2.025,00","5,00","45,00","45,27","19,32","74,26","19,32","74,26","12,80","11,81","17,71"
"('Alentejo', 'Sines')","2.025,00","6,00","57,00","45,27","23,20","74,50","23,20","74,50","1,00","13,87","16,70"
"('Alentejo', 'Sousel')","2.024,00","6,00","57,00","41,38","26,00","61,00","26,00","61,00","0,60","9,00","16,00"
"('Alentejo', 'Sousel')","2.024,00","7,00","32,00","41,38","34,65","46,94","34,65","46,94","1,70","13,71","13,35"
"('Alentejo', 'Sousel')","2.024,00","8,00","32,00","41,38","35,42","46,61","35,42","46,61","0,00","13,97","13,94"
"('Alentejo', 'Sousel')","2.024,00","9,00","48,00","41,38","28,87","53,43","28,87","53,43","13,40","10,60","13,47"
"('Alentejo', 'Sousel')","2.024,00","10,00","53,50","41,38","22,61","73,19","22,61","73,19","123,30","7,48","14,23"
"('Alentejo', 'Sousel')","2.024,00","11,00","45,00","41,38","19,37","74,90","19,37","74,90","57,40","7,67","11,77"
"('Alentejo', 'Sousel')","2.024,00","12,00","38,50","41,38","15,26","71,77","15,26","71,77","18,60","8,71","11,48"
"('Alentejo', 'Sousel')","2.025,00","1,00","32,50","41,38","14,48","80,06","14,48","80,06","158,80","5,97","14,00"
"('Alentejo', 'Sousel')","2.025,00","2,00","35,00","41,38","15,21","82,04","15,21","82,04","61,50","6,71","10,32"
"('Alentejo', 'Sousel')","2.025,00","3,00","29,50","41,38","15,13","86,03","15,13","86,03","221,50","5,61","15,29"
"('Alentejo', 'Sousel')","2.025,00","4,00","43,00","41,38","19,13","79,73","19,13","79,73","113,70","7,50","13,37"
"('Alentejo', 'Sousel')","2.025,00","5,00","60,00","41,38","24,29","65,19","24,29","65,19","28,70","11,06","12,48"
"('Alentejo', 'Sousel')","2.025,00","6,00","32,00","41,38","33,43","49,00","33,43","49,00","2,80","12,93","13,13"
"('Alentejo', 'Vendas Novas')","2.024,00","6,00","60,00","42,73","24,00","63,00","24,00","63,00","1,90","10,00","14,00"
"('Alentejo', 'Vendas Novas')","2.024,00","7,00","32,00","42,73","33,77","52,84","33,77","52,84","2,40","13,74","12,42"
"('Alentejo', 'Vendas Novas')","2.024,00","8,00","32,00","42,73","34,48","53,55","34,48","53,55","0,10","13,81","13,42"
"('Alentejo', 'Vendas Novas')","2.024,00","9,00","48,00","42,73","28,80","56,67","28,80","56,67","16,90","10,57","12,27"
"('Alentejo', 'Vendas Novas')","2.024,00","10,00","55,00","42,73","22,77","74,06","22,77","74,06","116,50","7,16","13,13"
"('Alentejo', 'Vendas Novas')","2.024,00","11,00","57,00","42,73","20,20","74,17","20,20","74,17","60,00","8,03","11,53"
"('Alentejo', 'Vendas Novas')","2.024,00","12,00","38,50","42,73","15,97","71,13","15,97","71,13","6,80","8,52","10,58"
"('Alentejo', 'Vendas Novas')","2.025,00","1,00","32,50","42,73","15,19","79,55","15,19","79,55","177,30","5,68","13,23"
"('Alentejo', 'Vendas Novas')","2.025,00","2,00","36,00","42,73","15,89","82,14","15,89","82,14","45,20","6,61","9,18"
"('Alentejo', 'Vendas Novas')","2.025,00","3,00","32,50","42,73","15,42","85,87","15,42","85,87","256,60","5,13","14,26"
"('Alentejo', 'Vendas Novas')","2.025,00","4,00","41,50","42,73","19,40","80,20","19,40","80,20","126,30","7,53","12,13"
"('Alentejo', 'Vendas Novas')","2.025,00","5,00","58,50","42,73","24,42","67,68","24,42","67,68","43,90","11,16","11,19"
"('Alentejo', 'Vendas Novas')","2.025,00","6,00","32,00","42,73","33,40","53,37","33,40","53,37","2,00","13,43","11,93"
"('Alentejo', 'Viana do Alentejo')","2.024,00","6,00","57,00","41,38","26,00","61,00","26,00","61,00","0,60","9,00","16,00"
"('Alentejo', 'Viana do Alentejo')","2.024,00","7,00","32,00","41,38","34,65","46,94","34,65","46,94","1,70","13,71","13,35"
"('Alentejo', 'Viana do Alentejo')","2.024,00","8,00","32,00","41,38","35,42","46,61","35,42","46,61","0,00","13,90","13,94"
"('Alentejo', 'Viana do Alentejo')","2.024,00","9,00","48,00","41,38","28,87","53,43","28,87","53,43","13,40","10,63","13,47"
"('Alentejo', 'Viana do Alentejo')","2.024,00","10,00","53,50","41,38","22,61","73,19","22,61","73,19","123,30","7,52","14,23"
"('Alentejo', 'Viana do Alentejo')","2.024,00","11,00","45,00","41,38","19,37","74,90","19,37","74,90","57,40","7,63","11,77"
"('Alentejo', 'Viana do Alentejo')","2.024,00","12,00","38,50","41,38","15,26","71,77","15,26","71,77","18,60","8,71","11,48"
"('Alentejo', 'Viana do Alentejo')","2.025,00","1,00","32,50","41,38","14,48","80,06","14,48","80,06","158,80","5,97","14,00"
"('Alentejo', 'Viana do Alentejo')","2.025,00","2,00","35,00","41,38","15,21","82,04","15,21","82,04","61,50","6,71","10,32"
"('Alentejo', 'Viana do Alentejo')","2.025,00","3,00","29,50","41,38","15,13","86,03","15,13","86,03","221,50","5,61","15,29"
"('Alentejo', 'Viana do Alentejo')","2.025,00","4,00","43,00","41,38","19,13","79,73","19,13","79,73","113,70","7,50","13,37"
"('Alentejo', 'Viana do Alentejo')","2.025,00","5,00","60,00","41,38","24,29","65,19","24,29","65,19","28,70","11,06","12,48"
"('Alentejo', 'Viana do Alentejo')","2.025,00","6,00","32,00","41,38","33,43","49,00","33,43","49,00","2,80","12,93","13,13"
"('Alentejo', 'Vidigueira')","2.024,00","6,00","60,00","45,35","21,00","76,00","21,00","76,00","5,10","9,00","8,00"
"('Alentejo', 'Vidigueira')","2.024,00","7,00","46,50","45,35","27,16","65,42","27,16","65,42","54,40","12,87","8,26"
"('Alentejo', 'Vidigueira')","2.024,00","8,00","48,00","45,35","28,13","65,29","28,13","65,29","0,10","13,68","8,52"
"('Alentejo', 'Vidigueira')","2.024,00","9,00","56,50","45,35","24,87","61,93","24,87","61,93","96,90","10,27","9,83"
"('Alentejo', 'Vidigueira')","2.024,00","10,00","52,50","45,35","20,48","80,10","20,48","80,10","319,90","5,94","9,52"
"('Alentejo', 'Vidigueira')","2.024,00","11,00","41,50","45,35","19,43","73,27","19,43","73,27","153,40","7,47","9,23"
"('Alentejo', 'Vidigueira')","2.024,00","12,00","38,50","45,35","15,29","71,13","15,29","71,13","28,50","8,90","7,97"
"('Alentejo', 'Vidigueira')","2.025,00","1,00","32,50","45,35","14,13","77,71","14,13","77,71","472,60","5,58","11,97"
"('Alentejo', 'Vidigueira')","2.025,00","2,00","34,00","45,35","14,93","77,82","14,93","77,82","102,70","6,00","7,71"
"('Alentejo', 'Vidigueira')","2.025,00","3,00","32,50","45,35","15,32","77,39","15,32","77,39","262,40","6,77","11,39"
"('Alentejo', 'Vidigueira')","2.025,00","4,00","41,50","45,35","19,00","76,47","19,00","76,47","237,60","7,57","9,67"
"('Alentejo', 'Vidigueira')","2.025,00","5,00","57,50","45,35","21,97","69,87","21,97","69,87","78,90","10,48","8,03"
"('Alentejo', 'Vidigueira')","2.025,00","6,00","48,00","45,35","27,60","63,47","27,60","63,47","9,10","14,00","8,27"
"('Alentejo', 'Vila Vicosa')","2.024,00","6,00","57,00","41,38","26,00","61,00","26,00","61,00","0,60","9,00","16,00"
"('Alentejo', 'Vila Vicosa')","2.024,00","7,00","32,00","41,38","34,65","46,94","34,65","46,94","1,70","13,71","13,35"
"('Alentejo', 'Vila Vicosa')","2.024,00","8,00","32,00","41,38","35,42","46,61","35,42","46,61","0,00","13,97","13,94"
"('Alentejo', 'Vila Vicosa')","2.024,00","9,00","48,00","41,38","28,87","53,43","28,87","53,43","13,40","10,63","13,47"
"('Alentejo', 'Vila Vicosa')","2.024,00","10,00","53,50","41,38","22,61","73,19","22,61","73,19","123,30","7,48","14,23"
"('Alentejo', 'Vila Vicosa')","2.024,00","11,00","45,00","41,38","19,37","74,90","19,37","74,90","57,40","7,70","11,77"
"('Alentejo', 'Vila Vicosa')","2.024,00","12,00","38,50","41,38","15,26","71,77","15,26","71,77","18,60","8,71","11,48"
"('Alentejo', 'Vila Vicosa')","2.025,00","1,00","32,50","41,38","14,48","80,06","14,48","80,06","158,80","5,97","14,00"
"('Alentejo', 'Vila Vicosa')","2.025,00","2,00","35,00","41,38","15,21","82,04","15,21","82,04","61,50","6,71","10,32"
"('Alentejo', 'Vila Vicosa')","2.025,00","3,00","29,50","41,38","15,13","86,03","15,13","86,03","221,50","5,61","15,29"
"('Alentejo', 'Vila Vicosa')","2.025,00","4,00","43,00","41,38","19,13","79,73","19,13","79,73","113,70","7,47","13,37"
"('Alentejo', 'Vila Vicosa')","2.025,00","5,00","60,00","41,38","24,29","65,19","24,29","65,19","28,70","11,06","12,48"
"('Alentejo', 'Vila Vicosa')","2.025,00","6,00","32,00","41,38","33,43","49,00","33,43","49,00","2,80","12,93","13,13"
"('Algarve', 'Albufeira')","2.024,00","6,00","57,00","47,04","25,00","73,00","25,00","73,00","0,00","14,00","20,00"
"('Algarve', 'Albufeira')","2.024,00","7,00","45,00","47,04","28,71","59,55","28,71","59,55","1,40","13,74","15,55"
"('Algarve', 'Albufeira')","2.024,00","8,00","45,00","47,04","29,58","59,32","29,58","59,32","0,20","13,42","15,00"
"('Algarve', 'Albufeira')","2.024,00","9,00","60,00","47,04","26,03","66,10","26,03","66,10","8,90","11,17","14,53"
"('Algarve', 'Albufeira')","2.024,00","10,00","50,50","47,04","22,35","75,71","22,35","75,71","140,10","8,81","15,10"
"('Algarve', 'Albufeira')","2.024,00","11,00","44,00","47,04","19,80","75,83","19,80","75,83","66,70","8,10","13,63"
"('Algarve', 'Albufeira')","2.024,00","12,00","48,00","47,04","16,77","68,39","16,77","68,39","5,30","9,13","13,58"
"('Algarve', 'Albufeira')","2.025,00","1,00","37,50","47,04","16,39","75,74","16,39","75,74","201,30","6,52","16,74"
"('Algarve', 'Albufeira')","2.025,00","2,00","44,00","47,04","16,25","77,39","16,25","77,39","88,70","7,71","11,64"
"('Algarve', 'Albufeira')","2.025,00","3,00","37,50","47,04","16,10","79,06","16,10","79,06","211,00","6,68","18,16"
"('Algarve', 'Albufeira')","2.025,00","4,00","42,50","47,04","19,00","76,50","19,00","76,50","72,50","9,23","16,53"
"('Algarve', 'Albufeira')","2.025,00","5,00","55,50","47,04","22,39","66,84","22,39","66,84","31,80","12,10","15,19"
"('Algarve', 'Albufeira')","2.025,00","6,00","45,00","47,04","27,30","60,47","27,30","60,47","2,00","13,33","15,20"
"('Algarve', 'Alcoutim')","2.024,00","6,00","57,00","48,23","26,00","65,00","26,00","65,00","1,20","12,00","17,00"
"('Algarve', 'Alcoutim')","2.024,00","7,00","48,00","48,23","29,42","54,68","29,42","54,68","0,70","13,90","13,48"
"('Algarve', 'Alcoutim')","2.024,00","8,00","48,00","48,23","29,94","55,97","29,94","55,97","1,30","13,71","12,77"
