municipio,ano,mes,tci,tci_anual,tempC_media,humidity_media,maxtempC_media,humidity_max_media,precipMM_total,sunHour_media,windspeedKmph_media
"('Norte', 'Vizela')","2.024,00","10,00","40,50","43,54","19,94","82,26","19,94","82,26","286,50","5,61","9,13"
"('Norte', 'Vizela')","2.024,00","11,00","44,00","43,54","18,47","76,90","18,47","76,90","88,70","7,37","8,33"
"('Norte', 'Vizela')","2.024,00","12,00","36,00","43,54","14,03","77,06","14,03","77,06","77,50","8,65","6,68"
"('Norte', 'Vizela')","2.025,00","1,00","31,50","43,54","13,13","81,74","13,13","81,74","360,40","4,97","10,68"
"('Norte', 'Vizela')","2.025,00","2,00","34,00","43,54","14,50","81,18","14,50","81,18","117,80","5,86","6,32"
"('Norte', 'Vizela')","2.025,00","3,00","32,50","43,54","15,13","78,19","15,13","78,19","171,40","6,84","10,35"
"('Norte', 'Vizela')","2.025,00","4,00","41,50","43,54","18,73","78,60","18,73","78,60","199,80","7,50","8,33"
"('Norte', 'Vizela')","2.025,00","5,00","56,50","43,54","22,52","70,55","22,52","70,55","116,10","10,77","6,90"
"('Norte', 'Vizela')","2.025,00","6,00","48,00","43,54","29,47","60,93","29,47","60,93","9,00","13,40","6,90"
"('Região Autónoma da Madeira', 'Calheta [R.A.M.]')","2.024,00","6,00","60,00","44,69","20,00","78,00","20,00","78,00","0,00","14,00","8,00"
"('Região Autónoma da Madeira', 'Calheta [R.A.M.]')","2.024,00","7,00","60,00","44,69","23,52","75,45","23,52","75,45","8,30","12,23","7,35"
"('Região Autónoma da Madeira', 'Calheta [R.A.M.]')","2.024,00","8,00","60,00","44,69","24,03","75,71","24,03","75,71","7,00","12,39","9,23"
"('Região Autónoma da Madeira', 'Calheta [R.A.M.]')","2.024,00","9,00","57,00","44,69","20,50","77,27","20,50","77,27","39,60","8,47","7,87"
"('Região Autónoma da Madeira', 'Calheta [R.A.M.]')","2.024,00","10,00","40,50","44,69","19,00","78,03","19,00","78,03","171,70","6,77","8,84"
"('Região Autónoma da Madeira', 'Calheta [R.A.M.]')","2.024,00","11,00","41,50","44,69","17,47","77,33","17,47","77,33","186,50","7,47","8,47"
"('Região Autónoma da Madeira', 'Calheta [R.A.M.]')","2.024,00","12,00","34,00","44,69","13,84","78,58","13,84","78,58","118,80","5,71","9,94"
"('Região Autónoma da Madeira', 'Calheta [R.A.M.]')","2.025,00","1,00","33,50","44,69","14,13","80,13","14,13","80,13","211,30","7,13","9,35"
"('Região Autónoma da Madeira', 'Calheta [R.A.M.]')","2.025,00","2,00","33,50","44,69","13,46","77,14","13,46","77,14","121,10","7,36","8,29"
"('Região Autónoma da Madeira', 'Calheta [R.A.M.]')","2.025,00","3,00","24,50","44,69","12,29","78,65","12,29","78,65","274,80","6,58","12,10"
"('Região Autónoma da Madeira', 'Calheta [R.A.M.]')","2.025,00","4,00","33,50","44,69","13,90","78,17","13,90","78,17","166,00","8,43","9,93"
"('Região Autónoma da Madeira', 'Calheta [R.A.M.]')","2.025,00","5,00","43,00","44,69","16,90","78,77","16,90","78,77","128,50","9,00","8,87"
"('Região Autónoma da Madeira', 'Calheta [R.A.M.]')","2.025,00","6,00","60,00","44,69","22,67","76,07","22,67","76,07","3,70","12,07","9,97"
"('Região Autónoma da Madeira', 'Camara de Lobos')","2.024,00","6,00","60,00","44,58","20,00","78,00","20,00","78,00","0,00","14,00","8,00"
"('Região Autónoma da Madeira', 'Camara de Lobos')","2.024,00","7,00","60,00","44,58","23,52","75,45","23,52","75,45","8,30","12,23","7,35"
"('Região Autónoma da Madeira', 'Camara de Lobos')","2.024,00","8,00","60,00","44,58","24,03","75,71","24,03","75,71","7,00","12,35","9,23"
"('Região Autónoma da Madeira', 'Camara de Lobos')","2.024,00","9,00","57,00","44,58","20,50","77,27","20,50","77,27","39,60","8,47","7,87"
"('Região Autónoma da Madeira', 'Camara de Lobos')","2.024,00","10,00","40,50","44,58","19,00","78,03","19,00","78,03","171,70","6,77","8,84"
"('Região Autónoma da Madeira', 'Camara de Lobos')","2.024,00","11,00","41,50","44,58","17,47","77,33","17,47","77,33","186,50","7,47","8,47"
"('Região Autónoma da Madeira', 'Camara de Lobos')","2.024,00","12,00","34,00","44,58","13,84","78,58","13,84","78,58","118,80","5,77","9,94"
"('Região Autónoma da Madeira', 'Camara de Lobos')","2.025,00","1,00","33,50","44,58","14,13","80,13","14,13","80,13","211,30","7,13","9,35"
"('Região Autónoma da Madeira', 'Camara de Lobos')","2.025,00","2,00","33,50","44,58","13,46","77,14","13,46","77,14","121,10","7,43","8,29"
"('Região Autónoma da Madeira', 'Camara de Lobos')","2.025,00","3,00","24,50","44,58","12,29","78,65","12,29","78,65","274,80","6,58","12,10"
"('Região Autónoma da Madeira', 'Camara de Lobos')","2.025,00","4,00","33,50","44,58","13,90","78,17","13,90","78,17","166,00","8,43","9,93"
"('Região Autónoma da Madeira', 'Camara de Lobos')","2.025,00","5,00","41,50","44,58","16,90","78,77","16,90","78,77","128,50","8,97","8,87"
"('Região Autónoma da Madeira', 'Camara de Lobos')","2.025,00","6,00","60,00","44,58","22,67","76,07","22,67","76,07","3,70","12,07","9,97"
"('Região Autónoma da Madeira', 'Funchal')","2.024,00","6,00","60,00","44,58","20,00","78,00","20,00","78,00","0,00","14,00","8,00"
"('Região Autónoma da Madeira', 'Funchal')","2.024,00","7,00","60,00","44,58","23,52","75,45","23,52","75,45","8,30","12,23","7,35"
"('Região Autónoma da Madeira', 'Funchal')","2.024,00","8,00","60,00","44,58","24,03","75,71","24,03","75,71","7,00","12,35","9,23"
"('Região Autónoma da Madeira', 'Funchal')","2.024,00","9,00","57,00","44,58","20,50","77,27","20,50","77,27","39,60","8,47","7,87"
"('Região Autónoma da Madeira', 'Funchal')","2.024,00","10,00","40,50","44,58","19,00","78,03","19,00","78,03","171,70","6,77","8,84"
"('Região Autónoma da Madeira', 'Funchal')","2.024,00","11,00","41,50","44,58","17,47","77,33","17,47","77,33","186,50","7,47","8,47"
"('Região Autónoma da Madeira', 'Funchal')","2.024,00","12,00","34,00","44,58","13,84","78,58","13,84","78,58","118,80","5,77","9,94"
"('Região Autónoma da Madeira', 'Funchal')","2.025,00","1,00","33,50","44,58","14,13","80,13","14,13","80,13","211,30","7,13","9,35"
"('Região Autónoma da Madeira', 'Funchal')","2.025,00","2,00","33,50","44,58","13,46","77,14","13,46","77,14","121,10","7,39","8,29"
"('Região Autónoma da Madeira', 'Funchal')","2.025,00","3,00","24,50","44,58","12,29","78,65","12,29","78,65","274,80","6,61","12,10"
"('Região Autónoma da Madeira', 'Funchal')","2.025,00","4,00","33,50","44,58","13,90","78,17","13,90","78,17","166,00","8,43","9,93"
"('Região Autónoma da Madeira', 'Funchal')","2.025,00","5,00","41,50","44,58","16,90","78,77","16,90","78,77","128,50","8,97","8,87"
"('Região Autónoma da Madeira', 'Funchal')","2.025,00","6,00","60,00","44,58","22,67","76,07","22,67","76,07","3,70","12,27","9,97"
"('Região Autónoma da Madeira', 'Machico')","2.024,00","6,00","60,00","50,15","23,00","80,00","23,00","80,00","0,00","13,00","11,00"
"('Região Autónoma da Madeira', 'Machico')","2.024,00","7,00","60,00","50,15","24,81","78,06","24,81","78,06","9,30","12,45","11,39"
"('Região Autónoma da Madeira', 'Machico')","2.024,00","8,00","57,00","50,15","26,06","78,13","26,06","78,13","2,90","12,10","15,87"
"('Região Autónoma da Madeira', 'Machico')","2.024,00","9,00","57,00","50,15","23,87","75,23","23,87","75,23","51,80","8,23","12,67"
"('Região Autónoma da Madeira', 'Machico')","2.024,00","10,00","55,00","50,15","23,35","75,48","23,35","75,48","106,20","7,23","12,65"
"('Região Autónoma da Madeira', 'Machico')","2.024,00","11,00","55,00","50,15","21,63","75,97","21,63","75,97","113,20","7,17","11,67"
"('Região Autónoma da Madeira', 'Machico')","2.024,00","12,00","39,00","50,15","18,48","74,00","18,48","74,00","97,30","6,16","15,52"
"('Região Autónoma da Madeira', 'Machico')","2.025,00","1,00","43,00","50,15","18,48","75,77","18,48","75,77","104,30","7,16","13,97"
"('Região Autónoma da Madeira', 'Machico')","2.025,00","2,00","44,00","50,15","17,86","72,89","17,86","72,89","72,40","8,39","10,93"
"('Região Autónoma da Madeira', 'Machico')","2.025,00","3,00","40,50","50,15","17,26","72,97","17,26","72,97","124,80","6,58","14,65"
"('Região Autónoma da Madeira', 'Machico')","2.025,00","4,00","41,50","50,15","18,03","74,93","18,03","74,93","128,20","7,97","13,03"
"('Região Autónoma da Madeira', 'Machico')","2.025,00","5,00","43,00","50,15","19,52","76,77","19,52","76,77","111,40","8,90","12,84"
"('Região Autónoma da Madeira', 'Machico')","2.025,00","6,00","57,00","50,15","21,63","76,43","21,63","76,43","3,40","12,47","17,63"
"('Região Autónoma da Madeira', 'Ponta do Sol')","2.024,00","6,00","60,00","44,58","20,00","78,00","20,00","78,00","0,00","14,00","8,00"
"('Região Autónoma da Madeira', 'Ponta do Sol')","2.024,00","7,00","60,00","44,58","23,52","75,45","23,52","75,45","8,30","12,23","7,35"
"('Região Autónoma da Madeira', 'Ponta do Sol')","2.024,00","8,00","60,00","44,58","24,03","75,71","24,03","75,71","7,00","12,39","9,23"
"('Região Autónoma da Madeira', 'Ponta do Sol')","2.024,00","9,00","57,00","44,58","20,50","77,27","20,50","77,27","39,60","8,47","7,87"
"('Região Autónoma da Madeira', 'Ponta do Sol')","2.024,00","10,00","40,50","44,58","19,00","78,03","19,00","78,03","171,70","6,77","8,84"
"('Região Autónoma da Madeira', 'Ponta do Sol')","2.024,00","11,00","41,50","44,58","17,47","77,33","17,47","77,33","186,50","7,47","8,47"
"('Região Autónoma da Madeira', 'Ponta do Sol')","2.024,00","12,00","34,00","44,58","13,84","78,58","13,84","78,58","118,80","5,74","9,94"
"('Região Autónoma da Madeira', 'Ponta do Sol')","2.025,00","1,00","33,50","44,58","14,13","80,13","14,13","80,13","211,30","7,13","9,35"
"('Região Autónoma da Madeira', 'Ponta do Sol')","2.025,00","2,00","33,50","44,58","13,46","77,14","13,46","77,14","121,10","7,39","8,29"
"('Região Autónoma da Madeira', 'Ponta do Sol')","2.025,00","3,00","24,50","44,58","12,29","78,65","12,29","78,65","274,80","6,58","12,10"
"('Região Autónoma da Madeira', 'Ponta do Sol')","2.025,00","4,00","33,50","44,58","13,90","78,17","13,90","78,17","166,00","8,43","9,93"
"('Região Autónoma da Madeira', 'Ponta do Sol')","2.025,00","5,00","41,50","44,58","16,90","78,77","16,90","78,77","128,50","8,97","8,87"
"('Região Autónoma da Madeira', 'Ponta do Sol')","2.025,00","6,00","60,00","44,58","22,67","76,07","22,67","76,07","3,70","12,07","9,97"
"('Região Autónoma da Madeira', 'Porto Moniz')","2.024,00","6,00","60,00","44,69","20,00","78,00","20,00","78,00","0,00","14,00","8,00"
"('Região Autónoma da Madeira', 'Porto Moniz')","2.024,00","7,00","60,00","44,69","23,52","75,45","23,52","75,45","8,30","12,23","7,35"
"('Região Autónoma da Madeira', 'Porto Moniz')","2.024,00","8,00","60,00","44,69","24,03","75,71","24,03","75,71","7,00","12,42","9,23"
"('Região Autónoma da Madeira', 'Porto Moniz')","2.024,00","9,00","57,00","44,69","20,50","77,27","20,50","77,27","39,60","8,47","7,87"
"('Região Autónoma da Madeira', 'Porto Moniz')","2.024,00","10,00","40,50","44,69","19,00","78,03","19,00","78,03","171,70","6,77","8,84"
"('Região Autónoma da Madeira', 'Porto Moniz')","2.024,00","11,00","41,50","44,69","17,47","77,33","17,47","77,33","186,50","7,47","8,47"
"('Região Autónoma da Madeira', 'Porto Moniz')","2.024,00","12,00","34,00","44,69","13,84","78,58","13,84","78,58","118,80","5,71","9,94"
"('Região Autónoma da Madeira', 'Porto Moniz')","2.025,00","1,00","33,50","44,69","14,13","80,13","14,13","80,13","211,30","7,13","9,35"
"('Região Autónoma da Madeira', 'Porto Moniz')","2.025,00","2,00","33,50","44,69","13,46","77,14","13,46","77,14","121,10","7,36","8,29"
"('Região Autónoma da Madeira', 'Porto Moniz')","2.025,00","3,00","24,50","44,69","12,29","78,65","12,29","78,65","274,80","6,58","12,10"
"('Região Autónoma da Madeira', 'Porto Moniz')","2.025,00","4,00","33,50","44,69","13,90","78,17","13,90","78,17","166,00","8,43","9,93"
"('Região Autónoma da Madeira', 'Porto Moniz')","2.025,00","5,00","43,00","44,69","16,90","78,77","16,90","78,77","128,50","9,00","8,87"
"('Região Autónoma da Madeira', 'Porto Moniz')","2.025,00","6,00","60,00","44,69","22,67","76,07","22,67","76,07","3,70","12,07","9,97"
"('Região Autónoma da Madeira', 'Porto Santo')","2.024,00","6,00","57,00","49,04","21,00","80,00","21,00","80,00","0,00","12,00","20,00"
"('Região Autónoma da Madeira', 'Porto Santo')","2.024,00","7,00","57,00","49,04","22,39","80,77","22,39","80,77","2,40","10,97","19,58"
"('Região Autónoma da Madeira', 'Porto Santo')","2.024,00","8,00","55,00","49,04","23,06","79,19","23,06","79,19","4,80","10,19","25,61"
"('Região Autónoma da Madeira', 'Porto Santo')","2.024,00","9,00","57,00","49,04","22,57","73,77","22,57","73,77","1,60","9,07","21,60"
"('Região Autónoma da Madeira', 'Porto Santo')","2.024,00","10,00","55,50","49,04","22,32","74,90","22,32","74,90","23,60","7,10","23,58"
"('Região Autónoma da Madeira', 'Porto Santo')","2.024,00","11,00","53,00","49,04","21,17","76,13","21,17","76,13","60,80","7,70","21,77"
"('Região Autónoma da Madeira', 'Porto Santo')","2.024,00","12,00","39,00","49,04","19,23","70,94","19,23","70,94","42,10","5,61","28,10"
"('Região Autónoma da Madeira', 'Porto Santo')","2.025,00","1,00","43,50","49,04","18,39","73,81","18,39","73,81","12,20","8,00","23,32"
"('Região Autónoma da Madeira', 'Porto Santo')","2.025,00","2,00","42,00","49,04","17,57","69,75","17,57","69,75","32,80","8,39","19,96"
"('Região Autónoma da Madeira', 'Porto Santo')","2.025,00","3,00","38,00","49,04","17,06","71,16","17,06","71,16","73,90","6,94","32,61"
"('Região Autónoma da Madeira', 'Porto Santo')","2.025,00","4,00","40,00","49,04","17,57","74,10","17,57","74,10","33,70","8,60","25,50"
"('Região Autónoma da Madeira', 'Porto Santo')","2.025,00","5,00","43,50","49,04","18,81","76,71","18,81","76,71","49,90","10,61","21,19"
"('Região Autónoma da Madeira', 'Porto Santo')","2.025,00","6,00","57,00","49,04","20,77","78,50","20,77","78,50","7,80","11,70","21,27"
"('Região Autónoma da Madeira', 'Ribeira Brava')","2.024,00","6,00","60,00","44,58","20,00","78,00","20,00","78,00","0,00","14,00","8,00"
"('Região Autónoma da Madeira', 'Ribeira Brava')","2.024,00","7,00","60,00","44,58","23,52","75,45","23,52","75,45","8,30","12,23","7,35"
"('Região Autónoma da Madeira', 'Ribeira Brava')","2.024,00","8,00","60,00","44,58","24,03","75,71","24,03","75,71","7,00","12,39","9,23"
"('Região Autónoma da Madeira', 'Ribeira Brava')","2.024,00","9,00","57,00","44,58","20,50","77,27","20,50","77,27","39,60","8,47","7,87"
"('Região Autónoma da Madeira', 'Ribeira Brava')","2.024,00","10,00","40,50","44,58","19,00","78,03","19,00","78,03","171,70","6,77","8,84"
"('Região Autónoma da Madeira', 'Ribeira Brava')","2.024,00","11,00","41,50","44,58","17,47","77,33","17,47","77,33","186,50","7,47","8,47"
"('Região Autónoma da Madeira', 'Ribeira Brava')","2.024,00","12,00","34,00","44,58","13,84","78,58","13,84","78,58","118,80","5,74","9,94"
"('Região Autónoma da Madeira', 'Ribeira Brava')","2.025,00","1,00","33,50","44,58","14,13","80,13","14,13","80,13","211,30","7,13","9,35"
"('Região Autónoma da Madeira', 'Ribeira Brava')","2.025,00","2,00","33,50","44,58","13,46","77,14","13,46","77,14","121,10","7,39","8,29"
"('Região Autónoma da Madeira', 'Ribeira Brava')","2.025,00","3,00","24,50","44,58","12,29","78,65","12,29","78,65","274,80","6,58","12,10"
"('Região Autónoma da Madeira', 'Ribeira Brava')","2.025,00","4,00","33,50","44,58","13,90","78,17","13,90","78,17","166,00","8,43","9,93"
"('Região Autónoma da Madeira', 'Ribeira Brava')","2.025,00","5,00","41,50","44,58","16,90","78,77","16,90","78,77","128,50","8,97","8,87"
"('Região Autónoma da Madeira', 'Ribeira Brava')","2.025,00","6,00","60,00","44,58","22,67","76,07","22,67","76,07","3,70","12,07","9,97"
"('Região Autónoma da Madeira', 'Santa Cruz')","2.024,00","6,00","60,00","50,15","23,00","80,00","23,00","80,00","0,00","13,00","11,00"
"('Região Autónoma da Madeira', 'Santa Cruz')","2.024,00","7,00","60,00","50,15","24,81","78,06","24,81","78,06","9,30","12,45","11,39"
"('Região Autónoma da Madeira', 'Santa Cruz')","2.024,00","8,00","57,00","50,15","26,06","78,13","26,06","78,13","2,90","12,10","15,87"
"('Região Autónoma da Madeira', 'Santa Cruz')","2.024,00","9,00","57,00","50,15","23,87","75,23","23,87","75,23","51,80","8,23","12,67"
"('Região Autónoma da Madeira', 'Santa Cruz')","2.024,00","10,00","55,00","50,15","23,35","75,48","23,35","75,48","106,20","7,23","12,65"
"('Região Autónoma da Madeira', 'Santa Cruz')","2.024,00","11,00","55,00","50,15","21,63","75,97","21,63","75,97","113,20","7,17","11,67"
"('Região Autónoma da Madeira', 'Santa Cruz')","2.024,00","12,00","39,00","50,15","18,48","74,00","18,48","74,00","97,30","6,13","15,52"
"('Região Autónoma da Madeira', 'Santa Cruz')","2.025,00","1,00","43,00","50,15","18,48","75,77","18,48","75,77","104,30","7,16","13,97"
"('Região Autónoma da Madeira', 'Santa Cruz')","2.025,00","2,00","44,00","50,15","17,86","72,89","17,86","72,89","72,40","8,43","10,93"
"('Região Autónoma da Madeira', 'Santa Cruz')","2.025,00","3,00","40,50","50,15","17,26","72,97","17,26","72,97","124,80","6,58","14,65"
"('Região Autónoma da Madeira', 'Santa Cruz')","2.025,00","4,00","41,50","50,15","18,03","74,93","18,03","74,93","128,20","7,97","13,03"
"('Região Autónoma da Madeira', 'Santa Cruz')","2.025,00","5,00","43,00","50,15","19,52","76,77","19,52","76,77","111,40","8,90","12,84"
"('Região Autónoma da Madeira', 'Santa Cruz')","2.025,00","6,00","57,00","50,15","21,63","76,43","21,63","76,43","3,40","12,40","17,63"
"('Região Autónoma da Madeira', 'Santana')","2.024,00","6,00","60,00","44,58","20,00","78,00","20,00","78,00","0,00","14,00","8,00"
"('Região Autónoma da Madeira', 'Santana')","2.024,00","7,00","60,00","44,58","23,52","75,45","23,52","75,45","8,30","12,23","7,35"
"('Região Autónoma da Madeira', 'Santana')","2.024,00","8,00","60,00","44,58","24,03","75,71","24,03","75,71","7,00","12,35","9,23"
"('Região Autónoma da Madeira', 'Santana')","2.024,00","9,00","57,00","44,58","20,50","77,27","20,50","77,27","39,60","8,47","7,87"
"('Região Autónoma da Madeira', 'Santana')","2.024,00","10,00","40,50","44,58","19,00","78,03","19,00","78,03","171,70","6,77","8,84"
"('Região Autónoma da Madeira', 'Santana')","2.024,00","11,00","41,50","44,58","17,47","77,33","17,47","77,33","186,50","7,47","8,47"
"('Região Autónoma da Madeira', 'Santana')","2.024,00","12,00","34,00","44,58","13,84","78,58","13,84","78,58","118,80","5,77","9,94"
"('Região Autónoma da Madeira', 'Santana')","2.025,00","1,00","33,50","44,58","14,13","80,13","14,13","80,13","211,30","7,13","9,35"
"('Região Autónoma da Madeira', 'Santana')","2.025,00","2,00","33,50","44,58","13,46","77,14","13,46","77,14","121,10","7,39","8,29"
"('Região Autónoma da Madeira', 'Santana')","2.025,00","3,00","24,50","44,58","12,29","78,65","12,29","78,65","274,80","6,61","12,10"
"('Região Autónoma da Madeira', 'Santana')","2.025,00","4,00","33,50","44,58","13,90","78,17","13,90","78,17","166,00","8,43","9,93"
"('Região Autónoma da Madeira', 'Santana')","2.025,00","5,00","41,50","44,58","16,90","78,77","16,90","78,77","128,50","8,97","8,87"
"('Região Autónoma da Madeira', 'Santana')","2.025,00","6,00","60,00","44,58","22,67","76,07","22,67","76,07","3,70","12,47","9,97"
"('Região Autónoma da Madeira', 'Sao Vicente')","2.024,00","6,00","60,00","45,35","21,00","76,00","21,00","76,00","5,10","9,00","8,00"
"('Região Autónoma da Madeira', 'Sao Vicente')","2.024,00","7,00","46,50","45,35","27,16","65,42","27,16","65,42","54,40","12,87","8,26"
"('Região Autónoma da Madeira', 'Sao Vicente')","2.024,00","8,00","48,00","45,35","28,13","65,29","28,13","65,29","0,10","13,68","8,52"
"('Região Autónoma da Madeira', 'Sao Vicente')","2.024,00","9,00","56,50","45,35","24,87","61,93","24,87","61,93","96,90","10,27","9,83"
"('Região Autónoma da Madeira', 'Sao Vicente')","2.024,00","10,00","52,50","45,35","20,48","80,10","20,48","80,10","319,90","5,94","9,52"
"('Região Autónoma da Madeira', 'Sao Vicente')","2.024,00","11,00","41,50","45,35","19,43","73,27","19,43","73,27","153,40","7,47","9,23"
"('Região Autónoma da Madeira', 'Sao Vicente')","2.024,00","12,00","38,50","45,35","15,29","71,13","15,29","71,13","28,50","8,90","7,97"
"('Região Autónoma da Madeira', 'Sao Vicente')","2.025,00","1,00","32,50","45,35","14,13","77,71","14,13","77,71","472,60","5,58","11,97"
"('Região Autónoma da Madeira', 'Sao Vicente')","2.025,00","2,00","34,00","45,35","14,93","77,82","14,93","77,82","102,70","6,00","7,71"
"('Região Autónoma da Madeira', 'Sao Vicente')","2.025,00","3,00","32,50","45,35","15,32","77,39","15,32","77,39","262,40","6,77","11,39"
"('Região Autónoma da Madeira', 'Sao Vicente')","2.025,00","4,00","41,50","45,35","19,00","76,47","19,00","76,47","237,60","7,57","9,67"
"('Região Autónoma da Madeira', 'Sao Vicente')","2.025,00","5,00","57,50","45,35","21,97","69,87","21,97","69,87","78,90","10,48","8,03"
"('Região Autónoma da Madeira', 'Sao Vicente')","2.025,00","6,00","48,00","45,35","27,60","63,47","27,60","63,47","9,10","14,03","8,27"
"('Região Autónoma dos Açores', 'Angra do Heroismo')","2.024,00","6,00","60,00","44,88","22,00","78,00","22,00","78,00","0,00","15,00","11,00"
"('Região Autónoma dos Açores', 'Angra do Heroismo')","2.024,00","7,00","60,00","44,88","23,26","80,13","23,26","80,13","22,80","10,71","12,32"
"('Região Autónoma dos Açores', 'Angra do Heroismo')","2.024,00","8,00","60,00","44,88","24,68","77,61","24,68","77,61","18,40","9,55","10,68"
"('Região Autónoma dos Açores', 'Angra do Heroismo')","2.024,00","9,00","52,00","44,88","22,83","76,63","22,83","76,63","63,10","6,90","16,03"
"('Região Autónoma dos Açores', 'Angra do Heroismo')","2.024,00","10,00","51,00","44,88","20,68","77,00","20,68","77,00","119,90","6,52","20,97"
"('Região Autónoma dos Açores', 'Angra do Heroismo')","2.024,00","11,00","36,50","44,88","18,60","81,53","18,60","81,53","457,20","4,87","24,97"
"('Região Autónoma dos Açores', 'Angra do Heroismo')","2.024,00","12,00","40,00","44,88","16,58","78,84","16,58","78,84","61,60","5,23","18,58"
"('Região Autónoma dos Açores', 'Angra do Heroismo')","2.025,00","1,00","34,50","44,88","16,65","83,81","16,65","83,81","505,30","4,23","30,39"
"('Região Autónoma dos Açores', 'Angra do Heroismo')","2.025,00","2,00","26,50","44,88","15,21","80,46","15,21","80,46","219,40","4,25","26,46"
"('Região Autónoma dos Açores', 'Angra do Heroismo')","2.025,00","3,00","31,00","44,88","14,23","76,45","14,23","76,45","118,90","6,42","21,16"
"('Região Autónoma dos Açores', 'Angra do Heroismo')","2.025,00","4,00","30,50","44,88","15,33","78,90","15,33","78,90","138,20","7,17","22,93"
"('Região Autónoma dos Açores', 'Angra do Heroismo')","2.025,00","5,00","41,50","44,88","17,29","83,48","17,29","83,48","145,80","7,32","13,45"
"('Região Autónoma dos Açores', 'Angra do Heroismo')","2.025,00","6,00","60,00","44,88","20,30","82,27","20,30","82,27","26,50","9,77","13,37"
"('Região Autónoma dos Açores', 'Calheta [R.A.A.]')","2.024,00","6,00","60,00","44,69","20,00","78,00","20,00","78,00","0,00","14,00","8,00"
"('Região Autónoma dos Açores', 'Calheta [R.A.A.]')","2.024,00","7,00","60,00","44,69","23,52","75,45","23,52","75,45","8,30","12,23","7,35"
"('Região Autónoma dos Açores', 'Calheta [R.A.A.]')","2.024,00","8,00","60,00","44,69","24,03","75,71","24,03","75,71","7,00","12,39","9,23"
"('Região Autónoma dos Açores', 'Calheta [R.A.A.]')","2.024,00","9,00","57,00","44,69","20,50","77,27","20,50","77,27","39,60","8,47","7,87"
"('Região Autónoma dos Açores', 'Calheta [R.A.A.]')","2.024,00","10,00","40,50","44,69","19,00","78,03","19,00","78,03","171,70","6,77","8,84"
"('Região Autónoma dos Açores', 'Calheta [R.A.A.]')","2.024,00","11,00","41,50","44,69","17,47","77,33","17,47","77,33","186,50","7,47","8,47"
"('Região Autónoma dos Açores', 'Calheta [R.A.A.]')","2.024,00","12,00","34,00","44,69","13,84","78,58","13,84","78,58","118,80","5,71","9,94"
"('Região Autónoma dos Açores', 'Calheta [R.A.A.]')","2.025,00","1,00","33,50","44,69","14,13","80,13","14,13","80,13","211,30","7,13","9,35"
"('Região Autónoma dos Açores', 'Calheta [R.A.A.]')","2.025,00","2,00","33,50","44,69","13,46","77,14","13,46","77,14","121,10","7,36","8,29"
"('Região Autónoma dos Açores', 'Calheta [R.A.A.]')","2.025,00","3,00","24,50","44,69","12,29","78,65","12,29","78,65","274,80","6,58","12,10"
"('Região Autónoma dos Açores', 'Calheta [R.A.A.]')","2.025,00","4,00","33,50","44,69","13,90","78,17","13,90","78,17","166,00","8,43","9,93"
"('Região Autónoma dos Açores', 'Calheta [R.A.A.]')","2.025,00","5,00","43,00","44,69","16,90","78,77","16,90","78,77","128,50","9,00","8,87"
"('Região Autónoma dos Açores', 'Calheta [R.A.A.]')","2.025,00","6,00","60,00","44,69","22,67","76,07","22,67","76,07","3,70","12,07","9,97"
"('Região Autónoma dos Açores', 'Corvo')","2.024,00","6,00","57,00","40,77","22,00","77,00","22,00","77,00","0,00","15,00","15,00"
"('Região Autónoma dos Açores', 'Corvo')","2.024,00","7,00","52,00","40,77","24,16","79,97","24,16","79,97","105,90","8,97","15,90"
"('Região Autónoma dos Açores', 'Corvo')","2.024,00","8,00","53,00","40,77","25,65","76,87","25,65","76,87","73,70","8,23","15,52"
"('Região Autónoma dos Açores', 'Corvo')","2.024,00","9,00","52,00","40,77","23,70","74,57","23,70","74,57","92,10","7,43","21,93"
"('Região Autónoma dos Açores', 'Corvo')","2.024,00","10,00","47,50","40,77","21,42","73,52","21,42","73,52","190,10","5,42","27,87"
"('Região Autónoma dos Açores', 'Corvo')","2.024,00","11,00","34,50","40,77","19,27","76,67","19,27","76,67","216,40","4,87","28,77"
"('Região Autónoma dos Açores', 'Corvo')","2.024,00","12,00","34,50","40,77","17,94","78,87","17,94","78,87","221,40","4,06","29,81"
"('Região Autónoma dos Açores', 'Corvo')","2.025,00","1,00","32,50","40,77","17,45","80,68","17,45","80,68","327,80","4,16","35,68"
"('Região Autónoma dos Açores', 'Corvo')","2.025,00","2,00","26,50","40,77","15,82","74,50","15,82","74,50","174,60","4,43","29,96"
"('Região Autónoma dos Açores', 'Corvo')","2.025,00","3,00","29,50","40,77","15,26","75,71","15,26","75,71","135,80","5,68","24,68"
"('Região Autónoma dos Açores', 'Corvo')","2.025,00","4,00","27,50","40,77","15,97","77,10","15,97","77,10","141,10","6,00","27,47"
"('Região Autónoma dos Açores', 'Corvo')","2.025,00","5,00","38,50","40,77","17,94","82,42","17,94","82,42","155,60","8,77","20,61"
"('Região Autónoma dos Açores', 'Corvo')","2.025,00","6,00","45,00","40,77","19,47","80,70","19,47","80,70","26,60","11,73","21,07"
"('Região Autónoma dos Açores', 'Horta')","2.024,00","6,00","57,00","43,46","22,00","76,00","22,00","76,00","0,10","15,00","22,00"
