Regiao,municipio,ano_mes,estacao,dias_no_mes,dias_bons,dias_aceitaveis,dias_marginais,extremos,percentual_extremos,media_score,score_max,score_min,score_std,media_maxtemp,maxtemp_max,media_mintemp,mintemp_min,media_totalSnow_cm,media_sunHour,media_uvIndex,media_FeelsLikeC,media_HeatIndexC,media_WindChillC,media_humidity,media_precipMM,media_tempC,calor_extremo,frio_extremo,chuva_extrema,neve,uv_extremo,class_mais_comum,classificacao_mes
Alentejo,Cuba,2024-07,Verão,"31,00","0,00","4,00","27,00","15,00","48,39","36,48","58,00","16,80","9,20","35,16","42,00","18,32","12,00","0,00","13,71","6,61","25,87","25,87","25,81","45,16","0,05","35,16","15,00","0,00","0,00","0,00","3,00",Marginal,Marginal
Alentejo,Cuba,2024-08,Verão,"31,00","0,00","0,00","31,00","16,00","51,61","36,09","40,00","26,80","3,99","35,61","40,00","18,87","15,00","0,00","13,77","6,71","26,35","26,35","26,29","45,13","0,00","35,61","16,00","0,00","0,00","0,00","2,00",Marginal,Marginal
Alentejo,Cuba,2024-09,Outono,"30,00","13,00","8,00","9,00","1,00","3,33","68,29","100,00","30,40","26,12","29,47","36,00","16,37","12,00","0,00","10,97","5,57","21,93","22,10","21,93","53,40","0,29","29,47","1,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Cuba,2024-10,Outono,"31,00","25,00","4,00","2,00","0,00","0,00","84,51","100,00","22,80","21,99","23,06","29,00","14,94","10,00","0,00","8,45","4,39","18,32","18,97","18,32","70,74","3,45","23,06","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Cuba,2024-11,Outono,"30,00","18,00","4,00","8,00","0,00","0,00","70,64","96,40","9,00","31,10","19,90","24,00","12,77","7,00","0,00","7,83","4,10","15,47","15,87","15,47","73,20","1,85","19,90","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Cuba,2024-12,Inverno,"31,00","2,00","0,00","29,00","0,00","0,00","32,35","92,80","9,00","16,45","15,90","22,00","7,19","3,00","0,00","8,39","3,13","9,68","10,90","9,68","69,90","0,27","15,90","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Cuba,2025-01,Inverno,"31,00","0,00","0,00","31,00","1,00","3,23","20,88","40,80","0,80","8,54","15,19","19,00","7,48","2,00","0,00","6,26","2,90","9,58","10,90","9,58","78,52","4,74","15,19","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Alentejo,Cuba,2025-02,Inverno,"28,00","0,00","1,00","27,00","0,00","0,00","20,64","50,80","4,80","10,41","15,93","19,00","7,75","5,00","0,00","6,93","2,93","10,43","11,36","10,43","81,00","2,07","15,93","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Cuba,2025-03,Primavera,"31,00","4,00","0,00","27,00","0,00","0,00","22,61","92,80","0,00","26,78","15,68","22,00","7,97","4,00","0,00","5,84","2,94","9,94","11,39","9,94","85,19","7,49","15,68","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Cuba,2025-04,Primavera,"30,00","17,00","0,00","13,00","0,00","0,00","60,43","96,40","9,00","36,12","19,87","26,00","10,47","6,00","0,00","7,87","3,60","14,07","14,87","14,07","77,03","3,28","19,87","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Cuba,2025-05,Primavera,"31,00","17,00","7,00","7,00","4,00","12,90","69,61","96,40","22,80","25,84","25,55","38,00","12,68","8,00","0,00","11,65","4,81","18,55","18,71","18,55","61,42","0,51","25,55","4,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Cuba,2025-06,Verão,"30,00","2,00","9,00","19,00","10,00","33,33","42,84","96,40","12,00","19,42","34,20","44,00","17,97","12,00","0,00","13,07","6,27","25,40","25,40","25,53","46,07","0,15","34,20","10,00","0,00","0,00","0,00","3,00",Marginal,Marginal
Alentejo,Elvas,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"28,00","28,00","14,00","14,00","0,00","14,00","6,00","21,00","21,00","21,00","58,00","0,00","28,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Elvas,2024-07,Verão,"31,00","0,00","1,00","30,00","22,00","70,97","31,06","58,00","16,80","8,67","37,23","44,00","18,77","13,00","0,00","13,61","6,97","27,61","27,61","27,90","37,71","0,01","37,23","22,00","0,00","0,00","0,00","8,00",Marginal,Marginal
Alentejo,Elvas,2024-08,Verão,"31,00","0,00","0,00","31,00","26,00","83,87","30,97","40,00","16,80","6,40","37,81","42,00","19,84","16,00","0,00","13,94","7,19","28,32","28,32","28,42","36,58","0,00","37,81","26,00","0,00","0,00","0,00","9,00",Marginal,Marginal
Alentejo,Elvas,2024-09,Outono,"30,00","11,00","6,00","13,00","1,00","3,33","62,51","100,00","24,00","26,98","30,13","36,00","15,97","10,00","0,00","10,93","5,73","22,53","22,57","22,70","46,47","0,24","30,13","1,00","0,00","0,00","0,00","0,00",Marginal,Bom
Alentejo,Elvas,2024-10,Outono,"31,00","22,00","5,00","4,00","0,00","0,00","79,12","100,00","17,40","25,70","23,03","31,00","14,71","9,00","0,00","7,74","4,45","18,19","18,77","18,13","68,81","4,60","23,03","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Elvas,2024-11,Outono,"30,00","21,00","2,00","7,00","0,00","0,00","74,62","96,40","18,00","28,95","20,07","24,00","11,67","6,00","0,00","8,13","4,07","14,70","15,40","14,70","70,33","1,99","20,07","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Elvas,2024-12,Inverno,"31,00","2,00","0,00","29,00","0,00","0,00","33,29","92,80","18,00","16,37","15,39","21,00","5,77","2,00","0,00","9,16","3,13","8,61","9,65","8,61","69,26","0,15","15,39","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Elvas,2025-01,Inverno,"31,00","0,00","0,00","31,00","2,00","6,45","20,66","40,80","0,00","8,88","14,61","19,00","6,35","-1,00","0,00","6,55","2,77","8,65","9,87","8,65","76,61","4,31","14,61","0,00","2,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Elvas,2025-02,Inverno,"28,00","1,00","0,00","27,00","0,00","0,00","25,99","88,00","9,00","14,00","16,07","20,00","6,86","3,00","0,00","8,00","3,00","9,93","10,75","9,93","77,43","1,41","16,07","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Elvas,2025-03,Primavera,"31,00","4,00","0,00","27,00","0,00","0,00","26,70","88,00","0,00","26,44","16,03","23,00","7,48","2,00","0,00","5,77","2,97","9,84","11,45","9,84","81,55","5,90","16,03","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Elvas,2025-04,Primavera,"30,00","16,00","0,00","14,00","0,00","0,00","57,47","96,40","9,00","37,37","20,37","26,00","10,17","4,00","0,00","8,07","3,67","14,23","15,13","14,23","74,67","2,40","20,37","0,00","0,00","0,00","0,00","0,00",Excelente,Aceitável
Alentejo,Elvas,2025-05,Primavera,"31,00","15,00","8,00","8,00","4,00","12,90","66,36","96,40","13,80","26,58","25,55","38,00","12,52","7,00","0,00","11,45","4,81","18,58","18,97","18,68","59,03","0,90","25,55","4,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Elvas,2025-06,Verão,"30,00","2,00","5,00","23,00","13,00","43,33","38,81","96,40","12,00","19,33","34,87","43,00","18,23","11,00","0,00","12,90","6,40","25,93","25,97","26,13","41,67","0,36","34,87","13,00","0,00","0,00","0,00","6,00",Marginal,Marginal
Alentejo,Estremoz,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"26,00","26,00","14,00","14,00","0,00","9,00","4,00","20,00","20,00","20,00","61,00","0,60","26,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Estremoz,2024-07,Verão,"31,00","0,00","8,00","23,00","14,00","45,16","39,43","58,00","16,80","10,17","34,65","41,00","16,97","11,00","0,00","13,71","6,42","25,13","25,13","25,16","46,94","0,05","34,65","14,00","0,00","0,00","0,00","2,00",Marginal,Marginal
Alentejo,Estremoz,2024-08,Verão,"31,00","0,00","2,00","29,00","16,00","51,61","36,81","58,00","20,40","7,02","35,42","40,00","17,58","14,00","0,00","13,97","6,48","25,35","25,35","25,35","46,61","0,00","35,42","16,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Estremoz,2024-09,Outono,"30,00","13,00","8,00","9,00","1,00","3,33","66,45","100,00","20,40","25,94","28,87","36,00","15,23","11,00","0,00","10,60","5,27","21,13","21,17","21,27","53,43","0,45","28,87","1,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Estremoz,2024-10,Outono,"31,00","25,00","1,00","5,00","0,00","0,00","81,32","100,00","22,80","24,05","22,61","28,00","14,26","9,00","0,00","7,48","4,19","17,68","18,32","17,68","73,19","3,98","22,61","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Estremoz,2024-11,Outono,"30,00","16,00","3,00","11,00","0,00","0,00","63,01","96,40","8,40","33,42","19,37","23,00","11,67","6,00","0,00","7,67","4,03","14,47","15,03","14,47","74,90","1,91","19,37","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Estremoz,2024-12,Inverno,"31,00","3,00","0,00","28,00","0,00","0,00","33,12","92,80","18,00","19,23","15,26","21,00","6,32","2,00","0,00","8,71","3,00","8,42","9,97","8,42","71,77","0,60","15,26","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Estremoz,2025-01,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","17,97","28,00","4,80","8,73","14,48","18,00","6,97","2,00","0,00","5,97","2,81","8,58","10,19","8,58","80,06","5,12","14,48","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Estremoz,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","18,69","32,80","4,80","7,92","15,21","18,00","7,25","5,00","0,00","6,71","2,82","9,50","10,50","9,50","82,04","2,20","15,21","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Estremoz,2025-03,Primavera,"31,00","3,00","0,00","28,00","0,00","0,00","22,31","88,00","0,00","23,66","15,13","21,00","7,23","4,00","0,00","5,61","2,81","9,23","10,87","9,23","86,03","7,15","15,13","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Estremoz,2025-04,Primavera,"30,00","13,00","0,00","17,00","0,00","0,00","50,77","96,40","0,00","37,15","19,13","25,00","9,53","5,00","0,00","7,50","3,50","13,00","14,10","13,00","79,73","3,79","19,13","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Alentejo,Estremoz,2025-05,Primavera,"31,00","15,00","3,00","13,00","3,00","9,68","63,98","96,40","13,80","27,94","24,29","37,00","11,58","7,00","0,00","11,06","4,39","17,23","17,68","17,23","65,19","0,93","24,29","3,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Estremoz,2025-06,Verão,"30,00","4,00","9,00","17,00","9,00","30,00","46,80","96,40","12,00","23,03","33,43","43,00","16,23","11,00","0,00","12,93","5,97","24,17","24,27","24,17","49,00","0,09","33,43","9,00","0,00","0,00","0,00","3,00",Marginal,Marginal
Alentejo,Evora,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"26,00","26,00","14,00","14,00","0,00","9,00","4,00","20,00","20,00","20,00","61,00","0,60","26,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Evora,2024-07,Verão,"31,00","0,00","8,00","23,00","14,00","45,16","39,43","58,00","16,80","10,17","34,65","41,00","16,97","11,00","0,00","13,71","6,42","25,13","25,13","25,16","46,94","0,05","34,65","14,00","0,00","0,00","0,00","2,00",Marginal,Marginal
Alentejo,Evora,2024-08,Verão,"31,00","0,00","2,00","29,00","16,00","51,61","36,81","58,00","20,40","7,02","35,42","40,00","17,58","14,00","0,00","13,94","6,48","25,35","25,35","25,35","46,61","0,00","35,42","16,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Evora,2024-09,Outono,"30,00","13,00","8,00","9,00","1,00","3,33","66,45","100,00","20,40","25,94","28,87","36,00","15,23","11,00","0,00","10,63","5,27","21,13","21,17","21,27","53,43","0,45","28,87","1,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Evora,2024-10,Outono,"31,00","25,00","1,00","5,00","0,00","0,00","81,32","100,00","22,80","24,05","22,61","28,00","14,26","9,00","0,00","7,48","4,19","17,68","18,32","17,68","73,19","3,98","22,61","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Evora,2024-11,Outono,"30,00","16,00","3,00","11,00","0,00","0,00","63,01","96,40","8,40","33,42","19,37","23,00","11,67","6,00","0,00","7,63","4,03","14,47","15,03","14,47","74,90","1,91","19,37","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Evora,2024-12,Inverno,"31,00","3,00","0,00","28,00","0,00","0,00","33,12","92,80","18,00","19,23","15,26","21,00","6,32","2,00","0,00","8,71","3,00","8,42","9,97","8,42","71,77","0,60","15,26","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Evora,2025-01,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","17,97","28,00","4,80","8,73","14,48","18,00","6,97","2,00","0,00","5,97","2,81","8,58","10,19","8,58","80,06","5,12","14,48","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Evora,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","18,69","32,80","4,80","7,92","15,21","18,00","7,25","5,00","0,00","6,71","2,82","9,50","10,50","9,50","82,04","2,20","15,21","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Evora,2025-03,Primavera,"31,00","3,00","0,00","28,00","0,00","0,00","22,31","88,00","0,00","23,66","15,13","21,00","7,23","4,00","0,00","5,61","2,81","9,23","10,87","9,23","86,03","7,15","15,13","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Evora,2025-04,Primavera,"30,00","13,00","0,00","17,00","0,00","0,00","50,77","96,40","0,00","37,15","19,13","25,00","9,53","5,00","0,00","7,50","3,50","13,00","14,10","13,00","79,73","3,79","19,13","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Alentejo,Evora,2025-05,Primavera,"31,00","15,00","3,00","13,00","3,00","9,68","63,98","96,40","13,80","27,94","24,29","37,00","11,58","7,00","0,00","11,06","4,39","17,23","17,68","17,23","65,19","0,93","24,29","3,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Evora,2025-06,Verão,"30,00","4,00","9,00","17,00","9,00","30,00","46,80","96,40","12,00","23,03","33,43","43,00","16,23","11,00","0,00","12,93","5,97","24,17","24,27","24,17","49,00","0,09","33,43","9,00","0,00","0,00","0,00","3,00",Marginal,Marginal
Alentejo,Ferreira do Alentejo,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"28,00","28,00","15,00","15,00","0,00","11,00","5,00","20,00","21,00","20,00","62,00","0,00","28,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Ferreira do Alentejo,2024-07,Verão,"31,00","0,00","4,00","27,00","15,00","48,39","36,48","58,00","16,80","9,20","35,16","42,00","18,32","12,00","0,00","13,71","6,61","25,87","25,87","25,81","45,16","0,05","35,16","15,00","0,00","0,00","0,00","3,00",Marginal,Marginal
Alentejo,Ferreira do Alentejo,2024-08,Verão,"31,00","0,00","0,00","31,00","16,00","51,61","36,09","40,00","26,80","3,99","35,61","40,00","18,87","15,00","0,00","13,74","6,71","26,35","26,35","26,29","45,13","0,00","35,61","16,00","0,00","0,00","0,00","2,00",Marginal,Marginal
Alentejo,Ferreira do Alentejo,2024-09,Outono,"30,00","13,00","8,00","9,00","1,00","3,33","68,29","100,00","30,40","26,12","29,47","36,00","16,37","12,00","0,00","10,97","5,57","21,93","22,10","21,93","53,40","0,29","29,47","1,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Ferreira do Alentejo,2024-10,Outono,"31,00","25,00","4,00","2,00","0,00","0,00","84,51","100,00","22,80","21,99","23,06","29,00","14,94","10,00","0,00","8,48","4,39","18,32","18,97","18,32","70,74","3,45","23,06","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Ferreira do Alentejo,2024-11,Outono,"30,00","18,00","4,00","8,00","0,00","0,00","70,64","96,40","9,00","31,10","19,90","24,00","12,77","7,00","0,00","7,83","4,10","15,47","15,87","15,47","73,20","1,85","19,90","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Ferreira do Alentejo,2024-12,Inverno,"31,00","2,00","0,00","29,00","0,00","0,00","32,35","92,80","9,00","16,45","15,90","22,00","7,19","3,00","0,00","8,39","3,13","9,68","10,90","9,68","69,90","0,27","15,90","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Ferreira do Alentejo,2025-01,Inverno,"31,00","0,00","0,00","31,00","1,00","3,23","20,88","40,80","0,80","8,54","15,19","19,00","7,48","2,00","0,00","6,26","2,90","9,58","10,90","9,58","78,52","4,74","15,19","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Alentejo,Ferreira do Alentejo,2025-02,Inverno,"28,00","0,00","1,00","27,00","0,00","0,00","20,64","50,80","4,80","10,41","15,93","19,00","7,75","5,00","0,00","6,93","2,93","10,43","11,36","10,43","81,00","2,07","15,93","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Ferreira do Alentejo,2025-03,Primavera,"31,00","4,00","0,00","27,00","0,00","0,00","22,61","92,80","0,00","26,78","15,68","22,00","7,97","4,00","0,00","5,84","2,94","9,94","11,39","9,94","85,19","7,49","15,68","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Ferreira do Alentejo,2025-04,Primavera,"30,00","17,00","0,00","13,00","0,00","0,00","60,43","96,40","9,00","36,12","19,87","26,00","10,47","6,00","0,00","7,90","3,60","14,07","14,87","14,07","77,03","3,28","19,87","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Ferreira do Alentejo,2025-05,Primavera,"31,00","17,00","7,00","7,00","4,00","12,90","69,61","96,40","22,80","25,84","25,55","38,00","12,68","8,00","0,00","11,65","4,81","18,55","18,71","18,55","61,42","0,51","25,55","4,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Ferreira do Alentejo,2025-06,Verão,"30,00","2,00","9,00","19,00","10,00","33,33","42,84","96,40","12,00","19,42","34,20","44,00","17,97","12,00","0,00","13,07","6,27","25,40","25,40","25,53","46,07","0,15","34,20","10,00","0,00","0,00","0,00","3,00",Marginal,Marginal
Alentejo,Fronteira,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","92,80","92,80","92,80",nan,"24,00","24,00","11,00","11,00","0,00","12,00","4,00","18,00","19,00","18,00","63,00","0,70","24,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Fronteira,2024-07,Verão,"31,00","4,00","7,00","20,00","10,00","32,26","45,87","96,40","12,00","22,61","33,26","40,00","18,16","12,00","0,00","13,52","6,45","25,26","25,26","25,29","43,23","0,06","33,26","10,00","0,00","0,00","0,00","3,00",Marginal,Marginal
Alentejo,Fronteira,2024-08,Verão,"31,00","0,00","5,00","26,00","11,00","35,48","37,86","58,00","16,80","11,34","34,26","38,00","19,26","16,00","0,00","13,90","6,58","25,94","25,90","26,23","40,87","0,01","34,26","11,00","0,00","0,00","0,00","1,00",Marginal,Marginal
Alentejo,Fronteira,2024-09,Outono,"30,00","16,00","10,00","4,00","0,00","0,00","74,77","100,00","30,00","24,08","26,80","33,00","15,17","10,00","0,00","10,63","5,17","20,43","20,47","20,53","49,97","0,57","26,80","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Fronteira,2024-10,Outono,"31,00","16,00","0,00","15,00","0,00","0,00","61,52","100,00","8,40","35,58","20,06","27,00","13,32","8,00","0,00","6,90","3,94","15,97","16,48","15,97","75,13","4,67","20,06","0,00","0,00","0,00","0,00","0,00",Marginal,Bom
Alentejo,Fronteira,2024-11,Outono,"30,00","4,00","3,00","23,00","0,00","0,00","38,45","96,40","9,00","25,09","17,13","21,00","10,93","6,00","0,00","7,70","3,50","13,00","13,40","13,00","77,73","1,93","17,13","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Fronteira,2024-12,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","27,00","45,40","9,00","6,43","12,90","19,00","5,94","2,00","0,00","9,13","3,03","7,74","8,81","7,74","73,90","0,37","12,90","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Fronteira,2025-01,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","17,59","28,00","0,00","10,24","11,97","16,00","5,90","1,00","0,00","5,81","2,68","7,29","8,65","7,29","81,13","5,55","11,97","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Fronteira,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","18,64","28,00","9,00","7,54","13,07","16,00","6,68","5,00","0,00","6,86","2,50","8,86","9,64","8,86","82,89","1,44","13,07","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Fronteira,2025-03,Primavera,"31,00","1,00","0,00","30,00","0,00","0,00","17,84","88,00","9,00","15,87","12,77","20,00","6,35","2,00","0,00","4,87","2,58","7,71","9,39","7,71","85,97","5,17","12,77","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Fronteira,2025-04,Primavera,"30,00","10,00","1,00","19,00","0,00","0,00","43,89","96,40","4,80","37,04","17,30","24,00","9,17","3,00","0,00","8,03","3,37","12,13","13,07","12,13","80,17","3,66","17,30","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Fronteira,2025-05,Primavera,"31,00","11,00","2,00","18,00","0,00","0,00","54,69","100,00","4,80","32,05","22,58","35,00","12,13","6,00","0,00","11,29","4,32","16,84","17,16","16,94","64,90","1,77","22,58","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Alentejo,Fronteira,2025-06,Verão,"30,00","7,00","7,00","16,00","9,00","30,00","51,56","100,00","12,00","27,51","32,20","41,00","17,70","9,00","0,00","13,43","5,97","24,40","24,37","24,50","45,90","0,49","32,20","9,00","0,00","0,00","0,00","2,00",Marginal,Aceitável
Alentejo,Gaviao,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","100,00","100,00","100,00",nan,"26,00","26,00","16,00","16,00","0,00","14,00","6,00","20,00","21,00","20,00","71,00","0,00","26,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Gaviao,2024-07,Verão,"31,00","10,00","14,00","7,00","0,00","0,00","66,09","100,00","36,40","23,88","29,97","35,00","18,19","13,00","0,00","13,77","6,16","24,42","24,48","23,90","56,97","0,05","29,97","0,00","0,00","0,00","0,00","0,00",Aceitável,Bom
Alentejo,Gaviao,2024-08,Verão,"31,00","3,00","14,00","14,00","1,00","3,23","52,93","100,00","30,40","17,80","31,06","36,00","19,10","16,00","0,00","13,55","6,19","25,29","25,29","24,58","56,81","0,00","31,06","1,00","0,00","0,00","0,00","0,00",Aceitável,Aceitável
Alentejo,Gaviao,2024-09,Outono,"30,00","23,00","7,00","0,00","0,00","0,00","88,33","100,00","54,40","17,81","26,87","31,00","16,70","13,00","0,00","11,20","5,57","21,13","21,47","21,00","64,40","0,23","26,87","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Gaviao,2024-10,Outono,"31,00","27,00","3,00","1,00","1,00","3,23","87,37","100,00","36,40","17,51","22,61","29,00","16,19","11,00","0,00","8,84","4,55","18,94","19,35","18,87","75,03","5,01","22,61","0,00","0,00","1,00","0,00","0,00",Excelente,Excelente
Alentejo,Gaviao,2024-11,Outono,"30,00","19,00","3,00","8,00","0,00","0,00","71,89","100,00","8,40","28,79","20,00","23,00","14,43","9,00","0,00","8,07","4,23","16,57","16,93","16,57","75,80","2,43","20,00","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Gaviao,2024-12,Inverno,"31,00","3,00","4,00","24,00","0,00","0,00","39,19","96,40","18,00","19,95","16,77","21,00","10,16","6,00","0,00","9,29","3,61","11,87","12,84","11,87","68,71","0,10","16,77","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Gaviao,2025-01,Inverno,"31,00","0,00","1,00","30,00","3,00","9,68","24,72","54,40","4,40","11,24","16,29","19,00","10,32","5,00","0,00","6,58","3,52","12,23","13,13","12,23","76,35","6,83","16,29","0,00","0,00","3,00","0,00","0,00",Marginal,Marginal
Alentejo,Gaviao,2025-02,Inverno,"28,00","0,00","1,00","27,00","0,00","0,00","26,62","50,80","4,80","8,12","16,29","19,00","9,89","6,00","0,00","7,79","3,25","11,96","12,82","11,96","77,86","3,49","16,29","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Gaviao,2025-03,Primavera,"31,00","2,00","1,00","28,00","0,00","0,00","27,45","92,80","4,80","19,31","16,06","22,00","10,26","7,00","0,00","6,29","3,23","11,71","12,84","11,71","79,77","6,09","16,06","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Gaviao,2025-04,Primavera,"30,00","11,00","1,00","18,00","0,00","0,00","54,48","96,40","13,80","32,06","19,10","24,00","12,47","9,00","0,00","9,57","3,83","15,13","15,70","15,13","76,27","2,95","19,10","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Alentejo,Gaviao,2025-05,Primavera,"31,00","20,00","8,00","3,00","0,00","0,00","79,46","100,00","32,80","22,94","23,10","30,00","13,94","10,00","0,00","12,06","4,81","18,10","18,55","17,97","65,55","0,82","23,10","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Gaviao,2025-06,Verão,"30,00","13,00","13,00","4,00","0,00","0,00","72,08","100,00","28,00","25,16","28,70","34,00","17,60","14,00","0,00","13,33","5,77","23,23","23,47","22,97","57,83","0,06","28,70","0,00","0,00","0,00","0,00","0,00",Aceitável,Muito Bom
Alentejo,Golega,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"24,00","24,00","15,00","15,00","0,00","6,00","4,00","19,00","20,00","19,00","67,00","4,10","24,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Golega,2024-07,Verão,"31,00","6,00","11,00","14,00","5,00","16,13","55,29","100,00","30,40","22,83","31,97","42,00","16,55","12,00","0,00","13,71","5,87","23,39","23,52","23,13","61,19","0,22","31,97","5,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Alentejo,Golega,2024-08,Verão,"31,00","2,00","10,00","19,00","6,00","19,35","47,94","100,00","30,40","16,88","32,61","39,00","16,87","13,00","0,00","13,58","5,94","23,35","23,42","23,10","62,35","0,00","32,61","6,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Golega,2024-09,Outono,"30,00","18,00","5,00","7,00","1,00","3,33","74,01","100,00","24,00","27,72","27,93","37,00","15,10","10,00","0,00","10,17","4,93","20,10","20,53","20,20","60,17","0,71","27,93","1,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Golega,2024-10,Outono,"31,00","27,00","1,00","3,00","1,00","3,23","82,47","100,00","28,00","19,86","23,16","29,00","14,32","9,00","0,00","7,23","4,35","17,84","18,42","17,84","76,71","5,13","23,16","0,00","0,00","1,00","0,00","0,00",Excelente,Excelente
