Regiao,municipio,ano_mes,estacao,dias_no_mes,dias_bons,dias_aceitaveis,dias_marginais,extremos,percentual_extremos,media_score,score_max,score_min,score_std,media_maxtemp,maxtemp_max,media_mintemp,mintemp_min,media_totalSnow_cm,media_sunHour,media_uvIndex,media_FeelsLikeC,media_HeatIndexC,media_WindChillC,media_humidity,media_precipMM,media_tempC,calor_extremo,frio_extremo,chuva_extrema,neve,uv_extremo,class_mais_comum,classificacao_mes
Norte,Ponte de Lima,2025-04,Primavera,"30,00","12,00","1,00","17,00","2,00","6,67","47,89","96,40","0,00","37,34","18,97","27,00","9,60","5,00","0,00","7,67","3,53","13,50","14,23","13,50","79,70","7,81","18,97","0,00","0,00","2,00","0,00","0,00",Marginal,Marginal
Norte,Ponte de Lima,2025-05,Primavera,"31,00","17,00","4,00","10,00","0,00","0,00","65,34","96,40","13,80","30,92","22,13","32,00","10,94","7,00","0,00","10,61","4,03","16,29","16,55","16,26","72,71","2,70","22,13","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Ponte de Lima,2025-06,Verão,"30,00","16,00","5,00","9,00","2,00","6,67","68,70","100,00","30,40","24,54","28,10","38,00","13,37","9,00","0,00","13,33","5,10","20,60","20,93","20,43","65,80","0,38","28,10","2,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Porto,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","100,00","100,00","100,00",nan,"20,00","20,00","16,00","16,00","0,00","9,00","4,00","17,00","17,00","17,00","80,00","1,80","20,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Porto,2024-07,Verão,"31,00","27,00","4,00","0,00","0,00","0,00","91,02","100,00","54,40","14,47","23,68","30,00","16,68","13,00","0,00","12,71","5,03","20,29","20,71","20,10","72,68","1,04","23,68","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Porto,2024-08,Verão,"31,00","31,00","0,00","0,00","0,00","0,00","97,60","100,00","90,00","3,97","23,87","28,00","16,87","14,00","0,00","13,52","5,16","20,03","20,84","19,97","72,90","0,05","23,87","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Porto,2024-09,Outono,"30,00","24,00","1,00","5,00","0,00","0,00","84,77","100,00","17,40","25,68","22,03","30,00","15,33","12,00","0,00","10,47","4,80","18,60","18,80","18,60","65,87","2,64","22,03","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Porto,2024-10,Outono,"31,00","17,00","2,00","12,00","1,00","3,23","64,39","100,00","12,00","33,30","19,71","23,00","15,16","11,00","0,00","5,58","4,00","17,19","17,45","17,19","78,94","8,19","19,71","0,00","0,00","1,00","0,00","0,00",Excelente,Bom
Norte,Porto,2024-11,Outono,"30,00","11,00","5,00","14,00","0,00","0,00","58,33","100,00","13,80","30,59","18,63","23,00","13,80","10,00","0,00","7,80","4,20","15,60","15,90","15,60","71,97","3,37","18,63","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Porto,2024-12,Inverno,"31,00","0,00","1,00","30,00","0,00","0,00","28,35","54,40","18,40","6,11","14,61","19,00","8,94","6,00","0,00","8,61","3,35","10,32","11,35","10,32","68,87","1,61","14,61","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Porto,2025-01,Inverno,"31,00","0,00","0,00","31,00","2,00","6,45","21,87","32,80","0,00","9,19","13,77","16,00","9,35","4,00","0,00","6,13","2,97","9,94","11,42","9,94","75,26","11,13","13,77","0,00","0,00","2,00","0,00","0,00",Marginal,Marginal
Norte,Porto,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","23,28","32,80","4,80","8,12","14,36","17,00","9,39","6,00","0,00","6,11","3,07","10,89","11,71","10,89","76,29","3,06","14,36","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Porto,2025-03,Primavera,"31,00","2,00","0,00","29,00","1,00","3,23","27,20","92,80","0,00","20,32","14,84","21,00","8,97","5,00","0,00","6,90","3,10","10,32","11,71","10,32","74,65","5,85","14,84","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Porto,2025-04,Primavera,"30,00","7,00","2,00","21,00","1,00","3,33","41,43","100,00","4,80","33,11","17,87","26,00","11,87","8,00","0,00","7,90","3,63","13,80","14,60","13,80","76,10","7,43","17,87","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Porto,2025-05,Primavera,"31,00","15,00","2,00","14,00","0,00","0,00","64,08","100,00","13,80","33,26","19,55","26,00","13,35","10,00","0,00","10,77","4,26","16,13","16,52","16,13","72,39","1,66","19,55","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Porto,2025-06,Verão,"30,00","24,00","6,00","0,00","0,00","0,00","89,25","100,00","54,40","18,06","23,23","31,00","16,60","14,00","0,00","13,40","4,83","20,07","20,43","19,73","71,33","0,40","23,23","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Povoa de Lanhoso,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"22,00","22,00","14,00","14,00","0,00","9,00","4,00","17,00","18,00","17,00","78,00","3,20","22,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Povoa de Lanhoso,2024-07,Verão,"31,00","16,00","4,00","11,00","2,00","6,45","68,97","100,00","34,00","26,27","28,74","37,00","15,68","10,00","0,00","12,77","5,61","21,97","22,26","21,61","62,65","1,83","28,74","2,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Povoa de Lanhoso,2024-08,Verão,"31,00","7,00","12,00","12,00","2,00","6,45","58,50","100,00","34,00","23,49","30,58","36,00","15,90","12,00","0,00","13,81","5,90","22,71","22,94","22,48","57,90","0,09","30,58","2,00","0,00","0,00","0,00","0,00",Aceitável,Aceitável
Norte,Povoa de Lanhoso,2024-09,Outono,"30,00","20,00","4,00","6,00","2,00","6,67","74,95","100,00","17,40","28,20","24,87","33,00","12,90","9,00","0,00","9,93","4,60","18,17","18,27","18,23","61,40","4,39","24,87","0,00","0,00","2,00","0,00","0,00",Excelente,Muito Bom
Norte,Povoa de Lanhoso,2024-10,Outono,"31,00","16,00","1,00","14,00","3,00","9,68","55,79","96,40","0,80","35,93","19,87","25,00","12,77","7,00","0,00","5,48","3,90","15,71","15,84","15,71","82,74","11,22","19,87","0,00","0,00","3,00","0,00","0,00",Marginal,Aceitável
Norte,Povoa de Lanhoso,2024-11,Outono,"30,00","12,00","1,00","17,00","0,00","0,00","53,87","96,40","9,00","34,58","18,63","23,00","11,00","6,00","0,00","7,73","3,63","13,73","14,20","13,73","76,60","2,75","18,63","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Povoa de Lanhoso,2024-12,Inverno,"31,00","0,00","0,00","31,00","1,00","3,23","23,98","28,00","0,80","6,18","14,19","17,00","5,65","3,00","0,00","8,42","2,84","8,13","8,97","8,13","77,61","2,37","14,19","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Povoa de Lanhoso,2025-01,Inverno,"31,00","0,00","0,00","31,00","3,00","9,68","16,24","32,80","0,00","11,79","13,13","17,00","6,71","2,00","0,00","4,84","2,68","8,39","9,42","8,39","81,68","12,75","13,13","0,00","0,00","3,00","0,00","0,00",Marginal,Marginal
Norte,Povoa de Lanhoso,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","17,99","28,00","0,00","9,46","14,39","17,00","6,29","2,00","0,00","5,50","2,64","9,29","9,79","9,29","81,50","4,78","14,39","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Povoa de Lanhoso,2025-03,Primavera,"31,00","4,00","0,00","27,00","1,00","3,23","29,09","92,80","0,00","25,56","15,35","24,00","6,03","2,00","0,00","7,35","2,94","9,16","10,32","9,16","78,00","4,81","15,35","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Povoa de Lanhoso,2025-04,Primavera,"30,00","11,00","1,00","18,00","1,00","3,33","46,06","96,40","0,00","37,75","18,73","27,00","8,80","4,00","0,00","7,80","3,37","12,97","13,37","12,97","78,60","6,27","18,73","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Povoa de Lanhoso,2025-05,Primavera,"31,00","15,00","5,00","11,00","0,00","0,00","62,63","96,40","9,00","31,17","22,35","33,00","10,65","6,00","0,00","10,77","4,06","15,97","16,19","16,00","71,06","3,43","22,35","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Povoa de Lanhoso,2025-06,Verão,"30,00","14,00","6,00","10,00","2,00","6,67","67,03","100,00","30,40","26,36","28,87","39,00","14,60","11,00","0,00","13,87","5,17","21,40","21,73","21,13","62,70","0,35","28,87","2,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Povoa de Varzim,2024-06,Verão,"1,00","0,00","0,00","1,00","0,00","0,00","44,40","44,40","44,40",nan,"19,00","19,00","15,00","15,00","0,00","13,00","4,00","17,00","17,00","17,00","85,00","2,20","19,00","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Povoa de Varzim,2024-07,Verão,"31,00","26,00","2,00","3,00","0,00","0,00","85,86","100,00","36,40","18,54","22,35","28,00","16,58","13,00","0,00","12,32","4,84","19,58","19,94","19,32","80,97","1,18","22,35","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Povoa de Varzim,2024-08,Verão,"31,00","31,00","0,00","0,00","0,00","0,00","93,52","100,00","86,40","4,87","22,94","27,00","16,58","14,00","0,00","13,00","4,74","19,58","20,13","19,55","80,81","0,04","22,94","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Povoa de Varzim,2024-09,Outono,"30,00","20,00","2,00","8,00","0,00","0,00","76,75","100,00","17,40","27,83","21,40","29,00","15,17","11,00","0,00","10,47","4,67","18,03","18,30","18,00","72,17","2,80","21,40","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Norte,Povoa de Varzim,2024-10,Outono,"31,00","13,00","3,00","15,00","0,00","0,00","57,58","100,00","12,00","31,06","19,42","23,00","15,55","11,00","0,00","5,68","4,03","17,16","17,39","17,16","82,00","7,84","19,42","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Povoa de Varzim,2024-11,Outono,"30,00","11,00","2,00","17,00","0,00","0,00","55,61","100,00","17,40","31,83","18,43","22,00","13,83","9,00","0,00","7,73","4,03","15,63","15,97","15,63","74,47","3,03","18,43","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Povoa de Varzim,2024-12,Inverno,"31,00","0,00","1,00","30,00","0,00","0,00","28,15","54,40","8,40","6,73","14,65","19,00","8,90","6,00","0,00","8,58","3,32","10,32","11,52","10,32","71,77","1,89","14,65","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Povoa de Varzim,2025-01,Inverno,"31,00","0,00","0,00","31,00","3,00","9,68","22,14","32,80","0,80","9,20","14,00","16,00","9,94","3,00","0,00","5,39","3,00","10,19","11,87","10,19","75,84","11,08","14,00","0,00","0,00","3,00","0,00","0,00",Marginal,Marginal
Norte,Povoa de Varzim,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","22,43","32,80","4,80","7,69","14,21","16,00","9,68","5,00","0,00","5,71","3,04","10,86","11,86","10,86","77,79","3,82","14,21","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Povoa de Varzim,2025-03,Primavera,"31,00","2,00","0,00","29,00","1,00","3,23","27,45","96,40","0,00","20,33","14,94","20,00","9,13","4,00","0,00","7,10","3,26","10,45","12,03","10,45","75,13","5,21","14,94","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Povoa de Varzim,2025-04,Primavera,"30,00","6,00","1,00","23,00","1,00","3,33","39,56","100,00","0,80","31,07","17,80","26,00","11,97","8,00","0,00","8,27","3,63","13,93","14,90","13,93","78,13","7,53","17,80","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Povoa de Varzim,2025-05,Primavera,"31,00","12,00","3,00","16,00","0,00","0,00","57,77","100,00","17,40","31,81","18,84","24,00","13,32","10,00","0,00","10,52","4,00","15,65","16,06","15,65","76,84","3,22","18,84","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Povoa de Varzim,2025-06,Verão,"30,00","17,00","3,00","10,00","0,00","0,00","69,93","100,00","26,40","31,65","20,40","26,00","16,07","13,00","0,00","12,83","4,50","18,37","18,80","18,30","79,43","0,46","20,40","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Resende,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"21,00","21,00","13,00","13,00","0,00","7,00","4,00","17,00","17,00","17,00","79,00","0,70","21,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Resende,2024-07,Verão,"31,00","11,00","8,00","12,00","3,00","9,68","62,59","100,00","30,40","25,24","29,90","38,00","16,26","11,00","0,00","12,90","5,68","22,68","22,84","22,42","59,29","0,96","29,90","3,00","0,00","0,00","0,00","0,00",Marginal,Bom
Norte,Resende,2024-08,Verão,"31,00","8,00","9,00","14,00","3,00","9,68","58,50","100,00","30,40","24,76","31,16","37,00","16,35","12,00","0,00","13,71","5,90","22,94","23,03","22,84","55,90","0,02","31,16","3,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Resende,2024-09,Outono,"30,00","22,00","3,00","5,00","0,00","0,00","79,73","100,00","13,80","24,43","24,77","30,00","12,90","9,00","0,00","10,13","4,50","18,17","18,23","18,17","60,37","2,07","24,77","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Norte,Resende,2024-10,Outono,"31,00","16,00","0,00","15,00","2,00","6,45","53,54","96,40","4,80","35,08","18,94","23,00","11,87","6,00","0,00","5,68","3,81","15,13","15,35","15,13","82,65","10,10","18,94","0,00","0,00","2,00","0,00","0,00",Marginal,Aceitável
Norte,Resende,2024-11,Outono,"30,00","4,00","6,00","20,00","0,00","0,00","38,49","92,80","9,00","24,57","17,00","21,00","9,80","5,00","0,00","7,33","3,37","12,57","13,03","12,57","77,93","4,50","17,00","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Resende,2024-12,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","24,25","32,80","9,00","6,00","12,48","18,00","4,42","1,00","0,00","8,74","2,77","6,81","7,81","6,81","77,19","1,13","12,48","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Resende,2025-01,Inverno,"31,00","0,00","0,00","31,00","5,00","16,13","16,01","28,00","0,00","10,05","12,13","16,00","5,26","0,00","0,00","5,48","2,48","7,13","8,42","7,13","81,68","10,87","12,13","0,00","2,00","3,00","0,00","0,00",Marginal,Marginal
Norte,Resende,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","17,82","28,00","0,00","9,58","13,89","18,00","5,39","2,00","0,00","5,96","2,46","8,61","9,36","8,61","81,68","2,81","13,89","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Resende,2025-03,Primavera,"31,00","2,00","0,00","29,00","2,00","6,45","23,55","88,00","0,00","19,60","14,39","21,00","5,77","2,00","0,00","6,71","2,68","8,68","9,87","8,68","79,68","7,30","14,39","0,00","0,00","2,00","0,00","0,00",Marginal,Marginal
Norte,Resende,2025-04,Primavera,"30,00","10,00","1,00","19,00","1,00","3,33","41,99","96,40","0,00","36,90","18,03","25,00","8,43","4,00","0,00","7,43","3,27","12,53","13,07","12,53","78,77","6,87","18,03","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Norte,Resende,2025-05,Primavera,"31,00","13,00","3,00","15,00","0,00","0,00","57,81","96,40","9,00","31,46","22,35","34,00","10,87","7,00","0,00","10,77","4,00","16,16","16,26","16,16","70,42","3,94","22,35","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Resende,2025-06,Verão,"30,00","13,00","4,00","13,00","5,00","16,67","63,44","96,40","30,40","27,95","29,93","41,00","14,97","10,00","0,00","14,10","5,37","22,00","22,10","21,80","59,83","0,19","29,93","5,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Ribeira de Pena,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"21,00","21,00","13,00","13,00","0,00","8,00","4,00","17,00","17,00","17,00","71,00","1,20","21,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Ribeira de Pena,2024-07,Verão,"31,00","12,00","6,00","13,00","3,00","9,68","62,55","100,00","16,80","29,23","30,19","37,00","17,32","11,00","0,00","13,58","6,00","23,32","23,45","23,16","48,42","0,15","30,19","3,00","0,00","0,00","0,00","0,00",Marginal,Bom
Norte,Ribeira de Pena,2024-08,Verão,"31,00","2,00","13,00","16,00","3,00","9,68","49,47","100,00","24,00","17,29","32,42","38,00","18,29","14,00","0,00","13,87","6,29","24,39","24,39","24,42","43,55","0,00","32,42","3,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Ribeira de Pena,2024-09,Outono,"30,00","22,00","2,00","6,00","0,00","0,00","80,29","100,00","17,40","26,05","24,13","29,00","13,47","9,00","0,00","10,33","4,70","18,03","18,23","18,03","52,87","2,01","24,13","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Norte,Ribeira de Pena,2024-10,Outono,"31,00","14,00","0,00","17,00","1,00","3,23","53,69","96,40","4,40","35,58","18,65","23,00","12,23","7,00","0,00","5,90","3,74","14,74","14,94","14,74","77,35","6,18","18,65","0,00","0,00","1,00","0,00","0,00",Marginal,Aceitável
Norte,Ribeira de Pena,2024-11,Outono,"30,00","0,00","7,00","23,00","0,00","0,00","30,79","54,40","9,00","13,50","16,07","19,00","10,03","6,00","0,00","7,53","3,30","12,13","12,47","12,13","74,10","2,93","16,07","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Ribeira de Pena,2024-12,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","26,32","32,80","9,00","4,68","11,03","17,00","4,77","2,00","0,00","8,74","2,61","6,58","7,45","6,58","72,61","0,54","11,03","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Ribeira de Pena,2025-01,Inverno,"31,00","0,00","0,00","31,00","3,00","9,68","16,86","28,00","0,00","9,77","10,87","16,00","5,03","0,00","0,00","5,26","2,23","6,32","7,55","6,32","78,77","7,93","10,87","0,00","1,00","2,00","0,00","0,00",Marginal,Marginal
Norte,Ribeira de Pena,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","19,89","28,00","0,00","9,53","12,79","15,00","5,75","2,00","0,00","5,64","2,36","8,18","8,82","8,18","77,32","2,10","12,79","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Ribeira de Pena,2025-03,Primavera,"31,00","2,00","0,00","29,00","0,00","0,00","23,87","88,00","0,00","20,70","12,77","20,00","5,26","2,00","0,00","5,19","2,45","7,45","8,68","7,45","76,52","5,20","12,77","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Ribeira de Pena,2025-04,Primavera,"30,00","12,00","0,00","18,00","0,00","0,00","45,71","96,40","0,00","38,65","17,40","24,00","8,37","4,00","0,00","7,67","3,20","12,07","12,63","12,07","72,80","3,75","17,40","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Ribeira de Pena,2025-05,Primavera,"31,00","11,00","4,00","16,00","0,00","0,00","55,29","96,40","13,80","30,63","21,48","33,00","11,00","6,00","0,00","10,55","4,06","15,77","16,03","15,81","63,16","1,98","21,48","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Norte,Ribeira de Pena,2025-06,Verão,"30,00","14,00","4,00","12,00","3,00","10,00","66,44","100,00","26,80","28,82","29,53","39,00","16,27","11,00","0,00","14,43","5,43","22,43","22,63","22,43","51,03","0,35","29,53","3,00","0,00","0,00","0,00","0,00",Excelente,Bom
Norte,Sabrosa,2024-06,Verão,"1,00","0,00","1,00","0,00","0,00","0,00","50,80","50,80","50,80",nan,"19,00","19,00","11,00","11,00","0,00","5,00","3,00","15,00","15,00","15,00","79,00","2,90","19,00","0,00","0,00","0,00","0,00","0,00",Aceitável,Aceitável
Norte,Sabrosa,2024-07,Verão,"31,00","16,00","9,00","6,00","2,00","6,45","71,81","100,00","30,40","24,09","27,94","36,00","15,16","8,00","0,00","13,32","5,45","21,32","21,58","21,13","61,94","0,66","27,94","2,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Norte,Sabrosa,2024-08,Verão,"31,00","11,00","13,00","7,00","1,00","3,23","66,55","100,00","30,40","23,96","29,61","36,00","15,84","12,00","0,00","13,77","5,68","21,97","22,13","21,87","59,81","0,03","29,61","1,00","0,00","0,00","0,00","0,00",Aceitável,Bom
Norte,Sabrosa,2024-09,Outono,"30,00","22,00","1,00","7,00","1,00","3,33","77,33","96,40","0,80","29,91","23,67","31,00","12,43","7,00","0,00","9,93","4,50","17,43","17,43","17,47","61,73","2,63","23,67","0,00","0,00","1,00","0,00","0,00",Excelente,Muito Bom
Norte,Sabrosa,2024-10,Outono,"31,00","12,00","1,00","18,00","4,00","12,90","47,54","96,40","0,80","34,53","18,42","24,00","11,87","5,00","0,00","5,71","3,55","14,42","14,77","14,42","82,94","12,09","18,42","0,00","0,00","4,00","0,00","0,00",Marginal,Marginal
Norte,Sabrosa,2024-11,Outono,"30,00","5,00","0,00","25,00","0,00","0,00","37,51","96,40","0,00","26,63","16,63","21,00","10,10","6,00","0,00","7,80","3,37","12,10","12,80","12,10","77,70","3,93","16,63","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Sabrosa,2024-12,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","25,03","32,80","9,00","5,39","12,71","18,00","4,87","1,00","0,00","8,94","2,74","6,77","8,00","6,77","74,61","1,00","12,71","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Sabrosa,2025-01,Inverno,"31,00","0,00","0,00","31,00","5,00","16,13","15,50","28,00","0,00","10,58","11,71","15,00","5,45","0,00","0,00","5,16","2,35","6,61","8,19","6,61","80,65","12,16","11,71","0,00","1,00","4,00","0,00","0,00",Marginal,Marginal
Norte,Sabrosa,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","18,53","28,00","9,00","6,90","12,75","15,00","5,64","1,00","0,00","6,07","2,54","8,00","8,79","8,00","81,54","2,84","12,75","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Norte,Sabrosa,2025-03,Primavera,"31,00","2,00","0,00","29,00","1,00","3,23","21,51","92,80","0,00","21,32","12,74","22,00","5,52","2,00","0,00","6,10","2,48","7,26","8,81","7,26","81,35","8,62","12,74","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
