Ano,Regiao,Qtd.Populacao.Homens,Qtd.Populacao.Mulheres,Qtd.Populacao.0_4_anos,Qtd.Populacao.5_9_anos,Qtd.Populacao.10_14_anos,Qtd.Populacao.15_19_anos,Qtd.Populacao.20_24_anos,Qtd.Populacao.25_29_anos,Qtd.Populacao.30_34_anos,Qtd.Populacao.35_39_anos,Qtd.Populacao.40_44_anos,Qtd.Populacao.45_49_anos,Qtd.Populacao.50_54_anos,Qtd.Populacao.55_59_anos,Qtd.Populacao.60_64_anos,Qtd.Populacao.65_69_anos,Qtd.Populacao.70_74_anos,Qtd.Populacao.75_79_anos,Qtd.Populacao.80_84_anos,Qtd.Populacao.85_ou_mais_anos,Qtd.Populacao.Total,Qtd.Populacao.Total.Criancas,Qtd.Populacao.Total.Adolescentes,Qtd.Populacao.Total.Jovens_Adultos,Qtd.Populacao.Total.Adultos,Qtd.Populacao.Total.Idosos,Qtd.Populacao.Proporcao.Criancas,Qtd.Populacao.Proporcao.Adolescentes,Qtd.Populacao.Proporcao.Jovens_Adultos,Qtd.Populacao.Proporcao.Adultos,Qtd.Populacao.Proporcao.Idosos,Qtd.Populacao.Densidade,Qtd.Populacao.Estrangeira.Africa,Qtd.Populacao.Estrangeira.Angola,Qtd.Populacao.Estrangeira.Cabo_Verde,Qtd.Populacao.Estrangeira.Guine_Bissau,Qtd.Populacao.Estrangeira.Mocambique,Qtd.Populacao.Estrangeira.Sao_Tome_e_Principe,Qtd.Populacao.Estrangeira.America,Qtd.Populacao.Estrangeira.Brasil,Qtd.Populacao.Estrangeira.Asia,Qtd.Populacao.Estrangeira.China,Qtd.Populacao.Estrangeira.India,Qtd.Populacao.Estrangeira.Nepal,Qtd.Populacao.Estrangeira.Europa,Qtd.Populacao.Estrangeira.Espanha,Qtd.Populacao.Estrangeira.Franca,Qtd.Populacao.Estrangeira.Italia,Qtd.Populacao.Estrangeira.Republica_da_Moldova,Qtd.Populacao.Estrangeira.Reino_Unido,Qtd.Populacao.Estrangeira.Romenia,Qtd.Populacao.Estrangeira.Ucrania,Qtd.Populacao.Estrangeira.Total,Qtd.Empregados.Inferior.1.Ciclo,Qtd.Empregados.Basico.1.Ciclo,Qtd.Empregados.Basico.2.Ciclo,Qtd.Empregados.Basico.3.Ciclo,Qtd.Empregados.Secundario,Qtd.Empregados.TecnicoSuperiorProfissional,Qtd.Empregados.Bacharelado,Qtd.Empregados.Licenciatura,Qtd.Empregados.Mestrado,Qtd.Empregados.Doutorado,Qtd.Empregados.Total,Qtd.Desempregados.Faixa.<25,Qtd.Desempregados.Faixa.25-34,Qtd.Desempregados.Faixa.35-44,Qtd.Desempregados.Faixa.45-54,Qtd.Desempregados.Faixa.>55,Qtd.Desempregados.Faixa.Total,Qtd.Empregos.Ramo.Agricultura_Caca_Floresta_Pesca,Qtd.Empregos.Ramo.Agricultura_Servicos_Relacionados,Qtd.Empregos.Ramo.Silvicultura_Exploracao_Florestal,Qtd.Empregos.Ramo.Pesca_Aquicultura,Qtd.Empregos.Ramo.Industrias_Extrativas,Qtd.Empregos.Ramo.Industrias_Transformadoras,Qtd.Empregos.Ramo.Energia_Eletricidade_Gas,Qtd.Empregos.Ramo.Saneamento_Agua_Residuos,Qtd.Empregos.Ramo.Construcao,Qtd.Empregos.Ramo.Promocao_Imobiliaria_Construcao,Qtd.Empregos.Ramo.Engenharia_Civil,Qtd.Empregos.Ramo.Construcao_Especializada,Qtd.Empregos.Ramo.Comercio_Manutencao_Veiculos,Qtd.Empregos.Ramo.Comercio_Reparacao_Veiculos,Qtd.Empregos.Ramo.Comercio_Por_Grosso,Qtd.Empregos.Ramo.Comercio_A_Retalho,Qtd.Empregos.Ramo.Transportes_Armazenagem,Qtd.Empregos.Ramo.Alojamento_Restauracao,Qtd.Empregos.Ramo.Alojamento,Qtd.Empregos.Ramo.Restauracao,Qtd.Empregos.Ramo.Informacao_Comunicacao,Qtd.Empregos.Ramo.Atividades_Imobiliarias,Qtd.Empregos.Ramo.Consultoria_Cientifica_Tecnica,Qtd.Empregos.Ramo.Juridico_Contabilidade,Qtd.Empregos.Ramo.Consultoria_Gestao,Qtd.Empregos.Ramo.Engenharia_Arquitetura_Analises,Qtd.Empregos.Ramo.Servicos_Administrativos_Apoio,Qtd.Empregos.Ramo.Educacao,Qtd.Empregos.Ramo.Saude_Apoio_Social,Qtd.Empregos.Ramo.Artes_Cultura,Qtd.Empregos.Ramo.Outros_Servicos,Qtd.Empregos.Ramo.Total,Qtd.Renda.Media.Mensal,Qtd.Renda.Escolaridade.Inferior.1.Ciclo,Qtd.Renda.Escolaridade.Basico.1.Ciclo,Qtd.Renda.Escolaridade.Basico.2.Ciclo,Qtd.Renda.Escolaridade.Basico.3.Ciclo,Qtd.Renda.Escolaridade.Secundario,Qtd.Renda.Escolaridade.TecnicoSuperiorProfissional,Qtd.Renda.Escolaridade.Bacharelado,Qtd.Renda.Escolaridade.Licenciatura,Qtd.Renda.Escolaridade.Mestrado,Qtd.Renda.Escolaridade.Doutorado,Qtd.Renda.Escolaridade.Total,Qtd.Renda.Poder_de_Compra,Qtd.Habitacao.Quartos.T0_T1,Qtd.Habitacao.Quartos.T2,Qtd.Habitacao.Quartos.T3,Qtd.Habitacao.Quartos.T4_ou_mais,Qtd.Habitacao.Quartos.Total,Qtd.Habitacao.Familiar,Qtd.Habitacao.Outros,Qtd.Habitacao.Ampliacoes_Alteracoes_Reconstrucoes,Qtd.Habitacao.Novas,Qtd.Habitacao.Total,Valor.Habitacao.Arendamento.m2,Valor.Habitacao.Arendamento.100m2,Valor.Habitacao.Arendamento.80m2,Qtd.Hospitais.Publico.Privado,Qtd.Hospitais.Privado,Qtd.Hospitais.Publico,Qtd.Hospitais.Total,Qtd.Farmacias,Qtd.Ensino.NSuperior.Privado,Qtd.Ensino.NSuperior.Publico,Qtd.Ensino.NSuperior.artistica,Qtd.Ensino.NSuperior.basica,Qtd.Ensino.NSuperior.basica.secundaria,Qtd.Ensino.NSuperior.profissional,Qtd.Ensino.NSuperior.secundaria,Qtd.Ensino.NSuperior.Jardim_de_infancia,Qtd.Ensino.NSuperior.Total,Qtd.Ensino.Superior.Privado,Qtd.Ensino.Superior.Publico,Qtd.Ensino.Superior.Total,Qtd.Estabelecimentos.Bancarios,Qtd.Depositos.De.Imigrantes,Qtd.Depositos.De.Outros.Clientes,Qtd.Depositos.Total,Qtd.Cinemas,Qtd.Sessoes
"2.023,00",Barcelos,"56.683,00","60.322,00","4.218,00","4.649,00","5.285,00","6.038,00","6.975,00","7.087,00","6.496,00","6.721,00","7.781,00","9.677,00","9.527,00","9.097,00","8.420,00","7.351,00","6.385,00","4.854,00","3.141,00","3.303,00","117.005,00","8.867,00","11.323,00","6.975,00","56.386,00","33.454,00","7,58","9,68","5,96","48,19","28,59","308,80","0,00","216,00","104,00","46,00","0,00","20,00","0,00","2.240,00","0,00","64,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","14,00","22,00","75,00","3.549,00","67,00","2.214,00","6.721,00","8.811,00","9.954,00","35,00","221,00","3.816,00","617,00","23,00","32.524,00","240,10","377,00","382,80","390,10","773,40","2.163,40","1.649,00","1.521,00","0,00","0,00","21,00","26.073,00","87,00","118,00","7.915,00","4.360,00","1.587,00","1.968,00","8.952,00","1.278,00","2.857,00","4.817,00","648,00","1.997,00","192,00","1.805,00","338,00","732,00","2.045,00","896,00","338,00","391,00","2.672,00","713,00","1.350,00","489,00","950,00","56.749,00","1.165,10","899,20","1.010,50","1.045,00","1.101,80","1.109,60","1.208,80","1.599,60","1.644,50","1.711,20","2.034,80","1.165,10","0,91","61,00","129,00","323,00","59,00","572,00","376,00","92,00","22,00","446,00","468,00",5.42,542.0,433.6,"0,00","3,00","1,00","4,00","27,00","36,00","178,00","2,00","124,00","10,00","6,00","6,00","66,00","214,00","0,00","4,00","4,00","18,00","38.324,00","1.829.774,00","1.868.098,00","1,00","252,00"
"2.023,00",Barrancos,"703,00","727,00","53,00","63,00","65,00","75,00","82,00","67,00","63,00","66,00","73,00","86,00","133,00","162,00","114,00","75,00","72,00","63,00","58,00","60,00","1.430,00","116,00","140,00","82,00","650,00","442,00","8,11","9,79","5,73","45,45","30,91","8,50","0,00","0,00","0,00","4,00","0,00","1,00","0,00","6,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,00","0,00","26,00","0,00","0,00","26,00","78,00","67,00","0,00","0,00","15,00","0,00","0,00","202,00","10,80","14,60","15,70","15,30","18,70","75,10","165,00","0,00","0,00","0,00","0,00","61,00","0,00","0,00","26,00","0,00","0,00","0,00","62,00","12,00","16,00","34,00","8,00","28,00","0,00","0,00","0,00","0,00","31,00","0,00","0,00","13,00","18,00","7,00","7,00","0,00","5,00","438,00","1.036,50","0,00","975,20","922,70","987,30","1.045,80","0,00","0,00","1.516,30","0,00","0,00","1.036,50","0,01","0,00","0,00","0,00","0,00","0,00","4,00","0,00","4,00","0,00","4,00",,,,"0,00","0,00","0,00","0,00","1,00","0,00","4,00","0,00","2,00","0,00","0,00","0,00","2,00","4,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","8,00"
"2.023,00",Barreiro,"37.467,00","42.499,00","3.618,00","3.370,00","3.748,00","4.179,00","4.198,00","4.128,00","4.488,00","4.480,00","5.224,00","6.518,00","5.716,00","4.958,00","4.826,00","4.778,00","4.959,00","4.833,00","3.299,00","2.646,00","79.966,00","6.988,00","7.927,00","4.198,00","35.512,00","25.341,00","8,74","9,91","5,25","44,41","31,69","2.197,50","0,00","1.517,00","1.036,00","868,00","0,00","548,00","0,00","3.406,00","0,00","182,00","0,00","0,00","0,00","0,00","0,00","0,00","29,00","70,00","45,00","63,00","9.827,00","0,00","379,00","569,00","2.467,00","3.155,00","0,00","82,00","1.287,00","156,00","4,00","8.137,00","322,80","618,80","619,80","617,50","658,50","2.837,40","114,00","90,00","3,00","21,00","0,00","1.414,00","18,00","0,00","1.381,00","756,00","21,00","604,00","2.597,00","290,00","709,00","1.598,00","811,00","1.586,00","95,00","1.491,00","274,00","508,00","1.126,00","344,00","138,00","294,00","2.664,00","818,00","1.249,00","316,00","745,00","15.633,00","1.337,80","982,30","1.029,30","1.208,50","1.182,20","1.207,80","1.158,40","1.865,60","2.006,20","1.933,70","1.526,90","1.337,80","0,73","0,00","7,00","15,00","9,00","31,00","60,00","14,00","28,00","46,00","74,00",10.04,1003.9999999999999,803.1999999999999,"0,00","0,00","1,00","1,00","23,00","42,00","68,00","0,00","56,00","6,00","2,00","6,00","40,00","110,00","0,00","1,00","1,00","12,00","5.741,00","845.248,00","850.989,00","3,00","179,00"
"2.023,00",Batalha,"8.051,00","8.514,00","693,00","785,00","839,00","838,00","860,00","922,00","902,00","927,00","1.202,00","1.248,00","1.183,00","1.157,00","1.116,00","1.104,00","904,00","789,00","579,00","517,00","16.565,00","1.478,00","1.677,00","860,00","7.541,00","5.009,00","8,92","10,12","5,19","45,52","30,24","160,20","0,00","24,00","5,00","0,00","0,00","17,00","0,00","898,00","0,00","13,00","0,00","0,00","0,00","0,00","0,00","0,00","4,00","11,00","37,00","164,00","1.353,00","0,00","346,00","535,00","1.243,00","1.514,00","7,00","52,00","542,00","68,00","0,00","4.363,00","35,30","48,80","48,80","57,20","94,10","284,00","165,00","154,00","11,00","0,00","89,00","2.034,00","17,00","29,00","1.181,00","400,00","470,00","311,00","1.701,00","437,00","541,00","723,00","289,00","527,00","176,00","351,00","35,00","113,00","362,00","160,00","44,00","102,00","560,00","145,00","159,00","83,00","116,00","7.605,00","1.294,80","1.121,50","1.174,50","1.277,90","1.214,40","1.233,00","1.073,70","1.646,80","1.669,20","1.737,40","0,00","1.294,80","0,14","2,00","23,00","40,00","4,00","69,00","110,00","46,00","30,00","126,00","156,00",6.05,605.0,484.0,"0,00","0,00","0,00","0,00","4,00","8,00","24,00","0,00","18,00","2,00","0,00","0,00","12,00","32,00","0,00","0,00","0,00","6,00","18.578,00","462.751,00","481.329,00","0,00","81,00"
"2.023,00",Beja,"16.559,00","17.279,00","1.577,00","1.604,00","1.691,00","1.809,00","1.789,00","1.720,00","1.722,00","1.908,00","2.354,00","2.626,00","2.397,00","2.431,00","2.309,00","2.109,00","1.847,00","1.568,00","1.095,00","1.282,00","33.838,00","3.181,00","3.500,00","1.789,00","15.158,00","10.210,00","9,40","10,34","5,29","44,80","30,17","29,50","0,00","63,00","109,00","201,00","0,00","25,00","0,00","688,00","0,00","104,00","0,00","0,00","0,00","0,00","0,00","0,00","43,00","14,00","116,00","99,00","2.960,00","42,00","473,00","799,00","2.065,00","2.632,00","16,00","100,00","1.397,00","156,00","7,00","7.715,00","182,30","277,30","229,30","225,20","218,50","1.132,60","5.494,00","5.457,00","37,00","0,00","0,00","828,00","8,00","361,00","690,00","379,00","135,00","176,00","2.263,00","441,00","618,00","1.204,00","309,00","925,00","203,00","722,00","0,00","148,00","731,00","277,00","90,00","184,00","549,00","424,00","620,00","0,00","317,00","13.953,00","1.298,90","960,10","1.032,40","1.102,90","1.124,10","1.214,80","1.456,50","1.788,60","1.826,40","1.885,30","2.437,10","1.298,90","0,33","2,00","7,00","13,00","0,00","22,00","20,00","14,00","2,00","32,00","34,00",6.15,615.0,492.0,"0,00","0,00","1,00","1,00","13,00","24,00","32,00","0,00","34,00","0,00","2,00","4,00","16,00","56,00","0,00","4,00","4,00","9,00","6.491,00","676.960,00","683.451,00","1,00","400,00"
"2.023,00",Belmonte,"2.994,00","3.222,00","184,00","216,00","235,00","245,00","262,00","297,00","267,00","336,00","354,00","448,00","406,00","417,00","528,00","527,00","401,00","360,00","300,00","433,00","6.216,00","400,00","480,00","262,00","2.525,00","2.549,00","6,44","7,72","4,21","40,62","41,01","52,30","0,00","4,00","0,00","0,00","0,00","2,00","0,00","59,00","0,00","12,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,00","1,00","3,00","168,00","9,00","132,00","185,00","247,00","338,00","0,00","14,00","156,00","25,00","0,00","1.106,00","19,90","30,30","35,70","35,80","72,60","194,30","0,00","142,00","0,00","0,00","0,00","597,00","5,00","0,00","177,00","57,00","51,00","69,00","375,00","83,00","75,00","217,00","29,00","177,00","103,00","74,00","13,00","12,00","78,00","34,00","13,00","15,00","114,00","45,00","68,00","30,00","40,00","1.935,00","1.041,90","908,20","888,40","884,20","927,90","999,20","0,00","1.357,20","1.474,90","1.895,70","0,00","1.041,90","0,04","0,00","0,00","2,00","2,00","4,00","12,00","0,00","4,00","8,00","12,00",3.22,322.0,257.6,"0,00","0,00","0,00","0,00","2,00","6,00","12,00","0,00","4,00","2,00","0,00","0,00","12,00","18,00","0,00","0,00","0,00","2,00","8.521,00","123.024,00","131.545,00","0,00","77,00"
"2.023,00",Benavente,"15.553,00","16.770,00","1.445,00","1.568,00","1.696,00","1.945,00","1.872,00","1.826,00","1.837,00","1.957,00","2.378,00","2.704,00","2.454,00","2.218,00","1.984,00","1.746,00","1.566,00","1.273,00","959,00","895,00","32.323,00","3.013,00","3.641,00","1.872,00","15.374,00","8.423,00","9,32","11,26","5,79","47,56","26,06","62,00","0,00","140,00","20,00","12,00","0,00","21,00","0,00","1.442,00","0,00","482,00","0,00","0,00","0,00","0,00","0,00","0,00","53,00","21,00","182,00","167,00","3.135,00","0,00","553,00","883,00","2.166,00","2.446,00","0,00","79,00","730,00","117,00","7,00","7.043,00","121,00","208,50","180,70","193,00","207,80","910,90","688,00","654,00","17,00","17,00","0,00","2.996,00","11,00","38,00","763,00","380,00","110,00","273,00","2.111,00","308,00","921,00","882,00","774,00","528,00","49,00","479,00","301,00","251,00","389,00","163,00","51,00","59,00","1.208,00","202,00","509,00","153,00","1.322,00","12.244,00","1.348,80","1.044,60","1.133,60","1.200,80","1.184,80","1.276,10","0,00","2.099,00","2.213,80","2.198,90","3.043,40","1.348,80","0,28","3,00","15,00","45,00","19,00","82,00","96,00","4,00","4,00","96,00","100,00",7.1,710.0,568.0,"0,00","0,00","0,00","0,00","7,00","4,00","38,00","0,00","22,00","0,00","0,00","4,00","16,00","42,00","0,00","0,00","0,00","9,00","5.662,00","356.359,00","362.021,00","0,00","12,00"
"2.023,00",Bombarral,"6.747,00","7.243,00","553,00","573,00","616,00","665,00","667,00","774,00","781,00","798,00","953,00","976,00","975,00","931,00","982,00","926,00","983,00","764,00","541,00","532,00","13.990,00","1.126,00","1.281,00","667,00","6.188,00","4.728,00","8,05","9,16","4,77","44,23","33,80","153,20","0,00","94,00","15,00","3,00","0,00","2,00","0,00","262,00","0,00","29,00","0,00","0,00","0,00","0,00","0,00","0,00","5,00","91,00","58,00","46,00","1.047,00","0,00","187,00","284,00","706,00","751,00","0,00","23,00","193,00","20,00","0,00","2.193,00","34,70","60,20","79,30","70,00","103,20","347,30","1.033,00","1.022,00","8,00","3,00","0,00","419,00","0,00","21,00","492,00","189,00","51,00","252,00","1.523,00","107,00","829,00","587,00","63,00","304,00","64,00","240,00","35,00","0,00","229,00","113,00","37,00","41,00","267,00","60,00","136,00","69,00","92,00","4.841,00","1.130,10","870,20","1.024,20","1.060,00","1.034,60","1.125,90","0,00","1.787,30","1.627,80","1.481,50","0,00","1.130,10","0,11","2,00","10,00","12,00","10,00","34,00","62,00","22,00","16,00","68,00","84,00",5.8,580.0,464.0,"0,00","1,00","0,00","1,00","4,00","2,00","12,00","0,00","4,00","2,00","0,00","0,00","8,00","14,00","0,00","0,00","0,00","4,00","5.685,00","196.777,00","202.462,00","0,00","9,00"
"2.023,00",Borba,"3.125,00","3.273,00","232,00","260,00","268,00","279,00","319,00","266,00","271,00","291,00","369,00","460,00","488,00","532,00","524,00","412,00","404,00","322,00","273,00","428,00","6.398,00","492,00","547,00","319,00","2.677,00","2.363,00","7,69","8,55","4,99","41,84","36,93","44,10","0,00","3,00","3,00","4,00","0,00","0,00","0,00","66,00","0,00","8,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,00","24,00","5,00","143,00","0,00","63,00","118,00","242,00","345,00","0,00","0,00","93,00","7,00","0,00","876,00","34,30","51,70","46,20","49,10","52,00","233,20","382,00","379,00","0,00","0,00","11,00","260,00","0,00","0,00","92,00","0,00","0,00","37,00","308,00","38,00","67,00","203,00","39,00","139,00","17,00","122,00","5,00","17,00","78,00","36,00","11,00","18,00","96,00","0,00","54,00","23,00","40,00","1.577,00","1.139,80","0,00","1.007,80","1.046,70","1.072,20","1.076,30","0,00","1.717,80","1.714,90","1.401,60","0,00","1.139,80","0,05","0,00","8,00","7,00","0,00","15,00","22,00","16,00","14,00","24,00","38,00",3.11,311.0,248.79999999999998,"0,00","0,00","0,00","0,00","4,00","2,00","6,00","0,00","4,00","0,00","0,00","0,00","4,00","8,00","0,00","0,00","0,00","1,00","578,00","69.949,00","70.527,00","0,00","71,00"
"2.023,00",Boticas,"2.332,00","2.553,00","129,00","132,00","162,00","186,00","186,00","159,00","176,00","218,00","290,00","314,00","294,00","349,00","401,00","461,00","431,00","362,00","295,00","340,00","4.885,00","261,00","348,00","186,00","1.800,00","2.290,00","5,34","7,12","3,81","36,85","46,88","15,20","0,00","0,00","0,00","0,00","0,00","8,00","0,00","25,00","0,00","9,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","0,00","0,00","74,00","0,00","120,00","156,00","182,00","246,00","0,00","7,00","72,00","9,00","0,00","793,00","13,90","18,20","16,30","22,10","39,10","109,50","332,00","269,00","63,00","0,00","20,00","213,00","9,00","0,00","148,00","49,00","37,00","62,00","195,00","28,00","41,00","126,00","32,00","103,00","46,00","57,00","0,00","9,00","33,00","16,00","0,00","10,00","46,00","10,00","9,00","12,00","27,00","1.203,00","1.051,70","0,00","958,70","981,10","979,80","1.020,10","0,00","1.499,80","1.534,50","1.646,40","0,00","1.051,70","0,03","0,00","0,00","0,00","0,00","0,00","0,00","4,00","0,00","4,00","4,00",,,,"0,00","0,00","0,00","0,00","2,00","2,00","6,00","0,00","4,00","0,00","0,00","0,00","4,00","8,00","0,00","0,00","0,00","2,00","20.425,00","145.680,00","166.105,00","0,00","40,00"
"2.023,00",Braga,"96.868,00","104.715,00","8.495,00","9.086,00","9.582,00","10.525,00","11.563,00","11.667,00","12.595,00","13.254,00","14.905,00","16.139,00","15.649,00","14.679,00","13.780,00","12.072,00","10.166,00","7.507,00","4.748,00","5.171,00","201.583,00","17.581,00","20.107,00","11.563,00","98.888,00","53.444,00","8,72","9,97","5,74","49,06","26,51","1.099,10","0,00","934,00","238,00","170,00","0,00","282,00","0,00","13.841,00","0,00","341,00","0,00","0,00","0,00","0,00","0,00","0,00","12,00","90,00","251,00","346,00","21.097,00","94,00","2.892,00","6.342,00","12.341,00","19.881,00","102,00","646,00","12.529,00","3.228,00","360,00","58.515,00","574,30","1.115,80","1.199,10","1.166,40","1.631,30","5.686,80","714,00","668,00","0,00","0,00","153,00","18.107,00","119,00","977,00","13.141,00","5.183,00","2.345,00","5.613,00","15.184,00","4.050,00","4.668,00","6.466,00","3.737,00","5.359,00","762,00","4.597,00","3.513,00","2.126,00","7.112,00","2.181,00","1.530,00","1.798,00","8.968,00","2.415,00","4.893,00","1.395,00","2.216,00","90.129,00","1.391,40","961,30","1.062,70","1.271,80","1.139,30","1.223,20","1.272,00","1.768,50","1.823,90","2.037,10","2.740,30","1.391,40","1,98","119,00","115,00","385,00","66,00","685,00","750,00","84,00","64,00","770,00","834,00",7.69,769.0,615.2,"0,00","5,00","1,00","6,00","38,00","88,00","206,00","2,00","162,00","10,00","8,00","10,00","102,00","294,00","2,00","3,00","5,00","48,00","80.956,00","4.275.292,00","4.356.248,00","4,00","491,00"
"2.023,00",Bragança,"17.017,00","18.408,00","1.274,00","1.265,00","1.332,00","1.483,00","1.929,00","2.094,00","1.812,00","1.856,00","2.251,00","2.615,00","2.434,00","2.371,00","2.591,00","2.590,00","2.403,00","1.974,00","1.500,00","1.651,00","35.425,00","2.539,00","2.815,00","1.929,00","15.433,00","12.709,00","7,17","7,95","5,45","43,57","35,88","30,20","0,00","300,00","1.371,00","332,00","0,00","279,00","0,00","1.078,00","0,00","52,00","0,00","0,00","0,00","0,00","0,00","0,00","3,00","15,00","9,00","27,00","4.305,00","8,00","319,00","460,00","1.283,00","2.286,00","5,00","72,00","1.610,00","207,00","17,00","6.284,00","171,80","242,80","138,30","156,10","158,00","867,00","2.893,00","2.832,00","58,00","3,00","0,00","1.354,00","42,00","0,00","1.204,00","607,00","126,00","471,00","2.085,00","316,00","618,00","1.151,00","181,00","1.065,00","220,00","845,00","113,00","153,00","681,00","226,00","95,00","225,00","447,00","368,00","706,00","112,00","355,00","11.798,00","1.236,40","917,40","959,20","1.023,80","1.035,10","1.077,80","1.055,40","1.645,60","1.598,20","2.145,50","2.144,50","1.236,40","0,32","11,00","32,00","50,00","24,00","117,00","102,00","22,00","20,00","104,00","124,00",3.23,323.0,258.4,"0,00","0,00","1,00","1,00","9,00","24,00","36,00","0,00","26,00","2,00","4,00","4,00","24,00","60,00","0,00","4,00","4,00","10,00","62.398,00","974.060,00","1.036.458,00","0,00","109,00"
"2.023,00",Cabeceiras de Basto,"7.612,00","7.948,00","493,00","596,00","689,00","890,00","925,00","873,00","839,00","848,00","1.014,00","1.154,00","1.133,00","1.147,00","1.188,00","1.143,00","782,00","689,00","500,00","657,00","15.560,00","1.089,00","1.579,00","925,00","7.008,00","4.959,00","7,00","10,15","5,94","45,04","31,87","64,30","0,00","5,00","1,00","0,00","0,00","1,00","0,00","44,00","0,00","21,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","11,00","1,00","5,00","195,00","0,00","199,00","402,00","726,00","777,00","0,00","18,00","258,00","19,00","0,00","2.408,00","97,00","102,10","96,50","139,30","199,60","634,40","469,00","394,00","75,00","0,00","0,00","612,00","0,00","0,00","915,00","638,00","45,00","232,00","878,00","151,00","213,00","514,00","216,00","313,00","80,00","233,00","12,00","112,00","152,00","75,00","10,00","34,00","191,00","105,00","169,00","34,00","107,00","4.375,00","1.016,10","881,80","941,10","929,90","977,70","1.018,20","0,00","1.044,70","1.286,00","1.379,90","0,00","1.016,10","0,10","16,00","29,00","32,00","7,00","84,00","118,00","72,00","66,00","124,00","190,00",4.23,423.00000000000006,338.40000000000003,"0,00","0,00","0,00","0,00","4,00","4,00","20,00","0,00","14,00","4,00","0,00","0,00","6,00","24,00","0,00","0,00","0,00","3,00","18.721,00","230.147,00","248.868,00","0,00","0,00"
"2.023,00",Cadaval,"6.946,00","7.489,00","487,00","542,00","649,00","696,00","755,00","773,00","624,00","750,00","951,00","1.024,00","1.066,00","975,00","949,00","1.052,00","955,00","876,00","642,00","669,00","14.435,00","1.029,00","1.345,00","755,00","6.163,00","5.143,00","7,13","9,32","5,23","42,69","35,63","82,50","0,00","5,00","8,00","3,00","0,00","1,00","0,00","162,00","0,00","7,00","0,00","0,00","0,00","0,00","0,00","0,00","16,00","61,00","7,00","40,00","623,00","0,00","195,00","254,00","644,00","650,00","0,00","13,00","226,00","26,00","0,00","2.026,00","30,80","49,40","68,20","70,00","97,20","315,60","835,00","796,00","0,00","0,00","0,00","479,00","4,00","0,00","333,00","198,00","0,00","0,00","1.173,00","80,00","675,00","418,00","136,00","157,00","36,00","121,00","46,00","54,00","236,00","95,00","28,00","51,00","263,00","90,00","107,00","39,00","114,00","4.082,00","1.176,90","1.007,10","1.047,10","1.040,80","1.085,80","1.103,00","0,00","1.567,30","1.800,80","1.965,60","0,00","1.177,00","0,10","4,00","23,00","45,00","9,00","81,00","116,00","36,00","16,00","136,00","152,00",4.9,490.00000000000006,392.0,"0,00","0,00","0,00","0,00","5,00","2,00","26,00","0,00","20,00","2,00","0,00","0,00","6,00","28,00","0,00","0,00","0,00","1,00","2.725,00","145.436,00","148.161,00","0,00","16,00"
"2.023,00",Caldas da Rainha,"25.714,00","28.431,00","1.959,00","2.120,00","2.382,00","2.731,00","2.978,00","2.911,00","2.901,00","3.011,00","3.607,00","3.960,00","3.911,00","3.791,00","3.876,00","3.715,00","3.351,00","2.709,00","2.044,00","2.188,00","54.145,00","4.079,00","5.113,00","2.978,00","24.092,00","17.883,00","7,53","9,44","5,50","44,50","33,03","211,80","0,00","243,00","32,00","223,00","0,00","48,00","0,00","2.387,00","0,00","104,00","0,00","0,00","0,00","0,00","0,00","0,00","52,00","596,00","62,00","261,00","6.572,00","26,00","612,00","914,00","3.183,00","4.729,00","23,00","125,00","1.568,00","273,00","9,00","11.500,00","144,20","273,30","262,30","256,80","317,30","1.253,80","1.433,00","1.290,00","96,00","47,00","11,00","2.781,00","15,00","192,00","2.027,00","929,00","79,00","1.019,00","3.973,00","655,00","1.404,00","1.914,00","1.098,00","1.802,00","571,00","1.231,00","535,00","562,00","1.297,00","497,00","203,00","253,00","2.897,00","641,00","1.300,00","285,00","595,00","21.444,00","1.241,30","928,20","1.095,50","1.149,90","1.159,30","1.156,90","1.241,10","1.644,90","1.589,50","2.116,50","2.733,50","1.241,30","0,49","6,00","46,00","125,00","61,00","238,00","296,00","12,00","2,00","306,00","308,00",7.04,704.0,563.2,"0,00","1,00","1,00","2,00","15,00","26,00","74,00","0,00","58,00","2,00","4,00","4,00","32,00","100,00","0,00","1,00","1,00","12,00","34.414,00","1.218.751,00","1.253.165,00","2,00","134,00"
