Ano,Regiao,Qtd.Populacao.Homens,Qtd.Populacao.Mulheres,Qtd.Populacao.0_4_anos,Qtd.Populacao.5_9_anos,Qtd.Populacao.10_14_anos,Qtd.Populacao.15_19_anos,Qtd.Populacao.20_24_anos,Qtd.Populacao.25_29_anos,Qtd.Populacao.30_34_anos,Qtd.Populacao.35_39_anos,Qtd.Populacao.40_44_anos,Qtd.Populacao.45_49_anos,Qtd.Populacao.50_54_anos,Qtd.Populacao.55_59_anos,Qtd.Populacao.60_64_anos,Qtd.Populacao.65_69_anos,Qtd.Populacao.70_74_anos,Qtd.Populacao.75_79_anos,Qtd.Populacao.80_84_anos,Qtd.Populacao.85_ou_mais_anos,Qtd.Populacao.Total,Qtd.Populacao.Total.Criancas,Qtd.Populacao.Total.Adolescentes,Qtd.Populacao.Total.Jovens_Adultos,Qtd.Populacao.Total.Adultos,Qtd.Populacao.Total.Idosos,Qtd.Populacao.Proporcao.Criancas,Qtd.Populacao.Proporcao.Adolescentes,Qtd.Populacao.Proporcao.Jovens_Adultos,Qtd.Populacao.Proporcao.Adultos,Qtd.Populacao.Proporcao.Idosos,Qtd.Populacao.Densidade,Qtd.Populacao.Estrangeira.Africa,Qtd.Populacao.Estrangeira.Angola,Qtd.Populacao.Estrangeira.Cabo_Verde,Qtd.Populacao.Estrangeira.Guine_Bissau,Qtd.Populacao.Estrangeira.Mocambique,Qtd.Populacao.Estrangeira.Sao_Tome_e_Principe,Qtd.Populacao.Estrangeira.America,Qtd.Populacao.Estrangeira.Brasil,Qtd.Populacao.Estrangeira.Asia,Qtd.Populacao.Estrangeira.China,Qtd.Populacao.Estrangeira.India,Qtd.Populacao.Estrangeira.Nepal,Qtd.Populacao.Estrangeira.Europa,Qtd.Populacao.Estrangeira.Espanha,Qtd.Populacao.Estrangeira.Franca,Qtd.Populacao.Estrangeira.Italia,Qtd.Populacao.Estrangeira.Republica_da_Moldova,Qtd.Populacao.Estrangeira.Reino_Unido,Qtd.Populacao.Estrangeira.Romenia,Qtd.Populacao.Estrangeira.Ucrania,Qtd.Populacao.Estrangeira.Total,Qtd.Empregados.Inferior.1.Ciclo,Qtd.Empregados.Basico.1.Ciclo,Qtd.Empregados.Basico.2.Ciclo,Qtd.Empregados.Basico.3.Ciclo,Qtd.Empregados.Secundario,Qtd.Empregados.TecnicoSuperiorProfissional,Qtd.Empregados.Bacharelado,Qtd.Empregados.Licenciatura,Qtd.Empregados.Mestrado,Qtd.Empregados.Doutorado,Qtd.Empregados.Total,Qtd.Desempregados.Faixa.<25,Qtd.Desempregados.Faixa.25-34,Qtd.Desempregados.Faixa.35-44,Qtd.Desempregados.Faixa.45-54,Qtd.Desempregados.Faixa.>55,Qtd.Desempregados.Faixa.Total,Qtd.Empregos.Ramo.Agricultura_Caca_Floresta_Pesca,Qtd.Empregos.Ramo.Agricultura_Servicos_Relacionados,Qtd.Empregos.Ramo.Silvicultura_Exploracao_Florestal,Qtd.Empregos.Ramo.Pesca_Aquicultura,Qtd.Empregos.Ramo.Industrias_Extrativas,Qtd.Empregos.Ramo.Industrias_Transformadoras,Qtd.Empregos.Ramo.Energia_Eletricidade_Gas,Qtd.Empregos.Ramo.Saneamento_Agua_Residuos,Qtd.Empregos.Ramo.Construcao,Qtd.Empregos.Ramo.Promocao_Imobiliaria_Construcao,Qtd.Empregos.Ramo.Engenharia_Civil,Qtd.Empregos.Ramo.Construcao_Especializada,Qtd.Empregos.Ramo.Comercio_Manutencao_Veiculos,Qtd.Empregos.Ramo.Comercio_Reparacao_Veiculos,Qtd.Empregos.Ramo.Comercio_Por_Grosso,Qtd.Empregos.Ramo.Comercio_A_Retalho,Qtd.Empregos.Ramo.Transportes_Armazenagem,Qtd.Empregos.Ramo.Alojamento_Restauracao,Qtd.Empregos.Ramo.Alojamento,Qtd.Empregos.Ramo.Restauracao,Qtd.Empregos.Ramo.Informacao_Comunicacao,Qtd.Empregos.Ramo.Atividades_Imobiliarias,Qtd.Empregos.Ramo.Consultoria_Cientifica_Tecnica,Qtd.Empregos.Ramo.Juridico_Contabilidade,Qtd.Empregos.Ramo.Consultoria_Gestao,Qtd.Empregos.Ramo.Engenharia_Arquitetura_Analises,Qtd.Empregos.Ramo.Servicos_Administrativos_Apoio,Qtd.Empregos.Ramo.Educacao,Qtd.Empregos.Ramo.Saude_Apoio_Social,Qtd.Empregos.Ramo.Artes_Cultura,Qtd.Empregos.Ramo.Outros_Servicos,Qtd.Empregos.Ramo.Total,Qtd.Renda.Media.Mensal,Qtd.Renda.Escolaridade.Inferior.1.Ciclo,Qtd.Renda.Escolaridade.Basico.1.Ciclo,Qtd.Renda.Escolaridade.Basico.2.Ciclo,Qtd.Renda.Escolaridade.Basico.3.Ciclo,Qtd.Renda.Escolaridade.Secundario,Qtd.Renda.Escolaridade.TecnicoSuperiorProfissional,Qtd.Renda.Escolaridade.Bacharelado,Qtd.Renda.Escolaridade.Licenciatura,Qtd.Renda.Escolaridade.Mestrado,Qtd.Renda.Escolaridade.Doutorado,Qtd.Renda.Escolaridade.Total,Qtd.Renda.Poder_de_Compra,Qtd.Habitacao.Quartos.T0_T1,Qtd.Habitacao.Quartos.T2,Qtd.Habitacao.Quartos.T3,Qtd.Habitacao.Quartos.T4_ou_mais,Qtd.Habitacao.Quartos.Total,Qtd.Habitacao.Familiar,Qtd.Habitacao.Outros,Qtd.Habitacao.Ampliacoes_Alteracoes_Reconstrucoes,Qtd.Habitacao.Novas,Qtd.Habitacao.Total,Valor.Habitacao.Arendamento.m2,Valor.Habitacao.Arendamento.100m2,Valor.Habitacao.Arendamento.80m2,Qtd.Hospitais.Publico.Privado,Qtd.Hospitais.Privado,Qtd.Hospitais.Publico,Qtd.Hospitais.Total,Qtd.Farmacias,Qtd.Ensino.NSuperior.Privado,Qtd.Ensino.NSuperior.Publico,Qtd.Ensino.NSuperior.artistica,Qtd.Ensino.NSuperior.basica,Qtd.Ensino.NSuperior.basica.secundaria,Qtd.Ensino.NSuperior.profissional,Qtd.Ensino.NSuperior.secundaria,Qtd.Ensino.NSuperior.Jardim_de_infancia,Qtd.Ensino.NSuperior.Total,Qtd.Ensino.Superior.Privado,Qtd.Ensino.Superior.Publico,Qtd.Ensino.Superior.Total,Qtd.Estabelecimentos.Bancarios,Qtd.Depositos.De.Imigrantes,Qtd.Depositos.De.Outros.Clientes,Qtd.Depositos.Total,Qtd.Cinemas,Qtd.Sessoes
"2.023,00",Nelas,"6.307,00","7.016,00","412,00","503,00","540,00","686,00","704,00","584,00","563,00","686,00","886,00","969,00","812,00","868,00","953,00","1.034,00","968,00","798,00","656,00","701,00","13.323,00","915,00","1.226,00","704,00","5.368,00","5.110,00","6,87","9,20","5,28","40,29","38,35","106,00","0,00","76,00","3,00","9,00","0,00","5,00","0,00","252,00","0,00","20,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","13,00","4,00","8,00","509,00","0,00","195,00","333,00","1.028,00","947,00","0,00","43,00","392,00","74,00","3,00","3.028,00","33,80","66,90","68,50","80,20","117,80","367,30","216,00","195,00","21,00","0,00","0,00","1.737,00","7,00","0,00","421,00","185,00","0,00","236,00","503,00","103,00","97,00","303,00","75,00","239,00","87,00","152,00","42,00","50,00","152,00","59,00","15,00","39,00","218,00","81,00","274,00","47,00","82,00","4.144,00","1.305,60","1.200,10","1.072,50","1.139,60","1.128,20","1.278,70","0,00","2.072,40","1.934,00","1.721,90","1.827,20","1.305,60","0,10","1,00","3,00","24,00","8,00","36,00","94,00","42,00","34,00","102,00","136,00",3.91,391.0,312.8,"0,00","0,00","0,00","0,00","6,00","8,00","42,00","0,00","22,00","2,00","0,00","2,00","24,00","50,00","0,00","0,00","0,00","2,00","19.415,00","154.738,00","174.153,00","0,00","3,00"
"2.023,00",Nisa,"2.694,00","2.991,00","145,00","145,00","173,00","199,00","239,00","222,00","184,00","224,00","254,00","358,00","392,00","433,00","456,00","435,00","468,00","476,00","360,00","522,00","5.685,00","290,00","372,00","239,00","2.067,00","2.717,00","5,10","6,54","4,20","36,36","47,79","9,90","0,00","1,00","1,00","0,00","0,00","6,00","0,00","32,00","0,00","8,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,00","6,00","1,00","137,00","0,00","73,00","114,00","195,00","220,00","0,00","13,00","54,00","0,00","0,00","673,00","18,80","30,60","27,80","33,60","41,90","152,80","259,00","242,00","14,00","3,00","0,00","156,00","0,00","0,00","107,00","74,00","0,00","33,00","234,00","24,00","15,00","195,00","14,00","131,00","40,00","91,00","3,00","29,00","56,00","19,00","9,00","11,00","92,00","22,00","56,00","0,00","35,00","1.205,00","1.036,60","855,80","939,70","1.005,70","1.027,10","1.011,40","0,00","1.388,10","1.285,10","0,00","0,00","1.036,60","0,04","0,00","0,00","7,00","0,00","7,00","8,00","16,00","8,00","16,00","24,00",,,,"0,00","0,00","0,00","0,00","5,00","0,00","6,00","0,00","0,00","2,00","0,00","0,00","4,00","6,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","1,00","4,00"
"2.023,00",Nordeste,"2.185,00","2.251,00","167,00","161,00","234,00","263,00","249,00","273,00","254,00","245,00","295,00","339,00","338,00","343,00","350,00","262,00","240,00","151,00","116,00","156,00","4.436,00","328,00","497,00","249,00","2.087,00","1.275,00","7,39","11,20","5,61","47,05","28,74","43,70","0,00","0,00","1,00","0,00","0,00","0,00","0,00","15,00","0,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","0,00","0,00","95,00","0,00","37,00","91,00","162,00","121,00","0,00","0,00","30,00","0,00","0,00","452,00","0,00","0,00","0,00","0,00","0,00","0,00","190,00","0,00","0,00","0,00","0,00","21,00","0,00","0,00","146,00","115,00","0,00","31,00","95,00","11,00","4,00","80,00","4,00","106,00","65,00","41,00","0,00","6,00","16,00","0,00","0,00","4,00","0,00","27,00","16,00","6,00","30,00","744,00","1.005,80","0,00","951,60","966,50","981,70","965,30","0,00","0,00","1.375,00","1.457,10","0,00","1.005,80","0,03","1,00","4,00","2,00","1,00","8,00","26,00","22,00","20,00","28,00","48,00",,,,"0,00","0,00","0,00","0,00","2,00","2,00","10,00","0,00","8,00","2,00","2,00","0,00","0,00","12,00","0,00","0,00","0,00","3,00","1.056,00","26.882,00","27.938,00","0,00","32,00"
"2.023,00",Odemira,"18.898,00","14.226,00","1.286,00","1.040,00","1.193,00","1.223,00","1.458,00","2.494,00","2.832,00","2.807,00","2.665,00","2.523,00","2.086,00","1.995,00","2.160,00","1.895,00","1.613,00","1.375,00","1.116,00","1.363,00","33.124,00","2.326,00","2.416,00","1.458,00","17.402,00","9.522,00","7,02","7,29","4,40","52,54","28,75","19,30","0,00","11,00","11,00","6,00","0,00","1,00","0,00","447,00","0,00","30,00","0,00","0,00","0,00","0,00","0,00","0,00","90,00","340,00","121,00","312,00","13.843,00","50,00","778,00","811,00","3.323,00","3.019,00","0,00","74,00","647,00","87,00","0,00","9.106,00","140,20","777,90","607,90","337,90","228,80","2.092,80","14.319,00","13.409,00","823,00","87,00","0,00","324,00","3,00","0,00","946,00","481,00","16,00","449,00","1.682,00","140,00","341,00","1.201,00","444,00","1.668,00","821,00","847,00","28,00","162,00","415,00","157,00","59,00","80,00","1.689,00","171,00","202,00","126,00","260,00","22.439,00","1.077,70","912,10","932,80","1.016,70","991,70","1.039,80","1.232,70","1.695,90","1.759,20","2.274,90","0,00","1.077,70","0,23","2,00","2,00","26,00","5,00","35,00","60,00","12,00","14,00","58,00","72,00",6.17,617.0,493.6,"0,00","0,00","0,00","0,00","12,00","10,00","50,00","0,00","36,00","2,00","2,00","2,00","18,00","60,00","0,00","0,00","0,00","6,00","7.210,00","431.379,00","438.589,00","1,00","63,00"
"2.023,00",Odivelas,"72.370,00","81.338,00","8.405,00","7.880,00","7.928,00","7.578,00","7.795,00","8.415,00","9.608,00","10.445,00","11.717,00","12.543,00","10.405,00","9.293,00","8.599,00","8.436,00","8.530,00","7.109,00","4.851,00","4.171,00","153.708,00","16.285,00","15.506,00","7.795,00","72.426,00","41.696,00","10,59","10,09","5,07","47,12","27,13","5.791,60","0,00","4.128,00","1.108,00","2.313,00","0,00","1.093,00","0,00","9.055,00","0,00","513,00","0,00","0,00","0,00","0,00","0,00","0,00","83,00","307,00","485,00","795,00","32.250,00","50,00","1.166,00","1.510,00","5.237,00","7.323,00","34,00","196,00","2.096,00","264,00","22,00","17.959,00","303,60","816,40","905,00","828,10","909,60","3.762,70","650,00","627,00","19,00","4,00","0,00","3.032,00","14,00","206,00","6.823,00","3.747,00","200,00","2.876,00","7.394,00","1.873,00","2.170,00","3.351,00","3.438,00","3.134,00","289,00","2.845,00","1.946,00","1.122,00","3.061,00","1.090,00","780,00","377,00","9.812,00","1.484,00","2.908,00","713,00","1.460,00","47.197,00","1.185,90","925,40","1.003,60","1.080,70","1.072,30","1.157,60","1.345,40","1.749,10","1.599,60","1.795,80","3.205,30","1.185,90","1,36","28,00","117,00","153,00","140,00","438,00","376,00","10,00","6,00","380,00","386,00",11.41,1141.0,912.8,"0,00","0,00","0,00","0,00","36,00","84,00","102,00","0,00","90,00","4,00","2,00","10,00","80,00","186,00","1,00","0,00","1,00","24,00","10.377,00","2.030.267,00","2.040.644,00","2,00","250,00"
"2.023,00",Oeiras,"81.715,00","93.962,00","7.464,00","8.024,00","8.896,00","9.565,00","9.257,00","8.538,00","9.606,00","9.961,00","11.662,00","14.573,00","13.374,00","11.302,00","10.353,00","10.112,00","10.506,00","9.602,00","6.417,00","6.465,00","175.677,00","15.488,00","18.461,00","9.257,00","79.016,00","53.455,00","8,82","10,51","5,27","44,98","30,43","3.829,10","0,00","721,00","1.550,00","246,00","0,00","133,00","0,00","8.428,00","0,00","628,00","0,00","0,00","0,00","0,00","0,00","0,00","110,00","298,00","295,00","370,00","19.708,00","148,00","2.330,00","3.122,00","12.086,00","28.052,00","68,00","2.749,00","32.242,00","6.040,00","503,00","87.525,00","315,60","667,90","724,60","874,30","1.196,60","3.779,00","851,00","736,00","48,00","67,00","159,00","6.236,00","338,00","629,00","12.017,00","2.036,00","5.760,00","4.221,00","49.360,00","2.492,00","15.148,00","31.720,00","3.818,00","16.283,00","2.233,00","14.050,00","15.918,00","2.667,00","16.759,00","2.393,00","6.553,00","3.821,00","22.807,00","2.932,00","12.619,00","2.873,00","2.396,00","168.662,00","2.104,80","1.017,80","1.065,10","1.208,20","1.240,90","1.662,60","1.901,50","2.816,90","2.748,70","2.911,70","3.484,70","2.104,80","2,73","5,00","44,00","53,00","61,00","163,00","172,00","22,00","36,00","158,00","194,00",13.8,1380.0,1104.0,"0,00","1,00","2,00","3,00","51,00","130,00","92,00","0,00","92,00","8,00","2,00","14,00","106,00","222,00","2,00","4,00","6,00","61,00","51.890,00","13.761.212,00","13.813.102,00","3,00","784,00"
"2.023,00",Oleiros,"2.334,00","2.552,00","106,00","98,00","104,00","114,00","183,00","181,00","161,00","205,00","244,00","244,00","260,00","357,00","411,00","445,00","467,00","419,00","388,00","499,00","4.886,00","204,00","218,00","183,00","1.652,00","2.629,00","4,18","4,46","3,75","33,81","53,81","10,40","0,00","4,00","1,00","1,00","0,00","0,00","0,00","41,00","0,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","59,00","1,00","2,00","222,00","0,00","54,00","90,00","193,00","224,00","0,00","0,00","52,00","6,00","0,00","631,00","8,80","12,80","10,30","11,80","28,80","72,30","182,00","0,00","106,00","0,00","0,00","280,00","6,00","0,00","157,00","86,00","19,00","52,00","175,00","34,00","20,00","121,00","34,00","152,00","69,00","83,00","10,00","7,00","38,00","15,00","0,00","16,00","49,00","14,00","39,00","40,00","30,00","1.213,00","1.187,90","0,00","1.038,00","1.161,20","1.168,90","1.182,10","0,00","1.523,00","1.398,90","1.521,30","0,00","1.187,90","0,03","0,00","1,00","1,00","3,00","5,00","14,00","4,00","4,00","14,00","18,00",,,,"0,00","0,00","0,00","0,00","3,00","2,00","8,00","0,00","6,00","2,00","0,00","0,00","2,00","10,00","0,00","0,00","0,00","1,00","7.605,00","91.196,00","98.801,00","0,00","48,00"
"2.023,00",Olhão,"21.961,00","23.082,00","2.009,00","2.134,00","2.309,00","2.491,00","2.317,00","2.082,00","2.281,00","2.670,00","3.255,00","3.754,00","3.303,00","3.055,00","2.808,00","2.819,00","2.714,00","2.254,00","1.566,00","1.222,00","45.043,00","4.143,00","4.800,00","2.317,00","20.400,00","13.383,00","9,20","10,66","5,14","45,29","29,71","344,20","0,00","78,00","135,00","188,00","0,00","12,00","0,00","1.121,00","0,00","62,00","0,00","0,00","0,00","0,00","0,00","0,00","31,00","810,00","246,00","297,00","6.044,00","62,00","576,00","719,00","1.936,00","2.582,00","7,00","77,00","772,00","133,00","13,00","6.947,00","133,10","251,00","259,00","249,30","299,10","1.191,40","1.798,00","1.004,00","11,00","783,00","62,00","1.064,00","32,00","261,00","1.854,00","1.201,00","28,00","625,00","2.495,00","306,00","871,00","1.318,00","436,00","2.136,00","842,00","1.294,00","101,00","317,00","705,00","259,00","66,00","159,00","1.856,00","360,00","455,00","275,00","438,00","14.645,00","1.165,50","929,50","1.029,20","1.036,20","1.064,20","1.128,40","1.118,20","1.524,30","1.659,90","1.627,50","2.308,80","1.165,50","0,36","12,00","55,00","100,00","16,00","183,00","160,00","10,00","32,00","138,00","170,00",8.09,809.0,647.2,"0,00","0,00","1,00","1,00","10,00","20,00","40,00","0,00","34,00","2,00","0,00","2,00","22,00","60,00","0,00","0,00","0,00","7,00","7.293,00","538.964,00","546.257,00","0,00","142,00"
"2.023,00",Oliveira de Azeméis,"32.711,00","34.566,00","2.327,00","2.571,00","2.784,00","3.000,00","3.583,00","3.629,00","3.605,00","3.967,00","4.289,00","5.046,00","5.253,00","5.301,00","5.334,00","4.795,00","3.947,00","3.279,00","2.237,00","2.330,00","67.277,00","4.898,00","5.784,00","3.583,00","31.090,00","21.922,00","7,28","8,60","5,33","46,21","32,58","417,60","0,00","47,00","7,00","10,00","0,00","2,00","0,00","1.330,00","0,00","34,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","16,00","24,00","93,00","2.013,00","39,00","1.277,00","3.269,00","5.219,00","5.865,00","28,00","250,00","2.029,00","507,00","23,00","18.531,00","171,50","265,20","262,30","290,60","474,90","1.464,50","0,00","303,00","0,00","0,00","0,00","16.469,00","85,00","101,00","1.390,00","675,00","159,00","556,00","3.327,00","676,00","1.235,00","1.416,00","1.082,00","836,00","102,00","734,00","276,00","321,00","1.108,00","449,00","149,00","339,00","2.371,00","419,00","743,00","238,00","551,00","29.721,00","1.368,80","937,60","1.104,20","1.157,30","1.218,10","1.320,00","1.404,80","1.998,90","2.144,60","2.052,20","2.856,30","1.368,80","0,54","3,00","10,00","67,00","7,00","87,00","112,00","36,00","14,00","134,00","148,00",4.88,488.0,390.4,"0,00","0,00","1,00","1,00","16,00","28,00","80,00","0,00","60,00","8,00","0,00","0,00","40,00","108,00","1,00","1,00","2,00","13,00","11.708,00","891.104,00","902.812,00","0,00","33,00"
"2.023,00",Oliveira de Frades,"4.722,00","5.041,00","356,00","384,00","440,00","486,00","530,00","533,00","503,00","619,00","610,00","764,00","666,00","698,00","717,00","610,00","553,00","523,00","388,00","383,00","9.763,00","740,00","926,00","530,00","4.393,00","3.174,00","7,58","9,48","5,43","45,00","32,51","67,20","0,00","10,00","1,00","4,00","0,00","2,00","0,00","504,00","0,00","9,00","0,00","0,00","0,00","0,00","0,00","0,00","4,00","9,00","36,00","17,00","724,00","0,00","263,00","479,00","998,00","1.047,00","0,00","31,00","447,00","209,00","0,00","3.491,00","40,40","55,10","49,40","46,90","72,80","264,70","594,00","552,00","42,00","0,00","0,00","2.730,00","18,00","0,00","786,00","338,00","215,00","233,00","582,00","99,00","201,00","282,00","239,00","186,00","36,00","150,00","14,00","73,00","177,00","64,00","49,00","41,00","160,00","43,00","78,00","23,00","51,00","5.759,00","1.391,30","939,90","1.131,00","1.185,00","1.204,80","1.279,70","0,00","1.973,80","1.952,60","2.355,60","0,00","1.391,30","0,07","2,00","8,00","12,00","5,00","27,00","56,00","34,00","24,00","66,00","90,00",4.2,420.0,336.0,"0,00","0,00","0,00","0,00","3,00","2,00","26,00","0,00","6,00","2,00","0,00","0,00","20,00","28,00","0,00","0,00","0,00","4,00","7.263,00","176.998,00","184.261,00","0,00","35,00"
"2.023,00",Oliveira do Bairro,"11.974,00","13.081,00","1.052,00","1.181,00","1.178,00","1.306,00","1.360,00","1.428,00","1.426,00","1.448,00","1.830,00","2.091,00","1.859,00","1.620,00","1.470,00","1.454,00","1.331,00","1.175,00","862,00","984,00","25.055,00","2.233,00","2.484,00","1.360,00","11.702,00","7.276,00","8,91","9,91","5,43","46,71","29,04","286,90","0,00","32,00","7,00","1,00","0,00","180,00","0,00","924,00","0,00","22,00","0,00","0,00","0,00","0,00","0,00","0,00","5,00","8,00","13,00","85,00","1.784,00","13,00","342,00","822,00","1.431,00","2.094,00","11,00","87,00","858,00","149,00","4,00","5.819,00","70,00","120,10","98,10","102,50","100,50","491,20","277,00","272,00","5,00","0,00","22,00","4.328,00","21,00","6,00","1.002,00","493,00","146,00","363,00","2.557,00","831,00","933,00","793,00","421,00","384,00","52,00","332,00","81,00","103,00","464,00","181,00","47,00","73,00","504,00","146,00","293,00","141,00","200,00","10.950,00","1.302,70","933,80","1.159,40","1.180,50","1.204,00","1.235,10","1.033,30","1.631,60","1.725,10","1.642,20","1.841,40","1.302,70","0,20","3,00","20,00","38,00","3,00","64,00","84,00","28,00","22,00","90,00","112,00",5.33,533.0,426.4,"0,00","1,00","0,00","1,00","7,00","18,00","24,00","0,00","22,00","0,00","2,00","2,00","16,00","42,00","0,00","0,00","0,00","7,00","10.143,00","409.118,00","419.261,00","1,00","65,00"
"2.023,00",Oliveira do Hospital,"9.391,00","10.073,00","688,00","709,00","733,00","822,00","1.010,00","1.018,00","892,00","987,00","1.181,00","1.329,00","1.356,00","1.482,00","1.571,00","1.460,00","1.261,00","1.100,00","865,00","1.000,00","19.464,00","1.397,00","1.555,00","1.010,00","8.245,00","7.257,00","7,18","7,99","5,19","42,36","37,28","83,00","0,00","13,00","6,00","15,00","0,00","5,00","0,00","216,00","0,00","29,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","243,00","32,00","6,00","1.128,00","32,00","436,00","454,00","1.010,00","1.140,00","4,00","39,00","493,00","93,00","10,00","3.727,00","81,80","116,20","88,70","114,80","159,10","560,50","0,00","143,00","0,00","0,00","11,00","1.655,00","7,00","0,00","1.181,00","812,00","60,00","309,00","1.180,00","173,00","415,00","592,00","151,00","376,00","125,00","251,00","59,00","60,00","337,00","140,00","47,00","74,00","305,00","135,00","465,00","59,00","149,00","6.319,00","1.110,70","846,10","996,10","1.015,80","1.017,60","1.067,40","1.050,80","1.767,80","1.451,30","1.547,80","2.531,10","1.110,70","0,14","0,00","1,00","5,00","3,00","9,00","20,00","20,00","6,00","34,00","40,00",3.81,381.0,304.8,"0,00","1,00","0,00","1,00","9,00","12,00","38,00","0,00","22,00","0,00","2,00","2,00","24,00","50,00","0,00","1,00","1,00","7,00","8.223,00","368.027,00","376.250,00","0,00","64,00"
"2.023,00",Ourique,"2.317,00","2.512,00","179,00","144,00","192,00","176,00","210,00","216,00","216,00","233,00","291,00","330,00","348,00","366,00","331,00","343,00","366,00","323,00","253,00","312,00","4.829,00","323,00","368,00","210,00","2.000,00","1.928,00","6,69","7,62","4,35","41,42","39,93","7,30","0,00","3,00","0,00","0,00","0,00","0,00","0,00","62,00","0,00","8,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","199,00","6,00","9,00","477,00","0,00","67,00","85,00","228,00","223,00","0,00","6,00","54,00","9,00","0,00","679,00","11,80","18,30","20,80","26,70","29,90","107,30","279,00","235,00","44,00","0,00","0,00","128,00","0,00","0,00","77,00","49,00","0,00","0,00","318,00","39,00","169,00","110,00","19,00","118,00","37,00","81,00","7,00","23,00","52,00","18,00","12,00","15,00","80,00","25,00","23,00","0,00","30,00","1.197,00","1.117,80","980,90","938,40","999,10","1.035,30","1.102,10","0,00","1.344,70","1.740,60","2.135,70","0,00","1.117,80","0,04","0,00","0,00","1,00","1,00","2,00","4,00","4,00","0,00","8,00","8,00",,,,"0,00","0,00","0,00","0,00","5,00","2,00","10,00","0,00","6,00","2,00","0,00","0,00","4,00","12,00","0,00","0,00","0,00","2,00","1.239,00","117.106,00","118.345,00","0,00","21,00"
"2.023,00",Ourém,"22.012,00","24.500,00","1.763,00","1.853,00","1.982,00","2.212,00","2.575,00","2.595,00","2.495,00","2.604,00","3.006,00","3.119,00","3.163,00","3.332,00","3.367,00","3.067,00","2.746,00","2.303,00","1.972,00","2.358,00","46.512,00","3.616,00","4.194,00","2.575,00","20.314,00","15.813,00","7,77","9,02","5,54","43,67","34,00","111,60","0,00","151,00","33,00","16,00","0,00","34,00","0,00","1.642,00","0,00","53,00","0,00","0,00","0,00","0,00","0,00","0,00","8,00","47,00","158,00","358,00","3.583,00","117,00","960,00","1.432,00","3.439,00","4.357,00","12,00","150,00","1.737,00","279,00","9,00","12.532,00","102,40","148,30","133,10","152,30","152,00","688,10","315,00","251,00","0,00","0,00","246,00","3.716,00","29,00","182,00","3.380,00","1.353,00","383,00","1.644,00","3.554,00","641,00","1.235,00","1.678,00","1.078,00","2.354,00","1.068,00","1.286,00","284,00","463,00","987,00","414,00","153,00","259,00","1.257,00","393,00","1.022,00","264,00","634,00","20.158,00","1.244,40","1.045,40","1.167,20","1.177,70","1.165,70","1.166,40","1.036,70","1.554,60","1.584,90","1.841,70","2.534,50","1.244,40","0,38","1,00","6,00","25,00","12,00","44,00","86,00","18,00","4,00","100,00","104,00",5.7,570.0,456.0,"0,00","0,00","0,00","0,00","20,00","22,00","58,00","0,00","54,00","6,00","4,00","0,00","16,00","80,00","0,00","0,00","0,00","20,00","77.758,00","1.216.463,00","1.294.221,00","0,00","256,00"
"2.023,00",Ovar,"27.246,00","29.489,00","2.225,00","2.332,00","2.484,00","2.674,00","3.193,00","3.212,00","3.067,00","3.294,00","3.840,00","4.455,00","4.528,00","4.400,00","4.087,00","3.790,00","3.288,00","2.461,00","1.692,00","1.713,00","56.735,00","4.557,00","5.158,00","3.193,00","26.796,00","17.031,00","8,03","9,09","5,63","47,23","30,02","384,10","0,00","47,00","16,00","6,00","0,00","17,00","0,00","1.016,00","0,00","60,00","0,00","0,00","0,00","0,00","0,00","0,00","5,00","32,00","19,00","58,00","1.812,00","39,00","785,00","1.679,00","4.162,00","5.140,00","26,00","241,00","1.996,00","589,00","31,00","14.709,00","163,90","258,30","262,00","296,80","424,10","1.405,10","345,00","291,00","27,00","27,00","0,00","11.134,00","25,00","0,00","1.156,00","592,00","90,00","474,00","3.935,00","404,00","2.141,00","1.390,00","798,00","1.140,00","144,00","996,00","113,00","330,00","906,00","341,00","154,00","169,00","1.922,00","511,00","648,00","250,00","441,00","23.692,00","1.363,20","966,60","1.040,80","1.143,30","1.162,00","1.233,20","1.157,00","2.352,00","2.068,30","2.135,20","2.606,00","1.363,20","0,47","9,00","11,00","35,00","9,00","64,00","108,00","10,00","8,00","110,00","118,00",6.19,619.0,495.20000000000005,"0,00","0,00","1,00","1,00","16,00","30,00","62,00","0,00","48,00","0,00","2,00","8,00","34,00","92,00","0,00","0,00","0,00","14,00","18.592,00","737.137,00","755.729,00","1,00","64,00"
