01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Âmbito Geográfico,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala,09. Símbolo,10. Valor
2021,,Belmonte,Município,Furto em veículo motorizado,,, crimes,,7
2021,,Belmonte,Município,Total,,, crimes,,235
2021,,Belmonte,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,23
2021,,Benavente,Município,Furto em edifício comercial ou industrial,,, crimes,,19
2021,,Benavente,Município,Furto em residência,,, crimes,,31
2021,,Benavente,Município,Furto em veículo motorizado,,, crimes,,79
2021,,Benavente,Município,Total,,, crimes,,1080
2021,,Benavente,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,63
2021,,Bombarral,Município,Furto em edifício comercial ou industrial,,, crimes,,4
2021,,Bombarral,Município,Furto em residência,,, crimes,,11
2021,,Bombarral,Município,Furto em veículo motorizado,,, crimes,,16
2021,,Bombarral,Município,Total,,, crimes,,291
2021,,Bombarral,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,36
2021,,Borba,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2021,,Borba,Município,Furto em residência,,, crimes,-,
2021,,Borba,Município,Furto em veículo motorizado,,, crimes,,9
2021,,Borba,Município,Total,,, crimes,,160
2021,,Borba,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,10
2021,,Boticas,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Boticas,Município,Furto em residência,,, crimes,-,
2021,,Boticas,Município,Furto em veículo motorizado,,, crimes,-,
2021,,Boticas,Município,Total,,, crimes,,97
2021,,Boticas,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,5
2021,,Braga,Município,Furto em edifício comercial ou industrial,,, crimes,,116
2021,,Braga,Município,Furto em residência,,, crimes,,157
2021,,Braga,Município,Furto em veículo motorizado,,, crimes,,393
2021,,Braga,Município,Total,,, crimes,,4612
2021,,Braga,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,354
2021,,Bragança,Município,Furto em edifício comercial ou industrial,,, crimes,,15
2021,,Bragança,Município,Furto em residência,,, crimes,,22
2021,,Bragança,Município,Furto em veículo motorizado,,, crimes,,22
2021,,Bragança,Município,Total,,, crimes,,887
2021,,Bragança,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,45
2021,,Cabeceiras de Basto,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Cabeceiras de Basto,Município,Furto em residência,,, crimes,,5
2021,,Cabeceiras de Basto,Município,Furto em veículo motorizado,,, crimes,,6
2021,,Cabeceiras de Basto,Município,Total,,, crimes,,314
2021,,Cabeceiras de Basto,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,24
2021,,Cadaval,Município,Furto em edifício comercial ou industrial,,, crimes,,4
2021,,Cadaval,Município,Furto em residência,,, crimes,,18
2021,,Cadaval,Município,Furto em veículo motorizado,,, crimes,,23
2021,,Cadaval,Município,Total,,, crimes,,315
2021,,Cadaval,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,22
2021,,Caldas da Rainha,Município,Furto em edifício comercial ou industrial,,, crimes,,23
2021,,Caldas da Rainha,Município,Furto em residência,,, crimes,,65
2021,,Caldas da Rainha,Município,Furto em veículo motorizado,,, crimes,,69
2021,,Caldas da Rainha,Município,Total,,, crimes,,1109
2021,,Caldas da Rainha,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,89
2021,,Calheta [R.A.A.],Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Calheta [R.A.A.],Município,Furto em residência,,, crimes,-,
2021,,Calheta [R.A.A.],Município,Furto em veículo motorizado,,, crimes,-,
2021,,Calheta [R.A.A.],Município,Total,,, crimes,,79
2021,,Calheta [R.A.A.],Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,8
2021,,Calheta [R.A.M.],Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Calheta [R.A.M.],Município,Furto em residência,,, crimes,,3
2021,,Calheta [R.A.M.],Município,Furto em veículo motorizado,,, crimes,-,
2021,,Calheta [R.A.M.],Município,Total,,, crimes,,142
2021,,Calheta [R.A.M.],Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,18
2021,,Câmara de Lobos,Município,Furto em edifício comercial ou industrial,,, crimes,,6
2021,,Câmara de Lobos,Município,Furto em residência,,, crimes,,17
2021,,Câmara de Lobos,Município,Furto em veículo motorizado,,, crimes,,15
2021,,Câmara de Lobos,Município,Total,,, crimes,,833
2021,,Câmara de Lobos,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,103
2021,,Caminha,Município,Furto em edifício comercial ou industrial,,, crimes,,16
2021,,Caminha,Município,Furto em residência,,, crimes,,22
2021,,Caminha,Município,Furto em veículo motorizado,,, crimes,,31
2021,,Caminha,Município,Total,,, crimes,,560
2021,,Caminha,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,43
2021,,Campo Maior,Município,Furto em edifício comercial ou industrial,,, crimes,,5
2021,,Campo Maior,Município,Furto em residência,,, crimes,,10
2021,,Campo Maior,Município,Furto em veículo motorizado,,, crimes,,15
2021,,Campo Maior,Município,Total,,, crimes,,343
2021,,Campo Maior,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,32
2021,,Cantanhede,Município,Furto em edifício comercial ou industrial,,, crimes,,52
2021,,Cantanhede,Município,Furto em residência,,, crimes,,44
2021,,Cantanhede,Município,Furto em veículo motorizado,,, crimes,,61
2021,,Cantanhede,Município,Total,,, crimes,,1081
2021,,Cantanhede,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,88
2021,,Carrazeda de Ansiães,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Carrazeda de Ansiães,Município,Furto em residência,,, crimes,-,
2021,,Carrazeda de Ansiães,Município,Furto em veículo motorizado,,, crimes,-,
2021,,Carrazeda de Ansiães,Município,Total,,, crimes,,145
2021,,Carrazeda de Ansiães,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,7
2021,,Carregal do Sal,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2021,,Carregal do Sal,Município,Furto em residência,,, crimes,,6
2021,,Carregal do Sal,Município,Furto em veículo motorizado,,, crimes,,3
2021,,Carregal do Sal,Município,Total,,, crimes,,241
2021,,Carregal do Sal,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,32
2021,,Cartaxo,Município,Furto em edifício comercial ou industrial,,, crimes,,9
2021,,Cartaxo,Município,Furto em residência,,, crimes,,14
2021,,Cartaxo,Município,Furto em veículo motorizado,,, crimes,,23
2021,,Cartaxo,Município,Total,,, crimes,,551
2021,,Cartaxo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,37
2021,,Cascais,Município,Furto em edifício comercial ou industrial,,, crimes,,98
2021,,Cascais,Município,Furto em residência,,, crimes,,197
2021,,Cascais,Município,Furto em veículo motorizado,,, crimes,,636
2021,,Cascais,Município,Total,,, crimes,,5917
2021,,Cascais,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,379
2021,,Castanheira de Pêra,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Castanheira de Pêra,Município,Furto em residência,,, crimes,,6
2021,,Castanheira de Pêra,Município,Furto em veículo motorizado,,, crimes,-,
2021,,Castanheira de Pêra,Município,Total,,, crimes,,59
2021,,Castanheira de Pêra,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,5
2021,,Castelo Branco,Município,Furto em edifício comercial ou industrial,,, crimes,,17
2021,,Castelo Branco,Município,Furto em residência,,, crimes,,31
2021,,Castelo Branco,Município,Furto em veículo motorizado,,, crimes,,59
2021,,Castelo Branco,Município,Total,,, crimes,,1474
2021,,Castelo Branco,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,108
2021,,Castelo de Paiva,Município,Furto em edifício comercial ou industrial,,, crimes,,8
2021,,Castelo de Paiva,Município,Furto em residência,,, crimes,,10
2021,,Castelo de Paiva,Município,Furto em veículo motorizado,,, crimes,,8
2021,,Castelo de Paiva,Município,Total,,, crimes,,259
2021,,Castelo de Paiva,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,29
2021,,Castelo de Vide,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Castelo de Vide,Município,Furto em residência,,, crimes,,3
2021,,Castelo de Vide,Município,Furto em veículo motorizado,,, crimes,-,
2021,,Castelo de Vide,Município,Total,,, crimes,,53
2021,,Castelo de Vide,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,5
2021,,Castro Daire,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2021,,Castro Daire,Município,Furto em residência,,, crimes,,3
2021,,Castro Daire,Município,Furto em veículo motorizado,,, crimes,,6
2021,,Castro Daire,Município,Total,,, crimes,,221
2021,,Castro Daire,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,19
2021,,Castro Marim,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Castro Marim,Município,Furto em residência,,, crimes,,4
2021,,Castro Marim,Município,Furto em veículo motorizado,,, crimes,,8
2021,,Castro Marim,Município,Total,,, crimes,,194
2021,,Castro Marim,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,9
2021,,Castro Verde,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Castro Verde,Município,Furto em residência,,, crimes,-,
2021,,Castro Verde,Município,Furto em veículo motorizado,,, crimes,-,
2021,,Castro Verde,Município,Total,,, crimes,,161
2021,,Castro Verde,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,7
2021,,Celorico da Beira,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Celorico da Beira,Município,Furto em residência,,, crimes,-,
2021,,Celorico da Beira,Município,Furto em veículo motorizado,,, crimes,,7
2021,,Celorico da Beira,Município,Total,,, crimes,,178
2021,,Celorico da Beira,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,31
2021,,Celorico de Basto,Município,Furto em edifício comercial ou industrial,,, crimes,,6
2021,,Celorico de Basto,Município,Furto em residência,,, crimes,,6
2021,,Celorico de Basto,Município,Furto em veículo motorizado,,, crimes,,8
2021,,Celorico de Basto,Município,Total,,, crimes,,282
2021,,Celorico de Basto,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,24
2021,,Chamusca,Município,Furto em edifício comercial ou industrial,,, crimes,,7
2021,,Chamusca,Município,Furto em residência,,, crimes,,3
2021,,Chamusca,Município,Furto em veículo motorizado,,, crimes,,4
2021,,Chamusca,Município,Total,,, crimes,,176
2021,,Chamusca,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,9
2021,,Chaves,Município,Furto em edifício comercial ou industrial,,, crimes,,24
2021,,Chaves,Município,Furto em residência,,, crimes,,40
2021,,Chaves,Município,Furto em veículo motorizado,,, crimes,,38
2021,,Chaves,Município,Total,,, crimes,,874
2021,,Chaves,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,94
2021,,Cinfães,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2021,,Cinfães,Município,Furto em residência,,, crimes,,30
2021,,Cinfães,Município,Furto em veículo motorizado,,, crimes,,16
2021,,Cinfães,Município,Total,,, crimes,,376
2021,,Cinfães,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,40
2021,,Coimbra,Município,Furto em edifício comercial ou industrial,,, crimes,,70
2021,,Coimbra,Município,Furto em residência,,, crimes,,135
2021,,Coimbra,Município,Furto em veículo motorizado,,, crimes,,201
2021,,Coimbra,Município,Total,,, crimes,,3049
2021,,Coimbra,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,229
2021,,Condeixa-a-Nova,Município,Furto em edifício comercial ou industrial,,, crimes,,9
2021,,Condeixa-a-Nova,Município,Furto em residência,,, crimes,,16
2021,,Condeixa-a-Nova,Município,Furto em veículo motorizado,,, crimes,,21
2021,,Condeixa-a-Nova,Município,Total,,, crimes,,247
2021,,Condeixa-a-Nova,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,15
2021,,Constância,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2021,,Constância,Município,Furto em residência,,, crimes,-,
2021,,Constância,Município,Furto em veículo motorizado,,, crimes,,4
2021,,Constância,Município,Total,,, crimes,,60
2021,,Constância,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,-,
2021,,Coruche,Município,Furto em edifício comercial ou industrial,,, crimes,,4
2021,,Coruche,Município,Furto em residência,,, crimes,,9
2021,,Coruche,Município,Furto em veículo motorizado,,, crimes,,19
2021,,Coruche,Município,Total,,, crimes,,513
2021,,Coruche,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,21
2021,,Corvo,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Corvo,Município,Furto em residência,,, crimes,-,
2021,,Corvo,Município,Furto em veículo motorizado,,, crimes,-,
2021,,Corvo,Município,Total,,, crimes,,14
2021,,Corvo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,-,
2021,,Covilhã,Município,Furto em edifício comercial ou industrial,,, crimes,,10
2021,,Covilhã,Município,Furto em residência,,, crimes,,12
2021,,Covilhã,Município,Furto em veículo motorizado,,, crimes,,31
2021,,Covilhã,Município,Total,,, crimes,,1197
2021,,Covilhã,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,126
2021,,Crato,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Crato,Município,Furto em residência,,, crimes,,4
2021,,Crato,Município,Furto em veículo motorizado,,, crimes,-,
2021,,Crato,Município,Total,,, crimes,,78
2021,,Crato,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,16
2021,,Cuba,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2021,,Cuba,Município,Furto em residência,,, crimes,,4
2021,,Cuba,Município,Furto em veículo motorizado,,, crimes,-,
2021,,Cuba,Município,Total,,, crimes,,155
2021,,Cuba,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,11
2021,,Elvas,Município,Furto em edifício comercial ou industrial,,, crimes,,12
2021,,Elvas,Município,Furto em residência,,, crimes,,16
2021,,Elvas,Município,Furto em veículo motorizado,,, crimes,,37
2021,,Elvas,Município,Total,,, crimes,,719
2021,,Elvas,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,79
2021,,Entroncamento,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2021,,Entroncamento,Município,Furto em residência,,, crimes,,11
2021,,Entroncamento,Município,Furto em veículo motorizado,,, crimes,,34
2021,,Entroncamento,Município,Total,,, crimes,,496
2021,,Entroncamento,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,42
2021,,Espinho,Município,Furto em edifício comercial ou industrial,,, crimes,,51
2021,,Espinho,Município,Furto em residência,,, crimes,,41
2021,,Espinho,Município,Furto em veículo motorizado,,, crimes,,42
2021,,Espinho,Município,Total,,, crimes,,848
2021,,Espinho,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,79
2021,,Esposende,Município,Furto em edifício comercial ou industrial,,, crimes,,11
2021,,Esposende,Município,Furto em residência,,, crimes,,33
2021,,Esposende,Município,Furto em veículo motorizado,,, crimes,,102
2021,,Esposende,Município,Total,,, crimes,,825
2021,,Esposende,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,68
2021,,Estarreja,Município,Furto em edifício comercial ou industrial,,, crimes,,13
2021,,Estarreja,Município,Furto em residência,,, crimes,,19
2021,,Estarreja,Município,Furto em veículo motorizado,,, crimes,,37
2021,,Estarreja,Município,Total,,, crimes,,829
2021,,Estarreja,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,102
2021,,Estremoz,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Estremoz,Município,Furto em residência,,, crimes,,6
2021,,Estremoz,Município,Furto em veículo motorizado,,, crimes,,23
2021,,Estremoz,Município,Total,,, crimes,,296
2021,,Estremoz,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,24
2021,,Évora,Município,Furto em edifício comercial ou industrial,,, crimes,,21
2021,,Évora,Município,Furto em residência,,, crimes,,23
2021,,Évora,Município,Furto em veículo motorizado,,, crimes,,83
2021,,Évora,Município,Total,,, crimes,,1148
2021,,Évora,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,93
2021,,Fafe,Município,Furto em edifício comercial ou industrial,,, crimes,,24
2021,,Fafe,Município,Furto em residência,,, crimes,,33
2021,,Fafe,Município,Furto em veículo motorizado,,, crimes,,33
2021,,Fafe,Município,Total,,, crimes,,1129
2021,,Fafe,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,87
2021,,Faro,Município,Furto em edifício comercial ou industrial,,, crimes,,60
2021,,Faro,Município,Furto em residência,,, crimes,,131
2021,,Faro,Município,Furto em veículo motorizado,,, crimes,,143
2021,,Faro,Município,Total,,, crimes,,2849
2021,,Faro,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,190
2021,,Felgueiras,Município,Furto em edifício comercial ou industrial,,, crimes,,22
2021,,Felgueiras,Município,Furto em residência,,, crimes,,15
2021,,Felgueiras,Município,Furto em veículo motorizado,,, crimes,,62
2021,,Felgueiras,Município,Total,,, crimes,,1203
2021,,Felgueiras,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,80
2021,,Ferreira do Alentejo,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2021,,Ferreira do Alentejo,Município,Furto em residência,,, crimes,,7
2021,,Ferreira do Alentejo,Município,Furto em veículo motorizado,,, crimes,,6
2021,,Ferreira do Alentejo,Município,Total,,, crimes,,319
2021,,Ferreira do Alentejo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,35
2021,,Ferreira do Zêzere,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2021,,Ferreira do Zêzere,Município,Furto em residência,,, crimes,,7
2021,,Ferreira do Zêzere,Município,Furto em veículo motorizado,,, crimes,-,
2021,,Ferreira do Zêzere,Município,Total,,, crimes,,139
2021,,Ferreira do Zêzere,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,10
2021,,Figueira da Foz,Município,Furto em edifício comercial ou industrial,,, crimes,,52
2021,,Figueira da Foz,Município,Furto em residência,,, crimes,,70
2021,,Figueira da Foz,Município,Furto em veículo motorizado,,, crimes,,131
2021,,Figueira da Foz,Município,Total,,, crimes,,1501
2021,,Figueira da Foz,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,145
2021,,Figueira de Castelo Rodrigo,Município,Furto em edifício comercial ou industrial,,, crimes,,4
2021,,Figueira de Castelo Rodrigo,Município,Furto em residência,,, crimes,,3
2021,,Figueira de Castelo Rodrigo,Município,Furto em veículo motorizado,,, crimes,,3
2021,,Figueira de Castelo Rodrigo,Município,Total,,, crimes,,159
2021,,Figueira de Castelo Rodrigo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,12
2021,,Figueiró dos Vinhos,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2021,,Figueiró dos Vinhos,Município,Furto em residência,,, crimes,,5
2021,,Figueiró dos Vinhos,Município,Furto em veículo motorizado,,, crimes,,5
2021,,Figueiró dos Vinhos,Município,Total,,, crimes,,130
2021,,Figueiró dos Vinhos,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,7
2021,,Fornos de Algodres,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Fornos de Algodres,Município,Furto em residência,,, crimes,-,
2021,,Fornos de Algodres,Município,Furto em veículo motorizado,,, crimes,-,
2021,,Fornos de Algodres,Município,Total,,, crimes,,69
2021,,Fornos de Algodres,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,8
2021,,Freixo de Espada à Cinta,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Freixo de Espada à Cinta,Município,Furto em residência,,, crimes,-,
2021,,Freixo de Espada à Cinta,Município,Furto em veículo motorizado,,, crimes,-,
2021,,Freixo de Espada à Cinta,Município,Total,,, crimes,,100
2021,,Freixo de Espada à Cinta,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,6
2021,,Fronteira,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Fronteira,Município,Furto em residência,,, crimes,-,
2021,,Fronteira,Município,Furto em veículo motorizado,,, crimes,,3
2021,,Fronteira,Município,Total,,, crimes,,50
2021,,Fronteira,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,6
2021,,Funchal,Município,Furto em edifício comercial ou industrial,,, crimes,,77
2021,,Funchal,Município,Furto em residência,,, crimes,,95
2021,,Funchal,Município,Furto em veículo motorizado,,, crimes,,124
2021,,Funchal,Município,Total,,, crimes,,2595
2021,,Funchal,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,314
2021,,Fundão,Município,Furto em edifício comercial ou industrial,,, crimes,,5
2021,,Fundão,Município,Furto em residência,,, crimes,,19
2021,,Fundão,Município,Furto em veículo motorizado,,, crimes,,26
2021,,Fundão,Município,Total,,, crimes,,1017
2021,,Fundão,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,74
2021,,Gavião,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Gavião,Município,Furto em residência,,, crimes,-,
2021,,Gavião,Município,Furto em veículo motorizado,,, crimes,-,
2021,,Gavião,Município,Total,,, crimes,,53
2021,,Gavião,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,3
2021,,Góis,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Góis,Município,Furto em residência,,, crimes,,4
2021,,Góis,Município,Furto em veículo motorizado,,, crimes,-,
2021,,Góis,Município,Total,,, crimes,,82
2021,,Góis,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,8
2021,,Golegã,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2021,,Golegã,Município,Furto em residência,,, crimes,-,
2021,,Golegã,Município,Furto em veículo motorizado,,, crimes,,4
2021,,Golegã,Município,Total,,, crimes,,104
2021,,Golegã,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,5
2021,,Gondomar,Município,Furto em edifício comercial ou industrial,,, crimes,,72
2021,,Gondomar,Município,Furto em residência,,, crimes,,73
2021,,Gondomar,Município,Furto em veículo motorizado,,, crimes,,293
2021,,Gondomar,Município,Total,,, crimes,,3185
2021,,Gondomar,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,324
2021,,Gouveia,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Gouveia,Município,Furto em residência,,, crimes,-,
2021,,Gouveia,Município,Furto em veículo motorizado,,, crimes,,6
2021,,Gouveia,Município,Total,,, crimes,,304
2021,,Gouveia,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,28
2021,,Grândola,Município,Furto em edifício comercial ou industrial,,, crimes,,5
2021,,Grândola,Município,Furto em residência,,, crimes,,6
2021,,Grândola,Município,Furto em veículo motorizado,,, crimes,,39
2021,,Grândola,Município,Total,,, crimes,,636
2021,,Grândola,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,43
2021,,Guarda,Município,Furto em edifício comercial ou industrial,,, crimes,,14
2021,,Guarda,Município,Furto em residência,,, crimes,,11
2021,,Guarda,Município,Furto em veículo motorizado,,, crimes,,28
2021,,Guarda,Município,Total,,, crimes,,785
2021,,Guarda,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,87
2021,,Guimarães,Município,Furto em edifício comercial ou industrial,,, crimes,,89
2021,,Guimarães,Município,Furto em residência,,, crimes,,89
2021,,Guimarães,Município,Furto em veículo motorizado,,, crimes,,157
2021,,Guimarães,Município,Total,,, crimes,,2731
2021,,Guimarães,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,291
2021,,Horta,Município,Furto em edifício comercial ou industrial,,, crimes,,9
2021,,Horta,Município,Furto em residência,,, crimes,,18
2021,,Horta,Município,Furto em veículo motorizado,,, crimes,,12
2021,,Horta,Município,Total,,, crimes,,479
2021,,Horta,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,29
2021,,Idanha-a-Nova,Município,Furto em edifício comercial ou industrial,,, crimes,,6
2021,,Idanha-a-Nova,Município,Furto em residência,,, crimes,,7
2021,,Idanha-a-Nova,Município,Furto em veículo motorizado,,, crimes,,8
2021,,Idanha-a-Nova,Município,Total,,, crimes,,304
2021,,Idanha-a-Nova,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,13
2021,,Ílhavo,Município,Furto em edifício comercial ou industrial,,, crimes,,37
2021,,Ílhavo,Município,Furto em residência,,, crimes,,40
2021,,Ílhavo,Município,Furto em veículo motorizado,,, crimes,,65
2021,,Ílhavo,Município,Total,,, crimes,,1113
2021,,Ílhavo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,107
2021,,Lagoa,Município,Furto em edifício comercial ou industrial,,, crimes,,17
2021,,Lagoa,Município,Furto em residência,,, crimes,,67
2021,,Lagoa,Município,Furto em veículo motorizado,,, crimes,,161
2021,,Lagoa,Município,Total,,, crimes,,1093
2021,,Lagoa,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,73
2021,,Lagoa [R.A.A.],Município,Furto em edifício comercial ou industrial,,, crimes,,14
2021,,Lagoa [R.A.A.],Município,Furto em residência,,, crimes,,41
2021,,Lagoa [R.A.A.],Município,Furto em veículo motorizado,,, crimes,,32
2021,,Lagoa [R.A.A.],Município,Total,,, crimes,,704
2021,,Lagoa [R.A.A.],Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,75
2021,,Lagos,Município,Furto em edifício comercial ou industrial,,, crimes,,24
2021,,Lagos,Município,Furto em residência,,, crimes,,58
2021,,Lagos,Município,Furto em veículo motorizado,,, crimes,,79
2021,,Lagos,Município,Total,,, crimes,,1373
2021,,Lagos,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,73
2021,,Lajes das Flores,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Lajes das Flores,Município,Furto em residência,,, crimes,-,
2021,,Lajes das Flores,Município,Furto em veículo motorizado,,, crimes,-,
2021,,Lajes das Flores,Município,Total,,, crimes,,42
2021,,Lajes das Flores,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,-,
2021,,Lajes do Pico,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Lajes do Pico,Município,Furto em residência,,, crimes,-,
2021,,Lajes do Pico,Município,Furto em veículo motorizado,,, crimes,-,
2021,,Lajes do Pico,Município,Total,,, crimes,,102
2021,,Lajes do Pico,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,5
2021,,Lamego,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2021,,Lamego,Município,Furto em residência,,, crimes,,9
2021,,Lamego,Município,Furto em veículo motorizado,,, crimes,,12
2021,,Lamego,Município,Total,,, crimes,,452
2021,,Lamego,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,39
2021,,Leiria,Município,Furto em edifício comercial ou industrial,,, crimes,,94
2021,,Leiria,Município,Furto em residência,,, crimes,,127
2021,,Leiria,Município,Furto em veículo motorizado,,, crimes,,196
2021,,Leiria,Município,Total,,, crimes,,2761
2021,,Leiria,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,232
2021,,Lisboa,Município,Furto em edifício comercial ou industrial,,, crimes,,345
2021,,Lisboa,Município,Furto em residência,,, crimes,,704
2021,,Lisboa,Município,Furto em veículo motorizado,,, crimes,,2263
2021,,Lisboa,Município,Total,,, crimes,,25912
2021,,Lisboa,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,1406
2021,,Loulé,Município,Furto em edifício comercial ou industrial,,, crimes,,57
2021,,Loulé,Município,Furto em residência,,, crimes,,175
2021,,Loulé,Município,Furto em veículo motorizado,,, crimes,,152
2021,,Loulé,Município,Total,,, crimes,,3489
2021,,Loulé,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,249
2021,,Loures,Município,Furto em edifício comercial ou industrial,,, crimes,,54
